#髪型設定ファイル,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考,
10075231,2,140,72,1,ミニツイン,なし,わぁ～お?$R君は『エンシェントアークの紹介状２』$Rを持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕らがまだ触れたことのない$R世界の息吹を～！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『エンシェントアークの紹介状２』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,エンシェントアークの紹介状２,
10075234,2,141,-1,0,お姫様ロング,なし,わぁ～お?$R君は『新春の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新春の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新春の紹介状,
10075234,2,144,-1,1,おかっぱ,なし,わぁ～お?$R君は『新春の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新春の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新春の紹介状,
10075235,2,142,-1,0,ウェーブロング,なし,わぁ～お?$R君は『雪国の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『雪国の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,雪国の紹介状,
10075235,2,143,101,1,セミロングポニーテール,なし,わぁ～お?$R君は『雪国の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『雪国の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,雪国の紹介状,
10075236,2,145,-1,0,小悪魔な髪型,なし,わぁ～お?$R君は『小悪魔の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『小悪魔の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,小悪魔の紹介状,
10075237,2,146,-1,0,ボブ,なし,わぁ～お?$R君は『手作りの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『手作りの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,手作りの紹介状,
10075237,2,147,-1,1,ショート,なし,わぁ～お?$R君は『手作りの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『手作りの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,手作りの紹介状,
10075238,2,148,-1,0,ボブ,なし,わぁ～お?$R君は『ロリポップの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ロリポップの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ロリポップの紹介状,
10075238,2,149,102,1,ツインテール,なし,わぁ～お?$R君は『ロリポップの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ロリポップの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ロリポップの紹介状,
10075239,2,150,-1,0,アジアンショート,なし,わぁ～お?$R君は『アジアン紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アジアン紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アジアン紹介状,
10075239,2,151,103,1,ぼんぼんシニヨン,なし,わぁ～お?$R君は『アジアン紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アジアン紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アジアン紹介状,
10075240,2,152,104,0,ゆるまげ,なし,わぁ～お?$R君は『大江戸の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『大江戸の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,大江戸の紹介状,
10075240,2,153,105,1,ぱっつんポニテ,なし,わぁ～お?$R君は『大江戸の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『大江戸の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,大江戸の紹介状,
10075241,2,154,106,0,ツンデレツインテール,付け毛付き,わぁ～お?$R君は『学園の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『学園の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、ツインテールを$R外して欲しいって言うなら$Rいつでもしてあげるから$Rまたおいでよ。,学園の紹介状,
10075241,2,154,-1,0,ツンデレツインテール,付け毛無し,わぁ～お?$R君は『学園の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『学園の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、ツインテールを$R付けて欲しいって言うなら$Rいつでもしてあげるから$Rまたおいでよ。,学園の紹介状,
10075241,2,155,-1,1,大人っぽいロングヘアー,なし,わぁ～お?$R君は『学園の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『学園の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,学園の紹介状,
10075242,2,156,107,0,もこもこツインテール,なし,わぁ～お?$R君は『商店街の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『商店街の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,商店街の紹介状（仮称）,
10075242,2,157,-1,1,シャギーボブ,なし,わぁ～お?$R君は『商店街の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『商店街の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,商店街の紹介状（仮称）,
10075243,2,158,108,0,ロングツインおさげ,羽耳あり,わぁ～お?$R君は『妖精の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『妖精の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり羽耳を外して欲しかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,妖精の紹介状,
10075243,2,158,-1,0,ロングツインおさげ,羽耳なし,わぁ～お?$R君は『妖精の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『妖精の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり羽耳を付けてほしかったら$Rいつでも取り付けてあげるから$Rまたおいでよ。,妖精の紹介状,
10075243,2,159,108,1,布巻きおさげ,羽耳あり,わぁ～お?$R君は『妖精の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『妖精の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり羽耳を外して欲しかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,妖精の紹介状,
10075243,2,159,-1,1,布巻きおさげ,羽耳なし,わぁ～お?$R君は『妖精の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『妖精の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり羽耳を付けてほしかったら$Rいつでも取り付けてあげるから$Rまたおいでよ。,妖精の紹介状,
10075244,2,160,109,0,ドレッドヘアー,なし,わぁ～お?$R君は『海賊の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『海賊の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,海賊の紹介状（仮称）,
10075244,2,161,110,1,サイドポニーテール,なし,わぁ～お?$R君は『海賊の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『海賊の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,海賊の紹介状（仮称）,
10075245,2,162,115,0,サーニャとおそろい,使い魔耳あり,わぁ～お?$R君は『サーニャの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『サーニャの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R使い魔耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,サーニャの紹介状,
10075245,2,162,-1,0,サーニャとおそろい,使い魔耳なし,わぁ～お?$R君は『サーニャの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『サーニャの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり使い魔耳を付けて$R欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,サーニャの紹介状,
10075245,2,162,111,0,サーニャとおそろい,使い魔耳、魔導針あり,わぁ～お?$R君は『サーニャの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『サーニャの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R使い魔耳と魔導針が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,サーニャの紹介状,
10075246,2,163,112,0,シャーリーとおそろい,使い魔耳あり,わぁ～お?$R君は『シャーリーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『シャーリーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R使い魔耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,シャーリーの紹介状,
10075246,2,163,-1,0,シャーリーとおそろい,使い魔耳なし,わぁ～お?$R君は『シャーリーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『シャーリーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり使い魔耳を付けて$R欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,シャーリーの紹介状,
10075247,2,165,-1,0,ハルトマンとおそろい,使い魔耳あり,わぁ～お?$R君は『ハルトマンの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ハルトマンの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R使い魔耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ハルトマンの紹介状,
10075247,2,164,-1,0,ハルトマンとおそろい,使い魔耳なし,わぁ～お?$R君は『ハルトマンの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『ハルトマンの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり使い魔耳を付けて$R欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,ハルトマンの紹介状,
10075248,2,166,113,0,坂本少佐とおそろい,使い魔耳あり,わぁ～お?$R君は『坂本少佐の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『坂本少佐の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R使い魔耳が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,坂本少佐の紹介状,
10075248,2,166,-1,0,坂本少佐とおそろい,使い魔耳なし,わぁ～お?$R君は『坂本少佐の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$Rそうか……これが魔力……。$R$R…………。$R$R$Rい、いまなら素敵でウィッチな$R髪型を君にプレゼント$Rできそうだよ。$R$R$Rどうだい？$R『坂本少佐の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり使い魔耳を付けて$R欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,坂本少佐の紹介状,
10075249,2,167,114,0,フェミニンシニヨン,なし,わぁ～お?$R君は『誓いの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『誓いの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,誓いの紹介状,
10075249,2,168,-1,1,外はねロングヘアー,飾りあり,わぁ～お?$R君は『誓いの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『誓いの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり飾りを外して欲しかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,誓いの紹介状,
10075249,2,169,-1,1,外はねロングヘアー,飾りなし,わぁ～お?$R君は『誓いの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『誓いの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり飾りを付けて欲しかったら$Rいつでも取り付けてあげるから$Rまたおいでよ。,誓いの紹介状,
10075250,2,180,-1,0,こだわりロングへアー,なし,わぁ～お?$R君は『匠の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R匠……それすなわち$Rすぐれた技術をもつ人のこと……。$R$R…………。$R$R$Rいまならこの“匠”が$R素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『匠の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,匠の紹介状,
10075250,2,170,-1,1,こだわりショートカット,なし,わぁ～お?$R君は『匠の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R匠……それすなわち$Rすぐれた技術をもつ人のこと……。$R$R…………。$R$R$Rいまならこの“匠”が$R素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『匠の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,匠の紹介状,
10075252,2,173,-1,0,ふわふわショート,なし,わぁ～お?$R君は『ゴーストの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ゴーストの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ゴーストの紹介状,
10075252,2,174,116,1,サイドロールポニーテール,なし,わぁ～お?$R君は『ゴーストの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ゴーストの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ゴーストの紹介状,
10075251,2,171,-1,0,つんつんショート,なし,わぁ～お?$R君は『深海の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『深海の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,深海の紹介状,
10075251,2,172,-1,1,なめらかセミロング,なし,わぁ～お?$R君は『深海の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『深海の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,深海の紹介状,
10075253,2,182,-1,0,シャギーワンレングス,なし,わぁ～お?$R君は『サイバーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『サイバーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,サイバーの紹介状,
10075253,2,183,126,1,レイヤーツーサイドアップ,なし,わぁ～お?$R君は『サイバーの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『サイバーの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,サイバーの紹介状,
10075254,2,184,-1,0,ゆるふわおさげ,なし,わぁ～お?$R君は『お泊り会の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『お泊り会の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,お泊り会の紹介状,
10075254,2,185,-1,1,外はねショートカール,なし,わぁ～お?$R君は『お泊り会の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『お泊り会の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,お泊り会の紹介状,
10075255,2,186,-1,0,優雅なツインテール,なし,わぁ～お?$R君は『大和神話の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『大和神話の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,大和神話の紹介状,
10075255,2,187,-1,1,ロングサイドバーン,なし,わぁ～お?$R君は『大和神話の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『大和神話の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,大和神話の紹介状,
10075256,2,188,-1,0,三つ編みロング,なし,わぁ～お?$R君は『北欧神話の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『北欧神話の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,北欧神話の紹介状,
10075256,2,189,-1,1,スウィートウェーブ,なし,わぁ～お?$R君は『北欧神話の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『北欧神話の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,北欧神話の紹介状,
10075257,2,175,117,0,鹿目まどか風ツインテール,リボン無し,わぁ～お?$R君は『魔法少女の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの魔法少女の力を！$R$R$Rいまならエントロピーを$R凌駕した素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『魔法少女の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱりリボンを付けて$R欲しいと言うなら$Rいつでも取り付けてあげるから$Rまたおいでよ。,魔法少女の紹介状,
10075257,2,175,118,0,鹿目まどか風ツインテール,リボン有り,わぁ～お?$R君は『魔法少女の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの魔法少女の力を！$R$R$Rいまならエントロピーを$R凌駕した素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『魔法少女の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rリボンが気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,魔法少女の紹介状,
