#カード情報,,,,,,ホルダー,,レア,アセンブル,,,装着可能,,,属性増加量,,,,,,,アビリティベクトル,,,,,,限定条件,,,,,,カード分類,,,,,,,,,,テキスト,,,
#カードID,pictID,枠種別,カード名,種別ID,カードNo,ページ,順,レア度,元カードID,後カードID,回数,武,服,胸,無,火,水,風,土,光,闇,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,分類ID（1）,分類ID（2）,分類ID（3）,分類ID（4）,分類ID（5）,分類ID（6）,分類ID（7）,分類ID（8）,分類ID（9）,分類ID（10）,限定条件,フレーバーテキスト,イラストレーター名,
#70000000,70000000,0,テスト,ACTIVE,AC00-0000,0,0,4,0,0,0,1,1,0,0,10,10,10,10,10,10,1,50,2,50,3,50,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,-,仮,仮,
70293063,70293060,1,アイアンシティ[R3],ACTIVE,AC29-3063,1123,5,1,70293060,70293064,3,0,0,1,0,0,0,0,0,0,0,160,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,鉄火山が活発に活動を続ける$Rアイアンサウス島には、$Rアイアンサウス連邦の首都$Rアイアンシティがある。$R$Rアイアンシティには$R大工場やタタラ場などがあり、$R火山の熱を利用した鉄鋼業が$R盛んに行われている。$R上層階と下層階、$Rそして東西に分かれた街では$R汽車が頻繁に往来している。$Rまた、傭兵や空軍が在籍し、$R国の備えも十分すぎるほどに$R充実している。,八幡,
70293064,70293060,1,アイアンシティ[R4],ACTIVE,AC29-3064,1124,5,1,70293060,0,4,0,0,1,0,0,0,0,0,0,0,160,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,鉄火山が活発に活動を続ける$Rアイアンサウス島には、$Rアイアンサウス連邦の首都$Rアイアンシティがある。$R$Rアイアンシティには$R大工場やタタラ場などがあり、$R火山の熱を利用した鉄鋼業が$R盛んに行われている。$R上層階と下層階、$Rそして東西に分かれた街では$R汽車が頻繁に往来している。$Rまた、傭兵や空軍が在籍し、$R国の備えも十分すぎるほどに$R充実している。,八幡,
70293070,70293070,1,ノーザンプロムナード,ACTIVE,AC29-3070,31,6,1,70293070,70293071,0,0,0,1,0,0,0,0,0,0,0,159,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,ノーザン魔法王国にある$Rノーザンプロムナードには$R魔法ギルド総本山があり、$R全てのスペルユーザーの$R本拠地となっている。$R$Rノーザンプロムナードの$R奥にはヴェルデガルド女王との$R謁見を行うことができる宮殿や$R僧兵たちの詰め所がある。$R近年ではノーザンプロムナード$Rの一角に巨大図書館の入り口や$Rノーザン王国市民街への通路が$Rあるという噂が実しやかに$Rささやかれている。,八幡,
70293071,70293070,1,ノーザンプロムナード[R1],ACTIVE,AC29-3071,1121,6,1,70293070,70293072,1,0,0,1,0,0,0,0,0,0,0,159,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,ノーザン魔法王国にある$Rノーザンプロムナードには$R魔法ギルド総本山があり、$R全てのスペルユーザーの$R本拠地となっている。$R$Rノーザンプロムナードの$R奥にはヴェルデガルド女王との$R謁見を行うことができる宮殿や$R僧兵たちの詰め所がある。$R近年ではノーザンプロムナード$Rの一角に巨大図書館の入り口や$Rノーザン王国市民街への通路が$Rあるという噂が実しやかに$Rささやかれている。,八幡,
70293072,70293070,1,ノーザンプロムナード[R2],ACTIVE,AC29-3072,1122,6,1,70293070,70293073,2,0,0,1,0,0,0,0,0,0,0,159,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,ノーザン魔法王国にある$Rノーザンプロムナードには$R魔法ギルド総本山があり、$R全てのスペルユーザーの$R本拠地となっている。$R$Rノーザンプロムナードの$R奥にはヴェルデガルド女王との$R謁見を行うことができる宮殿や$R僧兵たちの詰め所がある。$R近年ではノーザンプロムナード$Rの一角に巨大図書館の入り口や$Rノーザン王国市民街への通路が$Rあるという噂が実しやかに$Rささやかれている。,八幡,
70293073,70293070,1,ノーザンプロムナード[R3],ACTIVE,AC29-3073,1123,6,1,70293070,70293074,3,0,0,1,0,0,0,0,0,0,0,159,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,ノーザン魔法王国にある$Rノーザンプロムナードには$R魔法ギルド総本山があり、$R全てのスペルユーザーの$R本拠地となっている。$R$Rノーザンプロムナードの$R奥にはヴェルデガルド女王との$R謁見を行うことができる宮殿や$R僧兵たちの詰め所がある。$R近年ではノーザンプロムナード$Rの一角に巨大図書館の入り口や$Rノーザン王国市民街への通路が$Rあるという噂が実しやかに$Rささやかれている。,八幡,
70293074,70293070,1,ノーザンプロムナード[R4],ACTIVE,AC29-3074,1124,6,1,70293070,0,4,0,0,1,0,0,0,0,0,0,0,159,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,ノーザン魔法王国にある$Rノーザンプロムナードには$R魔法ギルド総本山があり、$R全てのスペルユーザーの$R本拠地となっている。$R$Rノーザンプロムナードの$R奥にはヴェルデガルド女王との$R謁見を行うことができる宮殿や$R僧兵たちの詰め所がある。$R近年ではノーザンプロムナード$Rの一角に巨大図書館の入り口や$Rノーザン王国市民街への通路が$Rあるという噂が実しやかに$Rささやかれている。,八幡,
70293080,70293080,1,トンカシティ,ACTIVE,AC29-3080,31,7,1,70293080,70293081,0,1,1,0,0,0,0,0,0,0,0,149,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウス連邦の領土だが$R経済特区として自治権が認めら$Rれているトンカシティは$Rマリオネットや飛空庭の職人が$R多く住む職人の街だ。$R$R街を見回る警備ロボは$R犯罪を未然に防ぎ、街の安全を$R維持するために貢献している。$Rまた、トンカシティの空港には$Rアイアンシティに程近い$Rマルクトの船着場の他、$Rマイマイ島やアクロポリスへの$R便があり、交通の要所として$R冒険者たちに重宝されている。,ほしいも,
70293081,70293080,1,トンカシティ[R1],ACTIVE,AC29-3081,1121,7,1,70293080,70293082,1,1,1,0,0,0,0,0,0,0,0,149,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウス連邦の領土だが$R経済特区として自治権が認めら$Rれているトンカシティは$Rマリオネットや飛空庭の職人が$R多く住む職人の街だ。$R$R街を見回る警備ロボは$R犯罪を未然に防ぎ、街の安全を$R維持するために貢献している。$Rまた、トンカシティの空港には$Rアイアンシティに程近い$Rマルクトの船着場の他、$Rマイマイ島やアクロポリスへの$R便があり、交通の要所として$R冒険者たちに重宝されている。,ほしいも,
70293082,70293080,1,トンカシティ[R2],ACTIVE,AC29-3082,1122,7,1,70293080,70293083,2,1,1,0,0,0,0,0,0,0,0,149,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウス連邦の領土だが$R経済特区として自治権が認めら$Rれているトンカシティは$Rマリオネットや飛空庭の職人が$R多く住む職人の街だ。$R$R街を見回る警備ロボは$R犯罪を未然に防ぎ、街の安全を$R維持するために貢献している。$Rまた、トンカシティの空港には$Rアイアンシティに程近い$Rマルクトの船着場の他、$Rマイマイ島やアクロポリスへの$R便があり、交通の要所として$R冒険者たちに重宝されている。,ほしいも,
70293083,70293080,1,トンカシティ[R3],ACTIVE,AC29-3083,1123,7,1,70293080,70293084,3,1,1,0,0,0,0,0,0,0,0,149,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウス連邦の領土だが$R経済特区として自治権が認めら$Rれているトンカシティは$Rマリオネットや飛空庭の職人が$R多く住む職人の街だ。$R$R街を見回る警備ロボは$R犯罪を未然に防ぎ、街の安全を$R維持するために貢献している。$Rまた、トンカシティの空港には$Rアイアンシティに程近い$Rマルクトの船着場の他、$Rマイマイ島やアクロポリスへの$R便があり、交通の要所として$R冒険者たちに重宝されている。,ほしいも,
70293084,70293080,1,トンカシティ[R4],ACTIVE,AC29-3084,1124,7,1,70293080,0,4,1,1,0,0,0,0,0,0,0,0,149,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウス連邦の領土だが$R経済特区として自治権が認めら$Rれているトンカシティは$Rマリオネットや飛空庭の職人が$R多く住む職人の街だ。$R$R街を見回る警備ロボは$R犯罪を未然に防ぎ、街の安全を$R維持するために貢献している。$Rまた、トンカシティの空港には$Rアイアンシティに程近い$Rマルクトの船着場の他、$Rマイマイ島やアクロポリスへの$R便があり、交通の要所として$R冒険者たちに重宝されている。,ほしいも,
70293090,70293090,1,マイマイ島,ACTIVE,AC29-3090,31,8,1,70293090,70293091,0,0,1,1,0,0,0,0,0,0,0,146,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,今まで伝説だと信じられていた$R「天まで続く塔」や超兵器の$R存在の可能性が信憑性を帯び、$R混成騎士団は調査隊を$Rマイマイ島へ派遣した。$R$R全世界を揺るがす大戦争に$R発展するのではないかという$R憶測まで飛び交い、$Rバオバブの木が自生する$R自然豊かなマイマイ島は$R一気に騒がしくなった。$R$R小さな南の島を舞台に$R人々の思惑が渦巻く……。,エシュアル＠Essu,
70293091,70293090,1,マイマイ島[R1],ACTIVE,AC29-3091,1121,8,1,70293090,70293092,1,0,1,1,0,0,0,0,0,0,0,146,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,今まで伝説だと信じられていた$R「天まで続く塔」や超兵器の$R存在の可能性が信憑性を帯び、$R混成騎士団は調査隊を$Rマイマイ島へ派遣した。$R$R全世界を揺るがす大戦争に$R発展するのではないかという$R憶測まで飛び交い、$Rバオバブの木が自生する$R自然豊かなマイマイ島は$R一気に騒がしくなった。$R$R小さな南の島を舞台に$R人々の思惑が渦巻く……。,エシュアル＠Essu,
70293092,70293090,1,マイマイ島[R2],ACTIVE,AC29-3092,1122,8,1,70293090,70293093,2,0,1,1,0,0,0,0,0,0,0,146,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,今まで伝説だと信じられていた$R「天まで続く塔」や超兵器の$R存在の可能性が信憑性を帯び、$R混成騎士団は調査隊を$Rマイマイ島へ派遣した。$R$R全世界を揺るがす大戦争に$R発展するのではないかという$R憶測まで飛び交い、$Rバオバブの木が自生する$R自然豊かなマイマイ島は$R一気に騒がしくなった。$R$R小さな南の島を舞台に$R人々の思惑が渦巻く……。,エシュアル＠Essu,
70293093,70293090,1,マイマイ島[R3],ACTIVE,AC29-3093,1123,8,1,70293090,70293094,3,0,1,1,0,0,0,0,0,0,0,146,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,今まで伝説だと信じられていた$R「天まで続く塔」や超兵器の$R存在の可能性が信憑性を帯び、$R混成騎士団は調査隊を$Rマイマイ島へ派遣した。$R$R全世界を揺るがす大戦争に$R発展するのではないかという$R憶測まで飛び交い、$Rバオバブの木が自生する$R自然豊かなマイマイ島は$R一気に騒がしくなった。$R$R小さな南の島を舞台に$R人々の思惑が渦巻く……。,エシュアル＠Essu,
70293094,70293090,1,マイマイ島[R4],ACTIVE,AC29-3094,1124,8,1,70293090,0,4,0,1,1,0,0,0,0,0,0,0,146,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,今まで伝説だと信じられていた$R「天まで続く塔」や超兵器の$R存在の可能性が信憑性を帯び、$R混成騎士団は調査隊を$Rマイマイ島へ派遣した。$R$R全世界を揺るがす大戦争に$R発展するのではないかという$R憶測まで飛び交い、$Rバオバブの木が自生する$R自然豊かなマイマイ島は$R一気に騒がしくなった。$R$R小さな南の島を舞台に$R人々の思惑が渦巻く……。,エシュアル＠Essu,
70293100,70293100,1,ウォーターレイアー,ACTIVE,AC29-3100,31,9,1,70293100,70293101,0,0,1,1,0,0,0,0,0,0,0,145,4,146,3,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,世界樹と呼ばれる大樹を擁する$Rウォーターレイアー島には、$Rマーメイドと呼ばれる古き民が$R暮らしている。$R$R世界樹を守るマーメイドの$R三姉妹はこの島を訪れた$R冒険者に頭を垂れた。$Rウォーターレイアーの伝承では$R塔より現れし者は血に飢えた$R亡者だと言い伝えられていた。$R$R「……でも、あなたは違う。$R　証明して欲しいのです。$R　我々の敵ではない……と。」,富士 昴,
70293101,70293100,1,ウォーターレイアー[R1],ACTIVE,AC29-3101,1121,9,1,70293100,70293102,1,0,1,1,0,0,0,0,0,0,0,145,8,146,5,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,世界樹と呼ばれる大樹を擁する$Rウォーターレイアー島には、$Rマーメイドと呼ばれる古き民が$R暮らしている。$R$R世界樹を守るマーメイドの$R三姉妹はこの島を訪れた$R冒険者に頭を垂れた。$Rウォーターレイアーの伝承では$R塔より現れし者は血に飢えた$R亡者だと言い伝えられていた。$R$R「……でも、あなたは違う。$R　証明して欲しいのです。$R　我々の敵ではない……と。」,富士 昴,
70293102,70293100,1,ウォーターレイアー[R2],ACTIVE,AC29-3102,1122,9,1,70293100,70293103,2,0,1,1,0,0,0,0,0,0,0,145,14,146,7,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,世界樹と呼ばれる大樹を擁する$Rウォーターレイアー島には、$Rマーメイドと呼ばれる古き民が$R暮らしている。$R$R世界樹を守るマーメイドの$R三姉妹はこの島を訪れた$R冒険者に頭を垂れた。$Rウォーターレイアーの伝承では$R塔より現れし者は血に飢えた$R亡者だと言い伝えられていた。$R$R「……でも、あなたは違う。$R　証明して欲しいのです。$R　我々の敵ではない……と。」,富士 昴,
70293103,70293100,1,ウォーターレイアー[R3],ACTIVE,AC29-3103,1123,9,1,70293100,70293104,3,0,1,1,0,0,0,0,0,0,0,145,23,146,11,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,世界樹と呼ばれる大樹を擁する$Rウォーターレイアー島には、$Rマーメイドと呼ばれる古き民が$R暮らしている。$R$R世界樹を守るマーメイドの$R三姉妹はこの島を訪れた$R冒険者に頭を垂れた。$Rウォーターレイアーの伝承では$R塔より現れし者は血に飢えた$R亡者だと言い伝えられていた。$R$R「……でも、あなたは違う。$R　証明して欲しいのです。$R　我々の敵ではない……と。」,富士 昴,
70293104,70293100,1,ウォーターレイアー[R4],ACTIVE,AC29-3104,1124,9,1,70293100,0,4,0,1,1,0,0,0,0,0,0,0,145,38,146,15,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,世界樹と呼ばれる大樹を擁する$Rウォーターレイアー島には、$Rマーメイドと呼ばれる古き民が$R暮らしている。$R$R世界樹を守るマーメイドの$R三姉妹はこの島を訪れた$R冒険者に頭を垂れた。$Rウォーターレイアーの伝承では$R塔より現れし者は血に飢えた$R亡者だと言い伝えられていた。$R$R「……でも、あなたは違う。$R　証明して欲しいのです。$R　我々の敵ではない……と。」,富士 昴,
70293110,70293110,1,大陸の洞窟,ACTIVE,AC29-3110,31,10,1,70293110,70293111,0,0,0,1,0,0,0,0,0,0,0,154,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,東アクロニア海岸の$R高台にある大陸の洞窟には$R命知らずの冒険者たちが集う。$R$R入り口近くにはウィスプや$Rドラッキーが待ち受けている。$R可愛い顔をしているが$Rなかなか手強いモンスターだ。$R奥へと進むとローキーや$Rモックーなど好戦的な$Rモンスターたちが縄張りを$R守るために襲い掛かってくる。$R地下水に満ちた最下層を$Rさらに進むとインスマウスの$R里があるとかないとか。,岩澄龍彦,
70293111,70293110,1,大陸の洞窟[R1],ACTIVE,AC29-3111,1121,10,1,70293110,70293112,1,0,0,1,0,0,0,0,0,0,0,154,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,東アクロニア海岸の$R高台にある大陸の洞窟には$R命知らずの冒険者たちが集う。$R$R入り口近くにはウィスプや$Rドラッキーが待ち受けている。$R可愛い顔をしているが$Rなかなか手強いモンスターだ。$R奥へと進むとローキーや$Rモックーなど好戦的な$Rモンスターたちが縄張りを$R守るために襲い掛かってくる。$R地下水に満ちた最下層を$Rさらに進むとインスマウスの$R里があるとかないとか。,岩澄龍彦,
70293112,70293110,1,大陸の洞窟[R2],ACTIVE,AC29-3112,1122,10,1,70293110,70293113,2,0,0,1,0,0,0,0,0,0,0,154,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,東アクロニア海岸の$R高台にある大陸の洞窟には$R命知らずの冒険者たちが集う。$R$R入り口近くにはウィスプや$Rドラッキーが待ち受けている。$R可愛い顔をしているが$Rなかなか手強いモンスターだ。$R奥へと進むとローキーや$Rモックーなど好戦的な$Rモンスターたちが縄張りを$R守るために襲い掛かってくる。$R地下水に満ちた最下層を$Rさらに進むとインスマウスの$R里があるとかないとか。,岩澄龍彦,
70293113,70293110,1,大陸の洞窟[R3],ACTIVE,AC29-3113,1123,10,1,70293110,70293114,3,0,0,1,0,0,0,0,0,0,0,154,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,東アクロニア海岸の$R高台にある大陸の洞窟には$R命知らずの冒険者たちが集う。$R$R入り口近くにはウィスプや$Rドラッキーが待ち受けている。$R可愛い顔をしているが$Rなかなか手強いモンスターだ。$R奥へと進むとローキーや$Rモックーなど好戦的な$Rモンスターたちが縄張りを$R守るために襲い掛かってくる。$R地下水に満ちた最下層を$Rさらに進むとインスマウスの$R里があるとかないとか。,岩澄龍彦,
70293114,70293110,1,大陸の洞窟[R4],ACTIVE,AC29-3114,1124,10,1,70293110,0,4,0,0,1,0,0,0,0,0,0,0,154,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,東アクロニア海岸の$R高台にある大陸の洞窟には$R命知らずの冒険者たちが集う。$R$R入り口近くにはウィスプや$Rドラッキーが待ち受けている。$R可愛い顔をしているが$Rなかなか手強いモンスターだ。$R奥へと進むとローキーや$Rモックーなど好戦的な$Rモンスターたちが縄張りを$R守るために襲い掛かってくる。$R地下水に満ちた最下層を$Rさらに進むとインスマウスの$R里があるとかないとか。,岩澄龍彦,
70293120,70293120,1,廃炭鉱,ACTIVE,AC29-3120,31,11,1,70293120,70293121,0,0,0,1,0,0,0,0,0,0,0,152,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,軍艦島の廃炭鉱には$Rモンスターがひしめき合う。$R腕に自信のない冒険者は$R引き返した方が身のためだ。$R$Rガブルやキラービーストなどの$Rモンスターたちの鋭い爪が$R冒険者を容赦なく切り裂く。$R満身創痍の中、追い討ちを$R掛けるようにタランチュラの$R毒が冒険者を蝕んでいく。$R命からがら物陰に隠れても$R凶暴なブラックベアや$Rダークベアは血の臭いを$R嗅ぎつけ、襲ってくるのだ。,玉石,
70293121,70293120,1,廃炭鉱[R1],ACTIVE,AC29-3121,1121,11,1,70293120,70293122,1,0,0,1,0,0,0,0,0,0,0,152,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,軍艦島の廃炭鉱には$Rモンスターがひしめき合う。$R腕に自信のない冒険者は$R引き返した方が身のためだ。$R$Rガブルやキラービーストなどの$Rモンスターたちの鋭い爪が$R冒険者を容赦なく切り裂く。$R満身創痍の中、追い討ちを$R掛けるようにタランチュラの$R毒が冒険者を蝕んでいく。$R命からがら物陰に隠れても$R凶暴なブラックベアや$Rダークベアは血の臭いを$R嗅ぎつけ、襲ってくるのだ。,玉石,
70293122,70293120,1,廃炭鉱[R2],ACTIVE,AC29-3122,1122,11,1,70293120,70293123,2,0,0,1,0,0,0,0,0,0,0,152,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,軍艦島の廃炭鉱には$Rモンスターがひしめき合う。$R腕に自信のない冒険者は$R引き返した方が身のためだ。$R$Rガブルやキラービーストなどの$Rモンスターたちの鋭い爪が$R冒険者を容赦なく切り裂く。$R満身創痍の中、追い討ちを$R掛けるようにタランチュラの$R毒が冒険者を蝕んでいく。$R命からがら物陰に隠れても$R凶暴なブラックベアや$Rダークベアは血の臭いを$R嗅ぎつけ、襲ってくるのだ。,玉石,
70293123,70293120,1,廃炭鉱[R3],ACTIVE,AC29-3123,1123,11,1,70293120,70293124,3,0,0,1,0,0,0,0,0,0,0,152,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,軍艦島の廃炭鉱には$Rモンスターがひしめき合う。$R腕に自信のない冒険者は$R引き返した方が身のためだ。$R$Rガブルやキラービーストなどの$Rモンスターたちの鋭い爪が$R冒険者を容赦なく切り裂く。$R満身創痍の中、追い討ちを$R掛けるようにタランチュラの$R毒が冒険者を蝕んでいく。$R命からがら物陰に隠れても$R凶暴なブラックベアや$Rダークベアは血の臭いを$R嗅ぎつけ、襲ってくるのだ。,玉石,
70293124,70293120,1,廃炭鉱[R4],ACTIVE,AC29-3124,1124,11,1,70293120,0,4,0,0,1,0,0,0,0,0,0,0,152,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,軍艦島の廃炭鉱には$Rモンスターがひしめき合う。$R腕に自信のない冒険者は$R引き返した方が身のためだ。$R$Rガブルやキラービーストなどの$Rモンスターたちの鋭い爪が$R冒険者を容赦なく切り裂く。$R満身創痍の中、追い討ちを$R掛けるようにタランチュラの$R毒が冒険者を蝕んでいく。$R命からがら物陰に隠れても$R凶暴なブラックベアや$Rダークベアは血の臭いを$R嗅ぎつけ、襲ってくるのだ。,玉石,
70293130,70293130,1,氷結の坑道,ACTIVE,AC29-3130,31,12,1,70293130,70293131,0,0,0,1,0,0,0,0,0,0,0,156,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,死にたくなければ$Rスノップ雪原にある$R氷結の坑道には$R行かない方がいい。$R$R氷柱が迫る狭い道が入り組み、$R逃げれば逃げるほど、$Rダンプティーやエッジなど$Rたくさんのモンスターに$R囲まれてしまうだろう。$R$Rそんなモンスターたちの群れに$R気を取られていると、音もなく$R近づくデスの鎌の切っ先が$Rそっと喉元に添えられて……。,えんぴつ,
70293131,70293130,1,氷結の坑道[R1],ACTIVE,AC29-3131,1121,12,1,70293130,70293132,1,0,0,1,0,0,0,0,0,0,0,156,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,死にたくなければ$Rスノップ雪原にある$R氷結の坑道には$R行かない方がいい。$R$R氷柱が迫る狭い道が入り組み、$R逃げれば逃げるほど、$Rダンプティーやエッジなど$Rたくさんのモンスターに$R囲まれてしまうだろう。$R$Rそんなモンスターたちの群れに$R気を取られていると、音もなく$R近づくデスの鎌の切っ先が$Rそっと喉元に添えられて……。,えんぴつ,
70293132,70293130,1,氷結の坑道[R2],ACTIVE,AC29-3132,1122,12,1,70293130,70293133,2,0,0,1,0,0,0,0,0,0,0,156,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,死にたくなければ$Rスノップ雪原にある$R氷結の坑道には$R行かない方がいい。$R$R氷柱が迫る狭い道が入り組み、$R逃げれば逃げるほど、$Rダンプティーやエッジなど$Rたくさんのモンスターに$R囲まれてしまうだろう。$R$Rそんなモンスターたちの群れに$R気を取られていると、音もなく$R近づくデスの鎌の切っ先が$Rそっと喉元に添えられて……。,えんぴつ,
70293133,70293130,1,氷結の坑道[R3],ACTIVE,AC29-3133,1123,12,1,70293130,70293134,3,0,0,1,0,0,0,0,0,0,0,156,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,死にたくなければ$Rスノップ雪原にある$R氷結の坑道には$R行かない方がいい。$R$R氷柱が迫る狭い道が入り組み、$R逃げれば逃げるほど、$Rダンプティーやエッジなど$Rたくさんのモンスターに$R囲まれてしまうだろう。$R$Rそんなモンスターたちの群れに$R気を取られていると、音もなく$R近づくデスの鎌の切っ先が$Rそっと喉元に添えられて……。,えんぴつ,
70293134,70293130,1,氷結の坑道[R4],ACTIVE,AC29-3134,1124,12,1,70293130,0,4,0,0,1,0,0,0,0,0,0,0,156,54,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,死にたくなければ$Rスノップ雪原にある$R氷結の坑道には$R行かない方がいい。$R$R氷柱が迫る狭い道が入り組み、$R逃げれば逃げるほど、$Rダンプティーやエッジなど$Rたくさんのモンスターに$R囲まれてしまうだろう。$R$Rそんなモンスターたちの群れに$R気を取られていると、音もなく$R近づくデスの鎌の切っ先が$Rそっと喉元に添えられて……。,えんぴつ,
70293140,70293140,1,サウスダンジョン,ACTIVE,AC29-3140,31,13,1,70293140,70293141,0,0,0,1,0,0,0,0,0,0,0,158,8,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウスにある$Rサウスダンジョンは$Rいい鉱物の採掘場なのだが、$Rモンスターが手強く怪我人が$R続出している危険な場所だ。$R$R採掘場としてある程度の$R整備はされているものの、$R鉄火山の溶岩が流れる$Rダンジョン内には意識が$R遠退くほどの熱気が立ち込め、$Rさらにホウオウの強烈な炎や$Rラーミアや白い使い魔などの$R魔法に追い詰められ、$R採掘は思うように進まない。,佐藤　純,
70293141,70293140,1,サウスダンジョン[R1],ACTIVE,AC29-3141,1121,13,1,70293140,70293142,1,0,0,1,0,0,0,0,0,0,0,158,14,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウスにある$Rサウスダンジョンは$Rいい鉱物の採掘場なのだが、$Rモンスターが手強く怪我人が$R続出している危険な場所だ。$R$R採掘場としてある程度の$R整備はされているものの、$R鉄火山の溶岩が流れる$Rダンジョン内には意識が$R遠退くほどの熱気が立ち込め、$Rさらにホウオウの強烈な炎や$Rラーミアや白い使い魔などの$R魔法に追い詰められ、$R採掘は思うように進まない。,佐藤　純,
70293142,70293140,1,サウスダンジョン[R2],ACTIVE,AC29-3142,1122,13,1,70293140,70293143,2,0,0,1,0,0,0,0,0,0,0,158,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウスにある$Rサウスダンジョンは$Rいい鉱物の採掘場なのだが、$Rモンスターが手強く怪我人が$R続出している危険な場所だ。$R$R採掘場としてある程度の$R整備はされているものの、$R鉄火山の溶岩が流れる$Rダンジョン内には意識が$R遠退くほどの熱気が立ち込め、$Rさらにホウオウの強烈な炎や$Rラーミアや白い使い魔などの$R魔法に追い詰められ、$R採掘は思うように進まない。,佐藤　純,
70293143,70293140,1,サウスダンジョン[R3],ACTIVE,AC29-3143,1123,13,1,70293140,70293144,3,0,0,1,0,0,0,0,0,0,0,158,35,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,アイアンサウスにある$Rサウスダンジョンは$Rいい鉱物の採掘場なのだが、$Rモンスターが手強く怪我人が$R続出している危険な場所だ。$R$R採掘場としてある程度の$R整備はされているものの、$R鉄火山の溶岩が流れる$Rダンジョン内には意識が$R遠退くほどの熱気が立ち込め、$Rさらにホウオウの強烈な炎や$Rラーミアや白い使い魔などの$R魔法に追い詰められ、$R採掘は思うように進まない。,佐藤　純,
