#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,EVENTID,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
12000124,垃圾箱,10057000,32,109,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000125,垃圾箱,10057000,97,109,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000126,垃圾箱,10057000,171,110,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000127,垃圾箱,10057000,151,123,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000128,垃圾箱,10057000,243,123,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000129,垃圾箱,10057000,88,177,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000130,垃圾箱,10017001,142,70,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000131,垃圾箱,10017001,141,120,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000132,垃圾箱,10060000,214,190,6,1,12000132,0,12000000,111,0,1,0,0,0,
12000133,垃圾箱,10060000,119,76,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000134,垃圾箱,10060000,127,61,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000135,垃圾箱,10060000,57,146,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000136,垃圾箱,10060000,57,137,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000137,垃圾箱,10060000,152,118,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000138,垃圾箱,10062000,157,82,1,1,12000000,0,12000000,111,0,1,0,0,0,
12000139,垃圾箱,10062000,159,84,1,1,12000000,0,12000000,111,0,1,0,0,0,
12000140,垃圾箱,10062000,168,93,1,1,12000000,0,12000000,111,0,1,0,0,0,
12000141,垃圾箱,10062000,170,95,1,1,12000000,0,12000000,111,0,1,0,0,0,
12000142,垃圾箱,10062000,164,64,5,1,12000000,0,12000000,111,0,1,0,0,0,
12000143,垃圾箱,10062000,215,115,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000144,垃圾箱,10062000,215,128,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000145,垃圾箱,10062000,149,124,7,1,12000000,0,12000000,111,0,1,0,0,0,
12000146,垃圾箱,10062000,91,156,6,1,12000000,0,12000000,111,0,1,0,0,0,
12000147,垃圾箱,10062000,91,146,6,1,12000000,0,12000000,111,0,1,0,0,0,
12000148,垃圾箱,10062000,51,203,2,1,12000000,0,12000000,111,0,1,0,0,0,
12000149,垃圾箱,10062000,124,69,6,1,12000000,0,12000000,111,0,1,0,0,0,
12000150,垃圾箱,10059000,77,155,6,1,12000000,0,12000000,111,0,1,0,0,0,
12000151,垃圾箱,10059100,230,33,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000152,垃圾箱,20146000,196,135,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000153,垃圾箱,20163000,173,97,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000154,垃圾箱,20142001,89,10,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000155,垃圾箱,20142001,122,120,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000156,垃圾箱,20142001,27,120,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000157,垃圾箱,20142001,74,83,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000158,垃圾箱,20141001,80,10,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000159,垃圾箱,20141001,128,111,3,1,12000000,0,12000000,111,0,1,0,0,0,
12000160,垃圾箱,20141001,16,102,5,1,12000000,0,12000000,111,0,1,0,0,0,
12000161,垃圾箱,20141001,67,59,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000162,垃圾箱,20141001,82,90,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000163,垃圾箱,10058000,135,228,4,1,12000000,0,12000000,111,0,1,0,0,0,
12000164,垃圾箱,10058000,122,241,0,1,12000000,0,12000000,111,0,1,0,0,0,
12000165,垃圾箱,11058000,130,245,2,1,12000000,0,12000165,111,0,1,0,0,0,
12000166,垃圾箱,11053000,27,218,2,1,12000000,0,12000165,111,0,1,0,0,0,
12000167,垃圾箱,21180000,107,98,0,1,12000000,0,12000165,111,0,1,0,0,0,
12000168,垃圾箱,21180001,107,98,0,1,12000000,0,12000165,111,0,1,0,0,0,
12000169,垃圾箱,21180002,107,98,0,1,12000000,0,12000165,111,0,1,0,0,0,
12000170,携帯垃圾箱,,,,,,,,,,,,,,,
12000171,垃圾箱,12021000,146,110,6,1,12000171,0,12000000,111,0,1,0,0,0,
12000172,垃圾箱,12021000,94,183,6,1,12000172,0,12000000,111,0,1,0,0,0,
12000173,垃圾箱,12021000,44,80,6,1,12000173,0,12000000,111,0,1,0,0,0,
12000174,垃圾箱,12021000,44,174,6,1,12000174,0,12000000,111,0,1,0,0,0,
12001000,道具箱,10023200,31,114,6,1,12001000,0,12001000,111,0,1,0,0,0,
12001001,道具箱,10023200,31,141,6,1,12001000,0,12001000,111,0,1,0,0,0,
12001002,道具箱,10023400,141,31,0,1,12001008,0,12001000,111,0,1,0,0,0,
12001003,道具箱,10023400,114,31,0,1,12001008,0,12001000,111,0,1,0,0,0,
12001004,道具箱,10023100,224,114,2,1,12001005,0,12001000,111,0,1,0,0,0,
12001005,道具箱,10023100,224,141,2,1,12001005,0,12001000,111,0,1,0,0,0,
12001006,道具箱,10023300,141,225,4,1,12001006,0,12001000,111,0,1,0,0,0,
12001007,道具箱,10023300,114,225,4,1,12001006,0,12001000,111,0,1,0,0,0,
12001008,道具箱,10024000,121,91,6,1,12001002,0,12001000,111,0,1,0,0,0,
12001009,涂鸦机械,10024000,91,134,4,1,12001009,0,12001000,111,0,1,0,0,0,
12001010,道具箱,10024000,134,164,2,1,12001002,0,12001000,111,0,1,0,0,0,
12001011,道具箱,10024000,164,121,0,1,12001002,0,12001000,111,0,1,0,0,0,
12001012,道具票交换机,10023200,31,116,6,1,12001012,0,12001012,111,0,1,0,0,0,
12001013,道具票交换机,10023200,31,139,6,1,12001012,0,12001012,111,0,1,0,0,0,
12001014,道具票交换机,10023400,139,31,0,1,12001012,0,12001012,111,0,1,0,0,0,
12001015,道具票交换机,10023400,116,31,0,1,12001012,0,12001012,111,0,1,0,0,0,
12001016,道具票交换机,10023100,224,116,2,1,12001012,0,12001012,111,0,1,0,0,0,
12001017,道具票交换机,10023100,224,139,2,1,12001012,0,12001012,111,0,1,0,0,0,
12001018,道具票交换机,10023300,139,225,4,1,12001012,0,12001012,111,0,1,0,0,0,
12001019,道具票交换机,10023300,116,225,4,1,12001012,0,12001012,111,0,1,0,0,0,
12001020,道具票交换机,10024000,121,93,6,1,12001012,0,12001012,111,0,1,0,0,0,
12001021,道具票交换机,10024000,93,134,4,1,12001012,0,12001012,111,0,1,0,0,0,
12001022,道具票交换机,10024000,134,162,2,1,12001012,0,12001012,111,0,1,0,0,0,
12001023,道具票交换机,10024000,162,121,0,1,12001012,0,12001012,111,0,1,0,0,0,
12001024,道具箱,10023000,31,114,6,1,12001024,0,12001000,111,0,1,0,0,0,
12001025,道具箱,10023000,31,141,6,1,12001024,0,12001000,111,0,1,0,0,0,
12001026,道具箱,10023000,141,31,0,1,12001024,0,12001000,111,0,1,0,0,0,
12001027,道具箱,10023000,114,31,0,1,12001024,0,12001000,111,0,1,0,0,0,
12001028,道具箱,10023000,224,114,2,1,12001024,0,12001000,111,0,1,0,0,0,
12001029,道具箱,10023000,224,141,2,1,12001024,0,12001000,111,0,1,0,0,0,
12001030,道具箱,10023000,141,225,4,1,12001024,0,12001000,111,0,1,0,0,0,
12001031,道具箱,10023000,114,225,4,1,12001024,0,12001000,111,0,1,0,0,0,
12001032,道具票交换机,10023000,31,116,6,1,12001024,0,12001012,111,0,1,0,0,0,
12001033,道具票交换机,10023000,31,139,6,1,12001024,0,12001012,111,0,1,0,0,0,
12001034,道具票交换机,10023000,139,31,0,1,12001024,0,12001012,111,0,1,0,0,0,
12001035,道具票交换机,10023000,116,31,0,1,12001024,0,12001012,111,0,1,0,0,0,
12001036,道具票交换机,10023000,224,116,2,1,12001024,0,12001012,111,0,1,0,0,0,
12001037,道具票交换机,10023000,224,139,2,1,12001024,0,12001012,111,0,1,0,0,0,
12001038,道具票交换机,10023000,139,225,4,1,12001024,0,12001012,111,0,1,0,0,0,
12001039,道具票交换机,10023000,116,225,4,1,12001024,0,12001012,111,0,1,0,0,0,
12001040,北方告示板1,10023000,124,71,4,1,12001040,0,12001040,111,0,1,1,0,0,
12001041,北方告示板2,10023000,131,71,4,1,12001049,0,12001042,111,0,1,1,0,0,
12001042,南方告示板1,10023000,129,188,0,1,12001042,0,12001040,111,0,1,1,0,0,
12001043,南方告示板2,10023000,126,188,0,1,12001049,0,12001042,111,0,1,1,0,0,
12001044,东方告示板1,10023000,184,126,6,1,12001044,0,12001040,111,0,1,1,0,0,
12001045,东方告示板2,10023000,184,129,6,1,12001049,0,12001042,111,0,1,1,0,0,
12001046,西方告示板1,10023000,71,129,2,1,12001046,0,12001040,111,0,1,1,0,0,
12001047,西方告示板2,10023000,71,126,2,1,12001049,0,12001042,111,0,1,1,0,0,
12001053,军团成员招募告示板1,10023000,70,169,0,1,12001053,0,12001040,111,0,1,1,0,0,
12001054,军团成员招募告示板2,10023000,76,169,0,1,12001054,0,12001040,111,0,1,1,0,0,
12001055,法伊斯特的告示板,10056000,46,75,2,1,12001055,0,12001040,111,0,1,1,0,0,
12001056,法伊斯特的告示板,10057000,27,140,2,1,12001056,0,12001040,111,0,1,1,0,0,
12001057,摩戈告示板,10060000,60,146,0,1,12001057,0,12001040,111,0,1,1,0,0,
12001058,摩戈告示板,10060000,60,137,4,1,12001057,0,12001040,111,0,1,1,0,0,
12001059,摩戈告示板,10060000,162,170,4,1,12001057,0,12001040,111,0,1,1,0,0,
12001060,摩戈告示板,10060000,162,157,0,1,12001057,0,12001040,111,0,1,1,0,0,
12001062,唐卡的告示板,10062000,158,83,5,1,12001062,0,12001040,111,0,1,1,0,0,
12001063,唐卡的告示板,10062000,169,94,5,1,12001062,0,12001040,111,0,1,1,0,0,
12001064,初心者告示板,10025000,104,120,0,1,12001064,0,12001040,111,0,1,1,0,0,
12001065,初心者告示板,10025001,104,120,0,1,11001118,0,12001040,111,0,1,1,0,0,
12001066,魔物印章告示板,10023000,149,162,6,1,12001066,0,12001041,111,0,1,0,0,0,
12001069,天空告示板,20081000,8,6,0,1,12001069,0,12001040,111,0,1,1,0,0,
12001080,道具箱,10014002,126,208,4,1,12001080,0,12001000,111,0,1,0,0,0,
12001081,道具箱,10014012,126,208,4,1,12001081,0,12001000,111,0,1,0,0,0,
12001082,道具箱,10014022,126,208,4,1,12001082,0,12001000,111,0,1,0,0,0,
12001083,道具箱,10014032,126,208,4,1,12001083,0,12001000,111,0,1,0,0,0,
12001084,道具箱,10014042,126,208,4,1,12001084,0,12001000,111,0,1,0,0,0,
12001085,道具箱,10014052,126,208,4,1,12001085,0,12001000,111,0,1,0,0,0,
12001086,道具箱,30162000,1,8,6,1,12001086,0,12001000,111,0,1,0,0,0,
12001087,道具箱,30162001,1,8,6,1,12001087,0,12001000,111,0,1,0,0,0,
12001088,忘却的水镜,30163000,3,5,0,1,12001088,0,12001088,111,0,1,0,0,0,
12001089,忘却的水镜,30163000,21,5,0,1,12001088,0,12001088,111,0,1,0,0,0,
12001097,小鸡1号,10057000,48,188,4,1,12001097,0,12001097,111,0,1,0,0,0,
12001098,小鸡2号,10057000,20,95,2,1,12001098,0,12001097,111,0,1,0,0,0,
12001099,小鸡3号,10057000,193,85,0,1,12001099,0,12001097,111,0,1,0,0,0,
12001100,小鸡4号,10057000,26,39,6,1,12001100,0,12001097,111,0,1,0,0,0,
12001101,小鸡5号,10057000,13,83,2,1,12001101,0,12001097,111,0,1,0,0,0,
12001102,小鸡6号,10057000,215,51,5,1,12001102,0,12001097,111,0,1,0,0,0,
12001103,小鸡7号,30134000,1,14,0,1,12001103,0,12001097,111,0,1,0,0,0,
12001104,稻草人,10057000,141,172,4,1,12001104,0,12001104,111,0,1,0,0,0,
12001105,稻草人,10057000,57,91,1,1,12001105,0,12001105,111,0,1,0,0,0,
12001106,稻草人,10057000,71,67,2,1,12001106,0,12001104,111,0,1,0,0,0,
12001107,稻草人,10057000,113,165,7,1,12001107,0,12001104,111,0,1,0,0,0,
12001108,稻草人,10057000,170,160,2,1,12001108,0,12001105,111,0,1,0,0,0,
12001109,稻草人,10057000,85,90,3,1,12001109,0,12001104,111,0,1,0,0,0,
12001110,舵轮,70000000,6,12,0,1,10000314,0,12001110,111,0,1,0,0,0,
12001111,升降机,70000000,6,10,0,1,12001111,1,12001111,111,0,1,0,0,0,
12001112,操作盘,75000000,4,11,0,1,12001112,0,12001112,111,0,1,0,0,0,
12001113,凯特尔的宝箱,20013002,62,68,4,1,12001113,0,30270000,111,0,1,0,0,0,
12001114,提佩勒特的宝箱,20013002,65,68,4,1,12001114,0,30270000,111,0,1,0,0,0,
12001115,耶普德的宝箱,20013002,62,70,4,1,12001115,0,30270000,111,0,1,0,0,0,
12001116,马克特的宝箱,20013002,65,70,4,1,12001116,0,30270000,111,0,1,0,0,0,
12001119,壶,30092000,1,3,6,1,12001119,0,30300000,111,0,1,0,0,0,
12001126,损坏的巨型机械,10062000,143,19,6,1.2,11001063,1,10830000,111,0,1,0,0,0,
12001127,路面上的机器人,10062000,129,32,5,1,12001123,1,10840000,801,0,1,0,0,0,
12001128,路面上的机器人,10062000,130,34,4,1,12001123,1,10840003,801,0,1,0,0,0,
12001129,路面上的机器人,10062000,135,33,1,1,12001123,1,10840001,801,0,1,0,0,0,
12001130,路面上的机器人,10062000,133,34,0,1,12001123,1,10840000,801,0,1,0,0,0,
12001140,双足步行机器人,30153000,3,4,7,1,12001139,1,10840001,801,0,1,0,0,0,
12001141,？？？,10059101,245,228,3,1,11001281,1,11001282,111,0,1,0,0,0,
12001142,？？？,10059101,251,158,1,1,11001281,1,11001283,111,0,1,0,0,0,
12001143,？？？,10059101,249,230,3,1,11001281,1,11001284,111,0,1,0,0,0,
12001147,黄金鱼人,10059001,103,54,3,1,12001123,1,14010000,111,0,1,0,0,0,
12001148,坏掉的转轴机械,20164000,204,127,5,1,12001123,1,10021800,363,0,1,0,0,0,
12001149,坏掉的转轴机械,20164000,127,91,1,1,12001123,1,10021800,363,0,1,0,0,0,#ＳＡＧＡ8キャンペーン用
12001150,坏掉的转轴机械,20164000,110,160,3,1,12001123,1,10021800,363,0,1,0,0,0,#ＳＡＧＡ8キャンペーン用
12001151,坏掉的转轴机械,20164000,134,122,7,1,12001123,1,10021800,363,0,1,0,0,0,#ＳＡＧＡ8キャンペーン用
12001152,2人乘雪橇,10059000,65,91,7,1,12001152,0,10900001,135,0,1,0,0,0,#ＳＡＧＡ8キャンペーン用
12001153,地下东方告示板2,10024000,167,136,6,1,12001049,0,12001042,111,0,1,1,0,0,
12001154,地下西方告示板2,10024000,88,118,2,1,12001049,0,12001042,111,0,1,1,0,0,
12001155,地下南方告示板2,10024000,118,167,0,1,12001049,0,12001042,111,0,1,1,0,0,
12001156,地下北方告示板2,10024000,136,88,0,1,12001049,0,12001042,111,0,1,1,0,0,
12001157,地下东方告示板1,10024000,167,119,6,1,12001048,0,12001040,111,0,1,1,0,0,
12001158,地下西方告示板1,10024000,88,136,2,1,12001048,0,12001040,111,0,1,1,0,0,
12001159,地下南方告示板1,10024000,137,167,0,1,12001048,0,12001040,111,0,1,1,0,0,
12001160,地下北方告示板1,10024000,119,88,0,1,12001048,0,12001040,111,0,1,1,0,0,
12001162,控制板,20170000,34,62,0,1,12001162,0,12001162,111,0,1,0,0,0,
12001163,控制板,60906000,34,62,0,1,12001163,0,12001162,111,0,0,0,0,0,
12001164,沃特雷亚告示板,21003000,81,62,0,1,12001164,0,12001040,111,0,1,1,0,0,
12001168,帅气的摩托车,12021000,59,126,2,1,12001123,1,14250000,135,0,1,0,0,0,
12001169,WRP排行榜,12058000,121,173,0,1,12001169,0,12001169,111,0,1,1,0,0,
12001170,WRP排行榜,12058000,134,173,0,1,12001169,0,12001169,111,0,1,1,0,0,
12001171,WRP排行榜,12021000,61,120,6,1,12001169,0,12001169,111,0,1,1,0,0,
12001172,WRP排行榜,12021000,146,116,6,1,12001169,0,12001169,111,0,1,1,0,0,
12001173,WRP排行榜,12021000,98,112,5,1,12001169,0,12001169,111,0,1,1,0,0,#ＳＡＧＡ8キャンペーン用
12001174,WRP排行榜,12021000,98,142,7,1,12001169,0,12001169,111,0,1,1,0,0,#ＳＡＧＡ8キャンペーン用
12001175,告示板,12021000,146,112,6,1,12001175,0,12001040,111,0,1,1,0,0,
12001176,告示板,12021000,95,109,5,1,12001175,0,12001040,111,0,1,1,0,0,
12001177,操控板,50061000,34,62,0,1,12001162,1,12001162,111,0,1,0,0,0,
12001178,留言板,22004002,26,23,6,1,12001178,0,12002000,111,0,2,0,4b68,1,
12001179,告示板,12021000,95,145,7,1,12001175,0,12001040,111,0,1,1,0,0,
12001180,双足步行机器人（红色）,12021000,34,184,6,1,12001180,1,10840001,801,0,1,0,0,0,
12001181,双足步行机器人（深蓝色）,12021000,34,182,6,1,12001181,1,10840003,801,0,1,0,0,0,
12001182,双足步行机器人（深蓝色）,12021000,34,180,6,1,12001182,1,10840003,801,0,1,0,0,0,
12001183,多米尼翁龙,12020001,57,95,2,0.8,12001183,0,14260000,111,0,1,1,0,0,
12001184,暗之精灵,12020001,1,89,6,1,12001184,0,11000114,111,0,1,0,0,0,
12001185,帅气的摩托车,10024000,53,122,7,1,12001123,1,14250000,135,0,1,0,0,0,
12001186,帅气的摩托车,10057000,158,91,3,1,12001123,1,14250000,135,0,1,0,0,0,
12001187,帅气的摩托车,10065000,44,106,7,1,12001123,1,14250000,135,0,1,0,0,0,
12001188,帅气的摩托车,10063100,125,137,3,1,12001123,1,14250000,135,0,1,0,0,0,
12001189,帅气的摩托车,10058000,109,238,7,1,12001123,1,14250000,135,0,1,0,0,0,
12001190,舵轮,30201004,7,13,0,1,12001190,0,12001110,111,0,1,0,0,0,
12001193,标志一号·生成装置,12021000,50,127,2,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001194,标志二号·生成装置,12021000,59,129,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001195,标志三号·生成装置,12021000,113,116,2,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001196,标志四号·生成装置,12021000,92,56,8,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001197,标志五号·生成装置,12021000,92,198,4,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001198,标志六号·生成装置,12021000,120,96,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001199,标志七号·生成装置,12021000,120,158,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001200,标志·一号机,12021000,45,127,0,1.3,12001200,1,14450000,111,0,1,0,0,0,
12001201,标志·二号机,12021000,74,127,0,1.3,12001201,1,14450000,111,0,1,0,0,0,
12001202,标志·三号机,12021000,109,127,0,1.3,12001202,1,14450000,111,0,1,0,0,0,
12001203,标志·四号机,12021000,88,63,0,1.3,12001203,1,14450000,111,0,1,0,0,0,
12001204,标志·五号机,12021000,88,191,0,1.3,12001204,1,14450000,111,0,1,0,0,0,
12001205,标志·六号机,12021000,130,93,0,1.3,12001205,1,14450000,111,0,1,0,0,0,
12001206,标志·七号机,12021000,130,161,0,1.3,12001206,1,14450000,111,0,1,0,0,0,
12001207,帅气的摩托车,12035000,51,153,1,1,12001123,1,14250000,135,0,1,0,0,0,
12001208,帅气的摩托车,12019000,13,85,5,1,12001123,1,14250000,135,0,1,0,0,0,
12001209,路面上的机器人（赤）,50102000,34,184,6,1,12001209,1,10840001,801,0,1,0,0,0,
12001210,路面上的机器人（紺）,50102000,34,182,6,1,12001210,1,10840003,801,0,1,0,0,0,
12001211,路面上的机器人（紺）,50102000,34,180,6,1,12001211,1,10840003,801,0,1,0,0,0,
12001212,标志一号·生成装置,50102000,50,127,2,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001213,标志二号·生成装置,50102000,59,129,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001214,标志三号·生成装置,50102000,113,116,2,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001215,标志四号·生成装置,50102000,92,56,8,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001216,标志五号·生成装置,50102000,92,198,4,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001217,标志六号·生成装置,50102000,120,96,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001218,标志七号·生成装置,50102000,120,158,6,1.3,12001193,0,11001711,111,0,1,0,0,0,
12001219,标志·一号机,50102000,45,127,0,1.3,12001219,1,14450000,111,0,1,0,0,0,
12001220,标志·二号机,50102000,74,127,0,1.3,12001220,1,14450000,111,0,1,0,0,0,
12001221,标志·三号机,50102000,109,127,0,1.3,12001221,1,14450000,111,0,1,0,0,0,
12001222,标志·四号机,50102000,88,63,0,1.3,12001222,1,14450000,111,0,1,0,0,0,
12001223,标志·五号机,50102000,88,191,0,1.3,12001223,1,14450000,111,0,1,0,0,0,
12001224,标志·六号机,50102000,130,93,0,1.3,12001224,1,14450000,111,0,1,0,0,0,
12001225,标志·七号机,50102000,130,161,0,1.3,12001225,1,14450000,111,0,1,0,0,0,
12001226,垃圾箱,50102000,94,183,6,1,12001226,1,12000000,111,0,1,0,0,0,
12001227,双足步行机器人Ｒ,22197000,9,97,6,1,12001227,1,10840001,801,0,1,0,0,0,
12001228,双足步行机器人Ｂ,22197000,9,99,6,1,12001228,1,10840003,801,0,1,0,0,0,
12001229,双足步行机器人Ｂ,22197000,9,101,6,1,12001229,1,10840003,801,0,1,0,0,0,
12001230,双足步行机器人Ｂ,22197000,18,105,4,1,12001230,1,10840003,801,0,1,0,0,0,
12001231,双足步行机器人Ｂ,22197000,20,105,4,1,12001231,1,10840003,801,0,1,0,0,0,
12001232,标志一号·生成装置,22198000,123,127,2,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001233,标志二号·生成装置,22198000,80,24,0,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001234,标志三号·生成装置,22198000,80,230,4,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001235,标志四号·生成装置,22198000,176,24,0,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001236,标志五号·生成装置,22198000,176,230,4,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001237,标志六号·生成装置,22198000,60,174,3,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001238,标志七号·生成装置,22198000,196,80,7,1.3,12001232,0,11001711,111,0,1,0,0,0,
12001239,标志·一号机,22198000,136,127,0,1.3,12001239,1,14450000,111,0,1,0,0,0,
12001240,标志·二号机,22198000,57,56,0,1.3,12001240,1,14450000,111,0,1,0,0,0,
12001241,标志·三号机,22198000,57,198,0,1.3,12001241,1,14450000,111,0,1,0,0,0,
12001242,标志·四号机,22198000,199,56,0,1.3,12001242,1,14450000,111,0,1,0,0,0,
12001243,标志·五号机,22198000,199,198,0,1.3,12001243,1,14450000,111,0,1,0,0,0,
12001244,标志·六号机,22198000,48,113,0,1.3,12001244,1,14450000,111,0,1,0,0,0,
12001245,标志·七号机,22198000,208,141,0,1.3,12001245,1,14450000,111,0,1,0,0,0,
12001246,艾尔·夏尔留言板,11024000,136,218,0,1,12001246,0,12001246,111,0,1,0,0,0,
12001247,艾尔·夏尔留言板,11024000,119,37,4,1,12001246,0,12001246,111,0,1,0,0,0,
12001248,艾尔·夏尔留言板,11024000,128,165,0,1,12001246,0,12001246,111,0,1,0,0,0,
12001249,艾尔·夏尔留言板,11024000,128,90,4,1,12001246,0,12001246,111,0,1,0,0,0,
12001250,道具箱,11024000,181,59,1,1,12001008,0,12001000,111,0,1,0,0,0,
12001251,道具票交换机,11024000,182,60,1,1,12001251,0,12001012,111,0,1,0,0,0,
12001252,道具箱,11024000,74,196,5,1,12001008,0,12001000,111,0,1,0,0,0,
12001253,道具票交换机,11024000,73,195,5,1,12001251,0,12001012,111,0,1,0,0,0,
12001254,艾尔·夏尔留言板,11023000,127,43,4,1,12001246,0,12001246,111,0,1,0,0,0,
12001255,艾尔·夏尔留言板,11023000,128,212,0,1,12001246,0,12001246,111,0,1,0,0,0,
12001257,操作盘,91000000,18,37,0,1,12001257,4,12001112,111,0,1,0,0,0,
12001258,舵轮,30201900,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001259,舵轮,30201901,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001260,舵轮,30201902,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001261,舵轮,30201903,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001262,舵轮,30201904,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001263,舵轮,30201905,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001264,舵轮,30201906,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001265,舵轮,30201907,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001266,舵轮,30201908,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001267,舵轮,30201909,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001268,舵轮,30201910,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001269,舵轮,30201911,12,23,0,1,10002027,0,13000308,111,0,1,0,0,0,
12001506,遗迹地牢,20013003,63,57,0,1,12001506,0,11000106,111,0,1,0,0,0,
12001511,ITD门 S房　东,63000000,76,31,2,1,12001511,1,35030000,111,0,0,1,0,0,
12001512,ITD门 S房　西,63000000,10,31,6,1,12001512,1,35030000,111,0,0,1,0,0,
12001513,ITD门 S房　南,63000000,43,56,4,1,12001513,1,35030000,111,0,0,1,0,0,
12001514,ITD门 S房　北,63000000,43,6,0,1,12001514,1,35030000,111,0,0,1,0,0,
12001515,ITD门 S房　东,63001000,57,31,2,1,12001515,1,35030000,111,0,0,1,0,0,
12001516,ITD门 S房　西,63001000,7,31,6,1,12001516,1,35030000,111,0,0,1,0,0,
12001517,ITD门 S房　南,63001000,32,56,4,1,12001517,1,35030000,111,0,0,1,0,0,
12001518,ITD门 S房　北,63001000,32,6,0,1,12001518,1,35030000,111,0,0,1,0,0,
12001519,ITD门 S房　东,63002000,39,21,2,1,12001519,1,35030000,111,0,0,1,0,0,
12001520,ITD门 S房　西,63002000,5,21,6,1,12001520,1,35030000,111,0,0,1,0,0,
12001521,ITD门 S房　南,63002000,22,38,4,1,12001521,1,35030000,111,0,0,1,0,0,
12001522,ITD门 S房　北,63002000,22,4,0,1,12001522,1,35030000,111,0,0,1,0,0,
12001523,ITD门 S房　东,63003000,59,44,2,1,12001523,1,35030000,111,0,0,1,0,0,
12001524,ITD门 S房　西,63003000,5,44,6,1,12001524,1,35030000,111,0,0,1,0,0,
12001525,ITD门 S房　南,63003000,32,85,4,1,12001525,1,35030000,111,0,0,1,0,0,
12001526,ITD门 S房　北,63003000,32,4,0,1,12001526,1,35030000,111,0,0,1,0,0,
12001527,ITD门 S房　东,63004000,51,32,2,1,12001527,1,35030000,111,0,0,1,0,0,
12001528,ITD门 S房　西,63004000,5,32,6,1,12001528,1,35030000,111,0,0,1,0,0,
12001529,ITD门 S房　南,63004000,28,62,4,1,12001529,1,35030000,111,0,0,1,0,0,
12001530,ITD门 S房　北,63004000,28,2,0,1,12001530,1,35030000,111,0,0,1,0,0,
12001531,ITD门 S房　东,63005000,73,39,2,1,12001531,1,35030000,111,0,0,1,0,0,
12001532,ITD门 S房　西,63005000,7,39,6,1,12001532,1,35030000,111,0,0,1,0,0,
