#npc2はガンホー社で管理をしています。ＨＬ側で勝手に触らないように注意！！！,,,,,,,,,,,,,,,,
#海外系のNPCに関しては、HL側で空いている位置に追加して欲しい、との話があったので、専用のID系列を設けました。（081126）,,,,,,,,,,,,,,,,
#, 韓国用,…18010000系列,,,,,,,,,,,,,,
#, タイ用,…18020000系列,,,,,,,,,,,,,,
#, 香港＆台湾用,…18030000系列,,,,,,,,,,,,,,
#, インドネシア用,…18040000系列,,,,,,,,,,,,,,
#, シンガポール用,…18050000系列,,,,,,,,,,,,,,
#, 中国用,…18060000系列,,,,,,,,,,,,,,
#以下、国が増えるごとに+10000して行ってください。,,,,,,,,,,,,,,,,
#（※ 081126以前に追加したNPCに関しては、上記のルールに従っていません。）,,,,,,,,,,,,,,,,
#ただし、海外系を追加した場合、データを送る際にNPCのIDも併せて伝えてください。,,,,,,,,,,,,,,,,
#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
#10000000,,0,,,,,,,,,,,,,,
#18000448,　,30159000,9,12,4,1,18000448,1,18000359,111,0,2,0,7d25,1,
#18000449,　,50189000,68,18,0,1,18000449,1,41118200,111,0,1,0,0,0,
#18000450,　,50189000,71,18,0,1,18000450,1,41118200,111,0,1,0,0,0,
#18000451,　,50189000,74,18,0,1,18000451,1,41118200,111,0,1,0,0,0,
#18000452,　,50189000,77,18,0,1,18000452,1,41118200,111,0,1,0,0,0,
#18000453,　,50189000,80,18,0,1,18000453,1,41118200,111,0,1,0,0,0,
#18000454,　,50189000,68,21,0,1,18000454,1,41118200,111,0,1,0,0,0,
#18000455,　,50189000,71,21,0,1,18000455,1,41118200,111,0,1,0,0,0,
#18000456,　,50189000,74,21,0,1,18000456,1,41118200,111,0,1,0,0,0,
#18000457,　,50189000,77,21,0,1,18000457,1,41118200,111,0,1,0,0,0,
#18000458,　,50189000,80,21,0,1,18000458,1,41118200,111,0,1,0,0,0,
#18000459,　,50189000,68,24,0,1,18000459,1,41118200,111,0,1,0,0,0,
#18000460,　,50189000,71,24,0,1,18000460,1,41118200,111,0,1,0,0,0,
#18000461,　,50189000,74,24,0,1,18000461,1,41118200,111,0,1,0,0,0,
#18000462,　,50189000,77,24,0,1,18000462,1,41118200,111,0,1,0,0,0,
#18000463,　,50189000,80,24,0,1,18000463,1,41118200,111,0,1,0,0,0,
#18000464,　,50189000,68,27,0,1,18000464,1,41118200,111,0,1,0,0,0,
#18000465,　,50189000,71,27,0,1,18000465,1,41118200,111,0,1,0,0,0,
#18000466,　,50189000,74,27,0,1,18000466,1,41118200,111,0,1,0,0,0,
#18000467,　,50189000,77,27,0,1,18000467,1,41118200,111,0,1,0,0,0,
#18000468,　,50189000,80,27,0,1,18000468,1,41118200,111,0,1,0,0,0,
#18000469,　,50189000,68,30,0,1,18000469,1,41118200,111,0,1,0,0,0,
#18000470,　,50189000,71,30,0,1,18000470,1,41118200,111,0,1,0,0,0,
#18000471,　,50189000,74,30,0,1,18000471,1,41118200,111,0,1,0,0,0,
#18000472,　,50189000,77,30,0,1,18000472,1,41118200,111,0,1,0,0,0,
#18000473,　,50189000,80,30,0,1,18000473,1,41118200,111,0,1,0,0,0,
#18000474,　,50189000,68,33,0,1,18000474,1,41118200,111,0,1,0,0,0,
#18000475,　,50189000,71,33,0,1,18000475,1,41118200,111,0,1,0,0,0,
#18000476,　,50189000,72,72,1,1,18000476,1,41070900,622,0,1,0,0,0,
#18000477,　,50189000,72,76,3,1,18000477,1,41070900,622,0,1,0,0,0,
#18000478,　,50189000,71,74,6,1,18000478,1,12001162,111,0,1,0,0,0,
#18000479,セルイベント,,,,,,,,,,,,,,,
#18000480,セルイベント,,,,,,,,,,,,,,,
#18000481,セルイベント,,,,,,,,,,,,,,,
#18000482,セルイベント,,,,,,,,,,,,,,,
#18000483,セルイベント,,,,,,,,,,,,,,,
#18000484,セルイベント,,,,,,,,,,,,,,,
#18000485,セルイベント,,,,,,,,,,,,,,,
#18000486,セルイベント,,,,,,,,,,,,,,,
#18000487,セルイベント,,,,,,,,,,,,,,,
#18000488,セルイベント,,,,,,,,,,,,,,,
#18000489,セルイベント,,,,,,,,,,,,,,,
#18000490,セルイベント,,,,,,,,,,,,,,,
#18000491,セルイベント,,,,,,,,,,,,,,,
#18000492,セルイベント,,,,,,,,,,,,,,,
#18000493,セルイベント,,,,,,,,,,,,,,,
#18000494,魔法少女に憧れるタイニー,10024000,147,142,3,1,18000494,0,11000723,111,0,1,0,0,0,#「ECO×まどマギ」コラボ
#18000495,キュゥべえ,10023000,186,154,3,1,18000495,0,15730000,135,0,2,0,7d55,1,#「ECO×まどマギ」コラボ
#ヒトトセのフシギなたまご（7章）,,,,,,,,,,,,,,,,
#18000496,月の従者,10024000,198,127,2,0.85,18000496,0,13000254,111,0,1,0,0,0,
#18000497,月の従者,50163000,25,14,7,0.85,18000497,0,13000254,111,0,1,0,0,0,
#18000498,守護魔 キクヅキ,10071000,21,152,7,1,18000498,0,15780000,111,0,2,0,7d59,1,
#18000499,ウル,10071000,22,153,2,1,18000499,1,15690000,111,0,2,0,7d69,1,
#18000500,ものまね名人クーロン,10071000,227,173,6,1,18000500,0,19010081,111,0,1,0,0,0,
#18000501,夢見る少女,10071000,227,172,6,1,18000501,0,18000501,474,0,1,0,0,0,
#18000502,夢うつつの少女,10071000,227,174,6,1,18000502,0,18000502,474,0,1,0,0,0,
#18000503,アマテラス,10071000,83,52,1,1,18000503,0,18000503,435,0,2,0,7d61,1,
#18000504,アマテラス,10071000,85,51,1,3,18000504,0,30000000,111,0,2,0,7d61,0,
#18000505,スサノヲ,10071000,249,88,6,1,18000505,0,18000505,333,0,1,0,0,0,
#ヒトトセのフシギなたまご（8章）※使いまわしＮＰＣがいるので「ヒトトセのフシギなたまご（8章）再利用」で検索,,,,,,,,,,,,,,,,
#18000506,　,50163000,25,24,4,1,18000506,1,18000359,111,0,2,0,4d92,1,#ヒトトセのフシギなたまご（9章）再利用/ヒトトセのフシギなたまご（10章）再利用
#18000507,オーディン,10065000,22,89,5,1.1,18000507,0,18000507,111,0,1,0,0,0,
#18000508,オーディン,10065000,21,88,5,1.1,18000508,0,18000507,111,0,2,0,7d77,1,#ヒトトセのフシギなたまご（9章）再利用
#18000509,ワルキューレ,10065000,23,87,1,1,18000509,0,19010086,111,0,1,0,0,0,#ヒトトセのフシギなたまご（9章）再利用
#18000510,エラリィ,10065000,51,87,0,1,18000510,0,18000510,111,0,1,0,0,0,
#18000511,ドルリィ,10065000,52,87,0,1,18000511,0,18000511,111,0,1,0,0,0,
#18000512,クイン,10023000,138,200,2,1,18000512,0,18000512,111,0,1,0,0,0,
#18000513,レイン,10023000,138,201,2,1,18000513,0,18000513,111,0,1,0,0,0,
#18000514,　,10023000,127,143,4,1,18000514,1,11001339,111,0,2,0,7d76,1,
#18000515,　,10023000,127,143,4,1,18000515,1,18000515,111,0,2,0,7d81,1,
#18000516,　,50163000,25,24,4,0.85,18000516,1,18000359,111,0,2,0,7d78,1,#ヒトトセのフシギなたまご（9章）再利用/ヒトトセのフシギなたまご（10章）再利用
#18000517,　,10024000,198,127,2,0.85,18000517,1,18000359,111,0,2,0,7d79,1,#ヒトトセのフシギなたまご（9章）再利用
#18000518,　,50163000,25,24,4,1,18000518,1,11001339,111,0,2,0,7d80,1,
#ヒトトセのフシギなたまご（9章）※使いまわしＮＰＣがいるので「ヒトトセのフシギなたまご（9章）再利用」で検索,,,,,,,,,,,,,,,,
#18000519,グレンダ,10017000,59,139,1,1,18000519,0,18000519,111,0,1,0,0,0,
#18000520,壷の収集家,10024000,130,137,3,1,18000520,0,18000520,111,0,1,0,0,0,
#18000521,ロウゲツの使い（PICTID確保用）,-,0,0,0,0,0,0,0,0,0,0,0,0,0,#ロウゲツの使い（PICTID確保用）
#18000522,イタズラ者のウサギ,50163000,25,20,4,2,18000522,0,40610000,111,0,2,0,7d92,1,
#18000523,グレート冬将軍,50163000,25,20,4,3,18000523,0,10600000,111,0,2,0,7d93,1,
#18000524,ＫＵ－１,50163000,25,20,4,1,18000524,0,18000384,111,0,2,0,7d94,1,
#18000525,パイレーツタイニー,50163000,25,20,4,1,18000525,0,11000702,111,0,2,0,7d95,1,
#18000526,大きな壷,50163000,25,20,4,3,18000526,0,30300000,111,0,2,0,7d96,1,
#18000527,キングフミツキ,50163000,25,20,4,2.5,18000527,0,10510000,111,0,2,0,7d97,1,
#18000528,永遠の女王,50163000,25,20,4,1,18000528,0,14670000,111,0,2,0,7d98,1,
#18000529,アマテラス,50163000,25,20,4,1,18000529,0,18000503,111,0,2,0,7d99,1,
#18000530,オーディン,50163000,25,20,4,1.1,18000530,0,18000507,111,0,2,0,8d00,1,
#18000531,全てを無くしたウル,50163000,25,16,4,2,18000531,0,10136901,111,0,2,0,8d01,1,
#思い出星（2011）,,,,,,,,,,,,,,,,
#18000532,マタギ,10071000,218,68,0,1,18000532,0,18000374,508,0,1,0,0,0,
#18000533,ジュリエッタ,10071000,83,129,7,1,18000533,0,18000377,501,0,1,0,0,0,
#18000534,ＫＵ－１,10071000,140,117,4,1,18000534,0,18000384,111,0,1,0,0,0,
#18000535,花屋,10071000,25,46,7,1,18000535,0,18000390,111,0,1,0,0,0,
#18000536,アクィラ,10071000,231,173,2,1,18000536,0,18000406,111,0,1,0,0,0,
#18000537,シグネット,10071000,228,175,5,1,18000537,0,18000407,111,0,1,0,0,0,
#18000538,ライア,10071000,228,171,7,1,18000538,0,18000402,111,0,1,0,0,0,
#18000539,サティ,10071000,19,102,6,1,18000539,0,18000417,111,0,1,0,0,0,
#18000540,アマテラス,10071000,83,52,1,1,18000540,0,18000503,111,0,1,0,0,0,
#18000541,オーディン,10071000,87,222,4,1,18000541,0,18000507,111,0,1,0,0,0,
#18000542,ロウゲツの使い,10071000,120,87,5,1,18000542,0,18000521,111,0,1,0,0,0,
#18000543,サリー,10071000,206,136,6,1,18000543,0,18000543,538,0,1,0,0,0,
#18000544,不思議な少女,10071000,45,196,3,1,18000544,0,18000413,111,0,1,0,0,0,
#18000545,不思議な少年,10071000,44,196,5,1,18000545,0,18000414,111,0,1,0,0,0,
#18000546,流れの釣具屋,10071000,15,98,1,1,18000546,0,11003064,111,0,1,0,0,0,
#18000547,スナブ,10071000,140,115,7,1,18000547,0,11002233,111,0,1,0,0,0,
#18000548,ＤＥＭ－ＮＳ４４１０,10071000,120,185,5,1,18000548,0,11002163,111,0,1,0,0,0,
#ヒトトセのフシギなたまご（10章）※使いまわしＮＰＣがいるので「ヒトトセのフシギなたまご（10章）再利用」で検索,,,,,,,,,,,,,,,,
#18000549,ロウゲツの従僕,10024000,198,127,2,1.2,18000549,0,18000549,323,0,1,0,0,0,
#18000550,ロウゲツのメイド,10024000,198,128,2,1,18000550,0,18000550,111,0,1,0,0,0,
#18000551,エミル,50163000,25,16,0,1,18000551,0,11001220,111,0,2,0,8d30,1,
#18000552,　,50163000,25,25,0,1,18000552,1,18000360,363,0,2,0,8d31,1,
#チュートリアル８期,,,,,,,,,,,,,,,,
18000553,ルーデル,10031000,140,70,1,1,18000553,0,18000553,111,0,1,0,0,0,
18000554,アルノー,10031000,140,71,3,1,18000554,0,10120100,111,0,1,0,0,0,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
18000556,操舵輪,50209000,12,23,0,1,18000556,0,18000359,111,0,1,0,0,0,#飛空庭の操舵輪。MAPの出入りなどで使用する
#18000557,アミス,50209000,10,21,4,1,18000557,0,18000557,111,0,2,0,9.00E+06,0,#プルルを頭に乗せた女教師。通年使用キャラクター
#18000558,　,50209000,12,19,0,1,18000558,1,18000359,111,0,2,0,8d57,1,#アルマ表示用透明NPC。
#18000559,　,50209000,11,18,0,1,18000559,1,18000359,111,0,2,0,8d58,1,#守護魔ハート表示用透明NPC
#18000560,　,50209000,13,18,0,1,18000560,1,18000359,111,0,2,0,8d59,1,#ネコマタハート表示用透明NPC
18000561,　,50209000,12,9,0,1,18000561,0,15910000,135,0,1,0,0,0,#1月アルマ表示用NPC
18000562,　,50209000,11,9,0,1,18000562,0,15950000,135,0,1,0,0,0,#2月アルマ表示用NPC
18000563,　,50209000,13,9,0,1,18000563,0,15960000,135,0,1,0,0,0,#3月アルマ表示用NPC
18000564,　,50209000,15,12,2,1,18000564,0,16060000,135,0,1,0,0,0,#4月アルマ表示用NPC
18000565,　,50209000,15,13,3,1,18000565,0,16090000,135,0,1,0,0,0,#5月アルマ表示用NPC
18000566,　,50209000,14,14,3,1,18000566,0,16180000,135,0,1,0,0,0,#6月アルマ表示用NPC
18000567,　,50209000,9,12,6,1,18000567,0,16200000,135,0,1,0,0,0,#7月アルマ表示用NPC
18000568,　,50209000,9,10,7,1,18000568,0,16230000,111,0,1,0,0,0,#8月アルマ表示用NPC
18000569,　,50209000,15,10,1,0.98,18000569,0,16290000,135,0,1,0,0,0,#9月アルマ表示用NPC
18000570,　,50209000,9,13,6,1,18000570,0,16340000,135,0,1,0,0,0,#10月アルマ表示用NPC
18000571,　,50209000,10,14,5,1,18000571,0,16360000,111,0,1,0,0,0,#11月アルマ表示用NPC
18000572,　,50209000,12,15,4,1,18000572,0,16370000,111,0,1,0,0,0,#12月アルマ表示用NPC
18000573,　,50210000,8,6,4,1,18000573,0,19010090,190,0,1,0,0,0,#1月守護魔ハート表示用NPC
18000574,　,50210000,1,6,2,1,18000574,0,18000574,111,0,1,0,0,0,#2月守護魔ハート表示用NPC
18000575,　,50210000,6,1,0,0.95,18000575,0,18000575,131,0,1,0,0,0,#3月守護魔ハート表示用NPC
18000576,　,50210000,11,14,2,1.04,18000576,0,18000576,111,0,1,0,0,0,#4月守護魔ハート表示用NPC
18000577,　,50210000,3,9,4,0.9,18000577,0,18000577,190,0,1,0,0,0,#5月守護魔ハート表示用NPC
18000578,　,50210000,1,13,6,0.98,18000578,0,19010101,111,0,1,0,0,0,#6月守護魔ハート表示用NPC
18000579,　,50210000,2,9,4,0.85,18000579,0,19010103,190,0,1,0,0,0,#7月守護魔ハート表示用NPC
18000580,　,50210000,1,1,7,0.79,18000580,0,18000580,135,0,1,0,0,0,#8月守護魔ハート表示用NPC
18000581,　,50210000,4,9,4,0.86,18000581,0,19010108,190,0,1,0,0,0,#9月守護魔ハート表示用NPC
18000582,　,50210000,1,15,6,0.88,18000582,0,18000582,111,0,1,0,0,0,#10月守護魔ハート表示用NPC
18000583,　,50210000,3,12,4,0.82,18000583,0,19010112,190,0,1,0,0,0,#11月守護魔ハート表示用NPC
18000584,　,50209000,14,16,3,1,18000584,0,18000584,569,0,1,0,0,0,#12月守護魔ハート表示用NPC
18000585,　,50210000,9,6,4,1,18000585,0,10260110,190,0,1,0,0,0,#1月ネコマタハート表示用NPC
18000586,　,50210000,4,6,4,1,18000586,0,18000586,190,0,1,0,0,0,#2月ネコマタハート表示用NPC
18000587,　,50210000,8,9,4,1,18000587,0,10260152,190,0,1,0,0,0,#3月ネコマタハート表示用NPC
18000588,　,50210000,9,9,4,1,18000588,0,10260172,190,0,1,0,0,0,#4月ネコマタハート表示用NPC
18000589,　,50210000,3,6,4,1,18000589,0,10260201,190,0,1,0,0,0,#5月ネコマタハート表示用NPC
18000590,　,50210000,10,6,4,1,18000590,0,10260229,190,0,1,0,0,0,#6月ネコマタハート表示用NPC
18000591,　,50210000,8,12,4,1,18000591,0,10260250,190,0,1,0,0,0,#7月ネコマタハート表示用NPC
18000592,　,50210000,10,9,4,0.95,18000592,0,10260269,190,0,1,0,0,0,#8月ネコマタハート表示用NPC
18000593,　,50210000,9,12,4,1,18000593,0,10260295,190,0,1,0,0,0,#9月ネコマタハート表示用NPC
18000594,　,50210000,2,6,4,1,18000594,0,18000594,190,0,1,0,0,0,#10月ネコマタハート表示用NPC
18000595,　,50210000,4,12,4,1,18000595,0,10260342,190,0,1,0,0,0,#11月ネコマタハート表示用NPC
18000596,　,50209000,10,16,5,1,18000596,0,10260363,111,0,1,0,0,0,#12月ネコマタハート表示用NPC
#アルマたちと絆の樹（１章）,,,,,,,,,,,,,,,,
#18000597,守護魔 ムツキ,10023000,109,130,7,1,18000597,0,19010090,111,0,1,0,0,0,#「ムツキのシャーマンハート」
#18000598, ,10023000,110,129,7,1,18000598,0,10260122,111,0,2,0,9d18,1,#「ネコマタ（黒）＋シャーマン」。MASKNPC
#18000599,　,10023000,112,129,1,1,18000599,1,18000359,111,0,1,0,0,0,#透明NPC。
#18000600,　,10023000,112,131,3,1,18000600,1,18000359,111,0,1,0,0,0,#透明NPC。
#18000601,　,10023400,121,30,7,1,18000601,0,15910000,111,0,2,0,9d20,1,#「ダークフェザー アルマ」。MASKNPC
#18000602,守護魔 ムツキ,10023400,121,34,4,1,18000602,0,19010090,111,0,2,0,9d22,1,#「ムツキのシャーマンハート」。MASKNPC
#18000603,　,10023400,118,31,1,1,18000603,0,10260110,111,0,2,0,9d21,1,#「ネコマタ（黒）＋チェックリボン」。MASKNPC
#18000604,　,30091004,6,4,4,1,18000604,0,15910000,111,0,2,0,9d23,1,#「ダークフェザー アルマ」。MASKNPC
#18000605,　,30091004,7,5,3,1,18000605,1,18000359,111,0,1,0,0,0,#透明NPC。
#18000606,　,30091004,5,5,5,1,18000606,1,18000359,111,0,1,0,0,0,#透明NPC。
#18000607,　,30010000,3,3,4,1,18000607,0,15910000,111,0,2,0,9d24,1,#「ダークフェザー アルマ」。MASKNPC
#18000608,守護魔 ムツキ,30010000,1,3,5,1,18000608,0,19010090,111,0,2,0,9d24,1,#「ムツキのシャーマンハート」。MASKNPC
#18000609,　,30010000,2,5,4,1,18000609,0,10260110,111,0,2,0,9d24,1,#「ネコマタ（黒）＋チェックリボン」。MASKNPC
#18000610,アミス,30010000,3,1,2,1,18000610,0,18000610,111,0,2,0,9d17,0,#プルルを頭に乗せていない女教師。MASKNPC
#18000611,　,10024000,131,149,0,1,18000611,0,15910000,111,0,2,0,9d25,1,#「ダークフェザー アルマ」。MASKNPC
#18000612,守護魔 ムツキ,10024000,129,150,6,1,18000612,0,19010090,111,0,2,0,9d25,1,#「ムツキのシャーマンハート」。MASKNPC
#18000613,　,10024000,132,147,1,1,18000613,0,10260110,111,0,2,0,9d25,1,#「ネコマタ（黒）＋チェックリボン」。MASKNPC
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
18000614,　,50209000,8,21,7,1,18000614,0,41135300,111,0,1,0,0,0,#名家のグランドピアノ
18000615,　,50209000,8,23,5,1,18000615,0,41114100,111,0,1,0,0,0,#レトロな黒板
#18000616,　,50209000,12,12,0,1,18000616,0,41165900,111,0,1,0,0,0,#「絆の樹」
18000617,　,50209000,12,3,0,1,18000617,1,40001900,111,0,1,0,0,0,#学校
#18000618,　,50209000,14,20,3,1,18000618,1,18000359,111,0,2,0,9d43,1,#イベント用アルマ2人目の表示用透明NPC。
#18000619,　,50209000,15,21,3,1,18000619,1,18000359,111,0,2,0,9d44,1,#イベント用ネコマタハート2人目の表示用透明NPC
#アルマたちと絆の樹（２章）,,,,,,,,,,,,,,,,
#18000620,守護魔 キサラギ,50209000,13,21,2,1,18000620,0,18000574,111,0,2,0,9d38,0,#「キサラギの盗賊ハート」。MASKNPC
#18000621,守護魔 キサラギ,10023000,109,130,7,1,18000621,0,18000574,111,0,1,0,0,0,#「キサラギの盗賊ハート」。
#18000622,みるく,10023000,110,129,7,1,18000622,0,18000622,111,0,2,0,9d38,1,#「ネコマタ（胡桃）の盗賊ハート」。MASKNPC
#18000623,　,10023000,192,145,2,1,18000623,0,15950000,111,0,2,0,9d40,1,#バウ アルマ初期位置。MASKNPC
#18000624,みるく,10023000,192,144,1,1,18000624,0,18000586,111,0,2,0,9d39,1,#「ネコマタ（胡桃）のファーコーデハート」。MASKNPC
#18000625,ザッハ,10023000,189,158,2,1,18000625,0,18000625,111,0,2,0,8d73,0,#ファーコーデ♂一式を来たNPC。PICTCHANGEで盗賊♂一式に変身
#18000626,トルテ,10023000,190,146,0,1,18000626,0,18000626,111,0,2,0,9d38,0,#ファーコーデ♀一式を来たNPC。PICTCHANGEで盗賊♀一式に変身
#18000627,　,10023000,162,161,4,1,18000627,0,15950000,111,0,2,0,9d41,1,#バウ アルマ第二の位置。PICTCHANGEでバウに変身。MASKNPC
#18000628,　,10023000,158,206,4,1,18000628,0,18000586,111,0,2,0,9d31,0,#「ネコマタ（胡桃）のファーコーデハート」。MASKNPC
#18000629,　,10023000,185,185,3,1,18000629,0,10120000,111,0,2,0,9d42,1,#バウ アルマ第三の位置。PICTCHANGEでバウ アルマに変身。MASKNPC
#18000630,トルテ,10023000,189,157,2,1,18000630,0,18000626,111,0,2,0,8d85,1,#ファーコーデ♀一式を着たNPC。MASKNPC。
#18000631,トルテ,10023000,189,157,0,1,18000631,0,18000631,131,0,2,0,8d73,1,#盗賊♀一式を着たNPC。MASKNPC。基本モーションは131（話す）
#18000632,ザッハ,10023000,189,158,4,1,18000632,0,18000632,132,0,2,0,8d73,1,#盗賊♂一式を着たNPC。MASKNPC。基本モーションは132（うなずく）
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000633,　,50209000,10,20,6,1,18000633,1,18000359,111,0,2,0,8d59,1,#過去の生徒を表示するための汎用透明NPC。MASKNPC
#18000634,　,50209000,10,19,7,1,18000634,1,18000359,111,0,2,0,8d59,1,#過去の生徒を表示するための汎用透明NPC。MASKNPC
#18000635,　,50209000,14,18,1,1,18000635,1,18000359,111,0,2,0,8d59,1,#過去の生徒を表示するための汎用透明NPC。MASKNPC
#アルマたちと絆の樹（３章）,,,,,,,,,,,,,,,,
#18000636,守護魔 ヤヨイ,50209000,13,21,1,0.95,18000636,0,18000575,111,0,2,0,9d53,0,#「ヤヨイのカンフーハート」。MASKNPC
#18000637,守護魔 ヤヨイ,10023000,109,130,7,0.95,18000637,0,18000575,111,0,1,0,0,0,#「ヤヨイのカンフーハート」。NPCPICTCHANGEで女装
#18000638,アカリ,10023000,110,129,7,1,18000638,0,10260164,111,0,2,0,9d53,1,#「ネコマタ（茜）のカンフーハート」。MASKNPC
#18000639,アカリ,10023000,80,154,0,1,18000639,0,10260152,111,0,2,0,9d53,0,#「ネコマタ（茜）のキンダーハート」。MASKNPC
#18000640,　,10023000,79,153,0,1,18000640,1,18000359,111,0,2,0,9d53,0,#透明NPC。PICTCHANGEでシャボタンに変身する。MASKNPC
#18000641,　,10023000,81,152,0,1,18000641,1,18000359,111,0,2,0,9d53,0,#透明NPC。キサラギの盗賊ハート（武器なし）に変身する。MASKNPC
#18000642,トルテ,10023000,189,157,0,1,18000642,0,18000642,111,0,1,0,0,0,#カンフー♀一式を着たNPC。
#18000643,ザッハ,10023000,189,158,4,1,18000643,0,18000643,111,0,1,0,0,0,#カンフー♂一式を着たNPC。
#18000644,シャボタン,31303000,43,13,1,1,18000644,0,15960000,111,0,2,0,9d54,1,#シャボタン。MASKNPC
#18000645,守護魔 ヤヨイ,31303000,42,14,0,0.95,18000645,0,18000575,111,0,2,0,9d54,1,#「ヤヨイのカンフーハート」。MASKNPC
#18000646,アカリ,31303000,41,13,0,1,18000646,0,10260152,111,0,2,0,9d54,1,#「ネコマタ（茜）のキンダーハート」。MASKNPC
#18000647,　,31303000,42,19,4,1,18000647,1,18000359,131,0,2,0,9d54,1,#透明NPC。PICTCHANGEで東方青龍に変身する。MASKNPC
#みんつくタイニー入手イベント,,,,,,,,,,,,,,,,
18000648,デリバリタイニー,10071000,56,212,6,1,18000648,0,16050000,111,0,1,0,0,0,#デリバリタイニー
#アルマたちと絆の樹（３章）,,,,,,,,,,,,,,,,
#18000649,ヤヨイのカンフーハート（女装 武器なし）（PICTID確保用）,,,,,,,,,,,,,,,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
#18000650, ,50209000,12,12,0,1,18000650,0,41165900,111,0,2,0,9d69,0,#絆の樹（水床）
#18000651, ,50209000,12,12,0,1,18000651,0,41165901,111,0,2,0,9.00E+02,0,#絆の樹（芽吹）
#アルマたちと絆の樹（４章）,,,,,,,,,,,,,,,,
#18000652,守護魔 ウヅキ,50209000,13,21,1,1.04,18000652,0,18000576,111,0,2,0,9d69,0,#ウヅキのチルドレンハート、武器は装備していない。
#18000653,守護魔 ウヅキ,10023000,109,130,7,1.04,18000653,0,18000576,111,0,1,0,0,0,#ウヅキのチルドレンハート、武器は装備していない。
#18000654,浅葱,10023000,110,129,7,1,18000654,0,10260184,111,0,2,0,9d69,1,#ネコマタ藍のチルドレンハート、クリア後に表示される。
#18000655,みやびな薬師,10017000,39,41,0,1,18000655,0,18000655,111,0,1,0,0,0,#みやびくじ♂NPC
#18000656,みやびな牛車,10017000,42,39,2,1,18000656,1,16070000,111,0,1,0,0,0,#騎乗ペットのPICT
#18000657,浅葱,10017000,38,41,7,1,18000657,0,10260172,111,0,2,0,9d70,1,#ネコマタ藍のみやびハート
#18000658,守護魔 ウヅキ,10025000,97,121,1,1.04,18000658,0,18000576,111,0,2,0,9d69,0,#PICTCHANGEで武器持ち／武器持ち別カラーに変身
#18000659,ダーデン,10025000,101,114,2,1,18000659,0,18000659,111,0,2,0,9d67,1,#ウヅキくじ♂NPC。ダメージバージョン
#18000660,ドリス,10025000,101,113,2,1,18000660,0,18000660,111,0,2,0,9d67,1,#ウヅキくじ♀NPC。ダメージバージョン
#18000661,　,10025000,100,113,6,1,18000661,0,10136000,111,0,2,0,9d69,1,#ダーデンとドリスのペットとなった白狼。
#18000662,ダーデン,10025000,125,183,4,1,18000662,0,18000662,111,0,2,0,9d71,1,#ウヅキくじ♂NPC
#18000663,ドリス,10025000,126,183,4,1,18000663,0,18000663,111,0,2,0,9d71,1,#ウヅキくじ♀NPC
#18000664,　,10025000,126,178,4,1,18000664,0,10139000,111,0,2,0,9d72,1,#ローキー。PICTCHANGEでローキー アルマに変身
#18000665,　,10025000,125,176,0,1,18000665,0,10260172,111,0,2,0,9d72,1,#ネコマタ藍のみやびハート
#18000666,　,10025000,125,165,0,1,18000666,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身。窪地の12時方向
#18000667,　,10025000,129,169,0,1,18000667,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000668,　,10025000,133,173,2,1,18000668,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000669,　,10025000,136,178,2,1,18000669,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000670,　,10025000,127,177,4,1,18000670,0,10130000,111,0,2,0,9d73,1,"#ローキー。クライマックスイベントのトリガー。クリック後、133,183（窪地の4時方向）へ移動"
#18000671,　,10025000,126,177,3,1,18000671,0,10130000,111,0,2,0,9d73,1,"#ローキー。クライマックスイベントのトリガー。クリック後、129,187（窪地の5時方向）へ移動"
#18000672,　,10025000,126,178,2,1,18000672,0,10130000,111,0,2,0,9d73,1,"#ローキー。クライマックスイベントのトリガー。クリック後、125,191（窪地の6時方向）へ移動"
#18000673,　,10025000,121,187,4,1,18000673,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000674,　,10025000,118,183,6,1,18000674,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000675,　,10025000,114,178,6,1,18000675,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
#18000676,　,10025000,118,173,6,1,18000676,1,18000359,111,0,2,0,9d73,1,#透明NPC。PICTCHANGEでローキーに変身
