#NPCID,コメント,上半身(ATTR),下半身,靴,顔,髪型,帽子,髪飾りＵＰ,髪飾り左側,髪飾り右側,髪飾りＤＯＷＮ,顔飾り,右すね,肩パット右,肩パット左,胸アクセ,右手握り,左手甲,背負い,左すね,右足甲,しっぽ,付け髪ＵＰ,付け髪左サイド,付け髪右サイド,付け髪ＤＯＷＮ,右手甲,左足甲,左手握り,腰,腰追加分s26,エフェクト,タイツ,攻撃エフェクトID,トレイルエフェクトＩＤ,下半身１,下半身2,下半身3,
11002483,悩める男,00_00_21_03,00_26_56_02,00_09_130_00,00_02_03_01,00_03_58_09,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,00_25_03_00,
11002484,さらに悩める男,04_00_45_00,04_26_08_00,04_09_07_09,04_02_03_01,04_03_06_72,,,,,,,,null,null,,,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,null,null,04_25_03_00,
11002486,ケット?シーが気になる女,03_00_1123_00,,03_09_109_00,03_02_50_00,03_03_62_60,03_05_16_00,,,,,,,null,null,03_08_69_00,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_00_56,03_24_00_56,null,
11002757,フシギな雰囲気の男の子,4080_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002802,ダン,04_00_1161_00,04_26_66_00,04_09_27_00,04_02_03_01,04_03_19_12,,,,,,04_07_26_50,,,,,04_12_09_00,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,null,null,04_25_00_32,
#エンシェントアーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002805,A,04_00_1208_00,04_23_43_00,,04_02_60_00,04_03_107_81,,,,,,04_07_53_00,,,,,,,04_18_62_09,,,04_21_00_02,,,,,,,,,,,,,,null,null,null,
11002806,B,02_00_1194_00,02_23_46_09,,02_02_50_00,02_03_137_10,02_05_145_00,,,,,,,,,,,,02_18_59_14,,,,02_04_98_10,,,,,,,,,,,,,null,null,null,
11002807,C,01_00_1203_09,01_23_36_09,,01_02_40_00,01_03_68_22,,,,,,01_07_07_50,,,,,,,,,,,01_04_67_22,,,,,,,01_18_71_50,,,,,,null,null,null,
11002808,D,07_00_1189_00,07_23_33_00,,07_02_06_13,07_03_135_25,,,,,,07_07_41_00,,,,,,,,,,,,,,,,,,07_18_70_00,,,,,,null,null,null,
11002809,A裸,04_00_00_00,04_00_00_00,,04_02_60_00,04_03_107_81,,,,,,04_07_53_00,,,,,,,04_18_62_09,,,04_21_00_02,,,,,,,,,,,,,,04_01_00_00,04_24_00_00,04_25_00_00,
#ＳＡＧＡ12-3関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002948,謎の男,00_00_34_00,00_26_04_51,00_09_71_00,00_02_41_00,00_03_10_00,00_05_07_09,,,,,00_07_04_00,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_01_00,
#飛空城関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002958,タイタニア商人♀,4077_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002959,タイタニア商人♀,4077_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002960,DEM,06_00_17_53,06_26_14_50,06_23_30_00,06_02_06_01,06_03_107_80,,,,,,06_07_41_00,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11002961,DEM,07_00_1139_00,07_23_33_00,,07_02_06_21,07_03_143_81,,07_04_101_81,,,,07_07_41_00,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11002962,DEM,07_00_1203_09,07_23_36_09,,07_02_06_14,07_03_145_28,,,,,,07_07_41_00,,,,,07_12_20_50,,,,,,,,,,,,,,,,,,,null,null,null,
#開拓村用NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002965,アナイス,05_00_1084_00,05_26_08_53,05_09_07_03,05_02_02_24,05_03_32_61,,05_06_03_10,,,,,null,null,null,,,,05_18_04_00,null,,05_21_00_00,,,,,,,,,,,29,,,05_01_03_29,03_24_00_29,05_25_03_29,
11002967,マルコ,02_00_36_14,02_26_05_53,02_09_01_00,02_02_00_00,02_03_10_12,02_05_21_00,,,,,02_07_40_00,,null,null,02_08_52_00,02_13_08_00,,02_18_03_00,null,,,,,,,,,,02_18_07_51,,,,,,null,null,,
11002969,ジュリア,03_00_99_53,03_26_48_01,03_09_58_50,03_02_01_24,03_03_28_62,03_05_16_00,03_06_148_09,,,,,,null,null,,,,03_18_03_00,,,,,,,,,,,,,,5,,,05_01_03_05,03_24_00_05,03_25_03_05,
11002991,ソル,06_00_1153_00,06_26_73_00,06_09_106_00,06_02_06_02,06_03_24_80,,,,,,06_07_41_00,null,null,null,06_08_15_00,06_17_25_50,null,,null,,,,,,,null,,null,06_18_18_00,,,,,,null,06_24_02_07,06_25_01_07,
11002993,ルナ,07_00_63_00,07_26_63_00,07_09_148_00,07_02_06_00,07_03_145_80,,,,,,07_07_41_00,,,,07_08_21_10,,,,,,,07_05_19_80,,,,,,,07_18_54_09,,,,,,07_01_00_07,07_24_00_07,07_25_01_07,
#師弟システムNPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002995,天戒,4025_00_00_00,,,,,,,,,,,,,,,4025_04_00_00,,,,,,,,,,,,,,,,,,,,,,
11002996,一吾,00_00_1147_00,00_26_04_50,00_09_05_00,00_02_42_00,00_03_02_05,00_06_25_08,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_02_00,
#開拓村用NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002997,ゲンバー,00_00_50_00,00_26_13_00,00_09_03_50,00_02_03_03,00_03_10_51,00_05_28_00,null,null,null,null,00_07_38_00,null,null,null,,,,,null,,,null,,,,,,,,,,,,,null,null,00_25_02_00,
11002998,ゲンバー,00_00_50_00,00_26_13_00,00_09_03_50,00_02_03_03,00_03_10_51,00_05_28_00,null,null,null,null,00_07_38_00,null,null,null,,01_12_16_00,,,null,,,null,,,,null,,,,,,,,,null,null,00_25_02_00,
11002999,プリス,01_00_1234_00,,01_09_02_00,01_02_03_04,01_03_03_06,,01_06_137_00,,,,,,null,null,,,,,,,,,,,,,,,,,,22,,,01_01_00_00,01_24_00_00,01_25_01_00,
11003001,コロナ,4083_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003003,ルシェド,04_00_05_50,04_26_71_00,04_09_116_00,04_02_60_00,04_03_132_10,,,,,,04_07_53_00,,null,null,,,,04_18_04_00,null,,04_21_00_00,,,,,,,,04_18_38_00,,,,,,null,null,04_25_01_00,
11003004,ノルン,03_00_34_54,,03_09_131_04,03_02_01_04,03_03_130_60,03_05_16_00,,,,,,,null,null,03_08_65_00,,,03_18_03_00,,,,,,,,,,,03_18_69_00,,,91,,,03_01_00_91,03_24_00_91,03_25_01_91,
11003007,マリー,4082_00_00_01,,,,,00_05_16_00,,,,,,,,,,,,03_18_03_00,,,,,,,,,,,,,,,,,,,,
#ファーム用NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003012,収穫ＢＯＸ,5122_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003013,かかし,5121_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#くじアイテム交換NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003014,染色娘,01_00_1002_00,,01_09_20_01,01_02_01_04,01_03_71_09,,01_06_148_00,,,,,,null,null,,01_16_08_00,,,,,,,,,,null,,,,,,,,,01_01_00_48,01_24_00_48,01_25_05_48,
11003015,ティタ,03_00_106_00,,03_09_67_00,03_02_92_00,03_03_92_00,03_05_145_00,,,,,,,null,null,,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_00_00,03_24_00_00,03_25_01_00,
#釣り関連NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003064,流れの釣具屋,01_00_1209_00,01_26_56_02,01_09_119_01,01_02_40_00,01_03_36_72,,,,,,,,null,null,,01_14_28_00,,,,,,,,,,,,,01_18_18_01,,,,,,null,null,01_25_03_00,
11003065,釣具屋店員,01_00_1161_03,01_26_02_52,01_09_03_52,01_02_40_00,01_03_44_50,,,,,,01_07_11_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,01_24_01_00,01_25_00_00,
#SAGA14-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003149,デミス,06_00_38_58,06_23_05_50,null,06_02_06_00,06_03_17_70,,,,,,,,06_20_03_54,06_20_03_54,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003173,？？？,06_00_11_50,06_23_05_51,null,06_02_06_20,06_03_17_80,,,,,,,,06_20_06_50,06_20_06_50,,06_10_12_00,,,,,,,,,,null,,,,,,,,,null,null,null,
#釣り関連NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003180,釣具屋店員,04_00_1319_00,,04_09_27_00,04_02_02_00,04_03_120_52,,,,,,04_07_68_00,,null,null,,04_14_29_00,,04_18_04_00,,,04_21_00_00,,,,,null,,,04_18_79_00,,,,,,null,null,04_25_04_00,
11003181,釣具屋店員,00_00_00_00,null,00_01_02_01,00_02_00_04,00_03_33_10,00_06_77_00,null,null,null,null,00_07_84_00,,,,,00_14_35_00,,,,,,null,null,null,null,null,,null,00_18_79_00,,,,,,null,null,null,
11003182,釣具屋店員,01_00_1108_50,,01_09_148_00,01_02_00_13,01_03_158_50,,01_06_200_00,,,,01_07_14_00,,null,null,,01_14_31_00,,,,,,,,,,,,,01_18_78_01,,,,,,01_01_00_07,01_24_00_07,01_25_01_07,
11003183,釣具屋店員,05_00_1048_50,05_26_60_00,05_09_05_50,05_02_02_01,05_03_169_80,,,,,,,,null,null,,05_14_30_00,,05_18_04_00,,,05_21_00_00,,,,,null,,,05_18_78_00,,,,,,05_01_00_00,05_24_00_00,05_25_02_00,
#DEMパーツ用NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003212,ＤＥＭ－ＦＧ５５１０,06_30_34_00,06_33_34_00,06_32_34_00,06_31_34_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,3022,null,null,null,
11003213,ＤＥＭ－ＡＡ６５３０,06_30_25_00,06_33_25_00,06_32_25_00,06_31_25_00,,,,,,,,,,,,06_38_25_00,null,06_34_25_00,,,,,,,,null,,null,,,,,,,null,null,null,
11003214,ＤＥＭ－ＩＭ５１００,06_30_33_00,06_33_33_00,06_32_33_00,06_31_33_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003215,ＤＥＭ－ＳＰ４２１０,06_30_22_00,06_33_22_00,06_32_22_00,06_31_22_00,,,,,,,,,,,,06_38_22_00,,06_34_22_00,,,,,,,,,,,,,,,,3020,null,null,null,
11003229,クレア,01_00_38_58,01_26_67_09,01_09_07_09,01_02_42_00,01_03_37_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_96,01_24_00_96,01_25_00_96,
11003232,ＤＥＭ－ＮＦ９０００,07_00_1177_00,,,07_02_06_12,07_03_180_80,,,,,,07_07_41_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
#モーション確認NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003248,ウッチ,00_00_1063_00,00_26_03_00,00_09_28_50,00_02_03_04,00_03_02_50,,,,,,00_07_12_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,00_24_02_00,00_25_02_00,
11003249,オッチ,01_00_1063_15,01_26_02_50,01_09_22_53,01_02_03_03,01_03_02_50,,,,,,01_07_12_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,01_24_01_00,01_25_02_00,
#SAGA15-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003308,マルク,06_00_1024_00,06_23_14_00,null,06_02_06_20,06_03_23_08,,,,,,06_07_41_00,null,,,,06_16_10_00,,,null,,,,,,,,,,,,,,,,null,null,null,
11003310,ザナフ,00_00_02_41,00_23_01_50,null,00_02_03_01,00_03_06_24,,,,,,00_07_38_00,null,,,00_08_16_00,,,,null,,,,,,,,,,,,,,,,null,null,null,
#ウェストー開拓地関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003316,運び屋マックス,00_00_1028_02,00_23_78_01,,00_02_00_03,00_03_12_10,,,,,,00_07_12_00,,,,,,,,,,,,,,,,,,00_18_18_02,,,,,,null,null,null,
#アクロニア丘陵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003319,レンバー,00_00_50_50,00_26_14_50,00_09_03_50,00_02_03_03,00_03_10_51,00_05_28_01,null,null,null,null,00_07_38_00,null,null,null,,,,,null,,,null,,,,,,,,,,,,,null,null,00_25_02_00,
#ウェストー開拓地関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003322,鑑定士見習い,00_00_37_50,00_26_56_02,00_09_05_51,00_02_0105_04,00_03_23_10,,,,,,,,,,,00_16_03_00,,,,,,,,,,null,,,,,,,,,null,null,00_25_02_00,
11003325,新聞記者,04_00_107_00,04_26_25_51,04_09_07_00,04_02_0106_02,04_03_10_30,04_05_02_52,null,null,null,null,04_07_73_00,,,,,00_12_51_00,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,null,04_24_02_01,04_25_03_01,
11003327,海に入った人,00_00_00_00,,,00_02_03_02,00_03_99_10,,,,,,,,,,,00_14_35_00,null,,,,,,,,,,,,,,,,,,00_01_03_00,null,null,
11003329,フリート（ヘアサロン）,00_00_1311_00,00_26_42_50,00_09_144_00,00_02_0108_02,00_03_205_22,,,,,,,,,,,,,,,,,,,,,,,,00_18_48_00,,,,,,null,null,00_25_03_15,
11003331,ファス（ヘアサロン関連）,01_00_1108_50,,01_09_145_00,01_02_0107_02,01_03_207_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_96,01_24_00_96,01_25_01_96,
11003332,ファス（ヘアサロン関連PICTCHANGE用）,01_00_1108_50,,01_09_145_00,01_02_0107_02,01_03_200_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_96,01_24_00_96,01_25_01_96,
11003335,ロコ（雑貨屋関連）,02_00_1309_00,02_23_86_00,,02_02_0109_08,02_03_185_81,02_05_16_00,,,,,,,,,,,,02_18_03_00,,,,,,,,,,,,,,,,,null,null,null,
#アクトキューブ製造マシン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003336,アクトキューブ製造機＜条件＞,5502_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003337,アクトキューブ製造機＜行動＞,5502_00_00_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#魔法のスタイリスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003341,魔法のスタイリスト,4036_00_00_00,,,4036_02_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#リサイクル関連,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003342,リサイクル装置,5127_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003343,リサイクル装置（ゲージMAX）,5128_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SAGA16関連仮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003359,氷,4084_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003360,透明,1592_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SAGA16関連追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003361,ヤンキー被れな男,00_00_1028_00,00_26_56_02,00_09_02_02,00_02_43_00,00_03_12_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
11003362,寒がりな女性,01_00_1035_00,,01_09_79_00,01_02_60_00,01_03_05_50,01_05_01_35,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,01_01_00_50,01_24_00_50,null,
11003363,うらやむ青年,00_00_21_31,00_26_03_51,00_09_03_52,00_02_11_00,00_03_18_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
11003364,ゲイツ,00_00_1070_00,,null,00_02_42_00,00_03_51_11,00_05_28_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,null,
11003365,ザッキー,00_00_84_50,00_26_07_54,00_09_01_50,00_02_42_00,00_03_33_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,null,
11003390,ゲン,00_00_1114_00,00_26_70_00,00_09_02_02,00_02_42_00,00_03_41_05,00_05_28_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003391,リヴ,01_00_1043_00,null,null,01_02_60_00,01_03_05_50,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003392,アンジェラ,01_00_1043_00,null,null,01_02_60_00,01_03_37_10,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003374,ケットシー,2045_00_00_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003375,ケットシー,2045_00_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003376,ドーロ,04_00_1204_01,04_23_42_01,,04_02_02_00,04_03_45_09,,,,,,04_07_23_00,,null,null,,,,04_18_04_00,,,04_21_00_00,,,,,04_11_14_00,,,04_18_07_00,,,,,,null,null,null,
11003377,コッソ,00_00_1100_00,00_23_19_00,,00_02_00_12,00_03_58_52,,,,,,00_07_23_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003382,交渉する冒険者,00_00_106_00,00_26_44_00,00_09_23_00,00_02_42_00,00_03_50_01,00_05_40_00,,,,,,,,,,,,00_18_02_00,,,,,,,,,,,,,,,,,,00_24_02_00,00_25_01_00,
11003384,ケットシー,2045_00_00_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003386,ティル,00_00_1120_00,00_23_27_00,,00_02_01_00,00_03_203_10,,,,,,00_07_53_00,,null,null,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003387,フラー,01_00_56_50,,01_09_27_50,01_02_0107_12,01_03_212_19,,01_06_203_02,,,,,,null,null,,,,,,,,,,,,,,,01_18_35_00,,,,,,01_01_07_00,01_24_07_00,01_25_01_00,
11003388,フォルセティ,00_00_1111_00,00_23_24_00,,00_02_0107_09,00_03_213_80,,00_05_117_00,,,,,,null,null,,00_15_32_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003389,グネー,01_00_1112_00,,01_09_101_00,01_02_0108_10,01_03_222_01,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,01_01_00_47,01_24_00_47,01_25_03_47,
#11003397,宿屋,00_1105_00,,23_01_51_00,02_00_00,03_03_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_01_00_00,00_24_00_00,00_25_00_00,
11003404,ケットシー,2045_00_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,
11003438,研究員,00_00_1040_00,00_26_15_50,00_09_07_09,00_02_00_02,00_03_79_81,,,,,,00_07_26_00,null,null,null,,,,,null,,,,,,,,,,,,,,,,null,null,null,
#イリスカードNEO　スロット開放追加NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003448,灰のコルチカの妹分,01_00_54_00,01_26_09_00,01_09_22_00,01_02_40_00,01_03_03_04,,,01_06_71_00,,,,,,,01_08_43_00,01_12_15_00,,,,,,,,,,,,,01_18_07_54,,,,,,null,01_24_02_00,01_25_02_00,
11003449,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_50_00,03_03_13_60,03_05_16_00,,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003450,灰のコルチカの妹分,05_00_54_00,05_26_09_00,05_09_22_00,05_02_91_00,05_03_02_11,,,05_06_71_00,,,,,,,05_08_43_00,05_12_15_00,,05_18_04_00,,,05_21_00_00,,,,,,,,05_18_07_54,,,,,,null,05_24_02_00,05_25_02_00,
11003451,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_51_00,03_03_00_60,03_05_16_00,,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003452,灰のコルチカの妹分,05_00_54_00,05_26_09_00,05_09_22_00,05_02_60_00,05_03_30_10,,,05_06_71_00,,,,,,,05_08_43_00,05_12_15_00,,05_18_04_00,,,05_21_00_00,,,,,,,,05_18_07_54,,,,,,null,05_24_02_00,05_25_02_00,
11003453,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_50_00,03_03_32_62,03_05_16_00,03_04_46_62,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003454,灰のコルチカの妹分,01_00_54_00,01_26_09_00,01_09_22_00,01_02_42_00,01_03_36_10,,,01_06_71_00,,,,,,,01_08_43_00,01_12_15_00,,,,,,,,,,,,,01_18_07_54,,,,,,null,01_24_02_00,01_25_02_00,
11003455,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_52_00,03_03_57_62,03_05_16_00,,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003456,灰のコルチカの妹分,05_00_54_00,05_26_09_00,05_09_22_00,05_02_61_00,05_03_13_71,,,05_06_71_00,,,,,,,05_08_43_00,05_12_15_00,,05_18_04_00,,,05_21_00_00,,,,,,,,05_18_07_54,,,,,,null,05_24_02_00,05_25_02_00,
11003457,灰のコルチカの妹分,01_00_54_00,01_26_09_00,01_09_22_00,01_02_42_00,01_03_49_71,,,01_06_71_00,,,,,,,01_08_43_00,01_12_15_00,,,,,,01_04_54_71,,,,,,,01_18_07_54,,,,,,null,01_24_02_00,01_25_02_00,
11003458,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_50_00,03_03_47_60,03_05_16_00,,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003459,灰のコルチカの妹分,05_00_54_00,05_26_09_00,05_09_22_00,05_02_60_00,05_03_82_10,,,05_06_71_00,,,,,,,05_08_43_00,05_12_15_00,,05_18_04_00,,,05_21_00_00,05_04_66_10,,,,,,,05_18_07_54,,,,,,null,05_24_02_00,05_25_02_00,
11003460,灰のコルチカの妹分,01_00_54_00,01_26_09_00,01_09_22_00,01_02_40_00,01_03_40_09,,,01_06_71_00,,,,,,,01_08_43_00,01_12_15_00,,,,,,,,,,,,,01_18_07_54,,,,,,null,01_24_02_00,01_25_02_00,
11003461,灰のコルチカの妹分,03_00_54_00,03_26_09_00,03_09_22_00,03_02_50_00,03_03_62_60,03_05_16_00,,03_06_71_00,,,,,,,03_08_43_00,03_12_15_00,,03_18_03_00,,,,,,,,,,,03_18_07_54,,,,,,null,03_24_02_00,03_25_02_00,
11003588,考古学者,00_00_1153_00,00_26_73_00,00_09_156_00,00_02_00_03,00_03_250_51,,,,,,00_07_73_00,,,,,,,,,,,,,,,,,,00_18_25_00,,,,,,null,00_24_02_00,null,
11003589,助手,01_00_1099_00,01_26_73_00,01_09_156_00,01_02_00_13,01_03_34_22,,,,,,,,,,,,,01_18_02_00,,,,,,,,,,,,,,,,,null,01_24_02_00,null,
# SAGA17 賑やかしNPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003596,賑やかしショップテスト,00_00_71_00,00_26_05_53,00_09_07_09,00_02_70_00,null,null,null,,,,,,,,,,,,,,,,,,,,,,00_18_07_57,,,,,,null,null,null,
11003608,ハリソン,02_00_1096_01,02_26_05_00,02_09_65_00,02_02_03_01,02_03_79_70,02_05_16_00,,,,,,,,,,,,02_18_56_00,,,,,,,,,,,,,,,,,null,null,null,
11003609,フォード,01_00_1027_00,01_23_86_00,,01_02_0203_14,01_03_47_27,,,,,01_06_12_52,,,,,,,01_11_47_00,,,,01_21_05_51,,,,,01_11_46_00,,,,,,,,,null,null,null,
11003610,苦悩する男,02_00_1096_01,02_26_05_00,02_09_65_00,02_02_03_01,02_03_79_70,02_05_16_00,,,,,02_07_11_00,,,,,,,02_18_56_00,,,,,,,,,,,,,,,,,null,null,null,
11003611,凄腕の戦士,00_00_44_50,00_23_06_50,,00_02_61_00,00_03_68_22,,,,,,,,,,,00_10_90_00,,,,,,,,,,,,,,,,,,,null,null,null,
11003612,赤髪の女戦士,05_00_13_00,05_23_03_55,,05_02_61_00,05_03_60_70,,,,,,,,,,,05_10_35_00,,05_18_61_00,,,,,,,,,,,,,,,,,null,null,null,
11003613,さすらいのホークアイ兄さん,02_00_1246_00,02_23_48_00,null,02_02_50_00,02_03_25_62,,,,,,,,,,,02_17_46_00,,02_18_59_00,,,,,,,,,,,,,,,,,00_01_00_00,null,null,
11003614,気弱なＤＥＭ,07_00_40_00,,,07_02_06_03,07_03_80_82,,,,,,,,,,,07_38_01_00,,,,,,,,,,,,,,,,,,,null,null,07_25_04_09,
11003615,旅慣れたハーヴェスト兄さん,00_00_1252_00,,00_23_58_00,00_02_41_00,00_03_01_05,,,,,,,,,,,00_12_13_00,,,,,,,,,,,,,,,,,,,00_01_00_00,null,null,
11003616,親方っぽい探検家,00_00_43_00,00_26_09_50,00_09_19_00,00_02_40_00,00_03_04_04,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,00__01_00_00,00_24_02_00,00_25_02_00,
11003617,心配性な探検家,00_00_43_00,00_26_09_50,00_09_19_00,00_02_43_00,00_03_03_03,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,00__01_00_00,00_24_02_00,00_25_02_00,
11003618,親切な探検家,00_00_43_00,00_26_09_50,00_09_19_00,00_02_52_00,00_03_02_05,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,00__01_00_00,00_24_02_00,00_25_02_00,
11003619,気が強い女探険家,01_00_55_00,01_26_08_56,01_23_01_51,01_02_01_02,01_03_47_25,,,,,,,,,,,01_16_03_00,,01_18_20_00,,,,,,,,,,,,,,,,,null,null,null,
11003620,寂しがりやな女探検家,01_00_55_00,01_26_08_56,01_23_01_50,01_02_00_00,01_03_45_22,,,,,,,,,,,01_16_03_00,,01_18_20_00,,,,,,,,,,,,,,,,,null,null,null,
11003621,熟練な女探検家,01_00_55_00,01_26_08_56,01_23_01_50,01_02_42_00,01_03_62_62,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,null,null,null,
11003622,食料が尽きた女探検家,01_00_55_00,01_26_08_56,01_23_01_50,01_02_60_00,01_03_55_62,,,,,,,,,,,00_16_03_00,,00_18_20_00,,,,,,,,,,,,,,,,,null,null,null,
