#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
25082,68400082,3,▲人間系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜人間系キラー（１０）＞$R対象が人間の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7203,0,0,1,10,0,0
25100,68400100,3,▲鳥系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜鳥系キラー（２）＞$R対象が鳥の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7204,0,0,2,2,0,0
25101,68400101,3,▲鳥系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜鳥系キラー（６）＞$R対象が鳥の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7204,0,0,2,6,0,0
25102,68400102,3,▲鳥系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜鳥系キラー（１０）＞$R対象が鳥の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7204,0,0,2,10,0,0
25120,68400120,3,▲動物系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜動物系キラー（２）＞$R対象が動物の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7205,0,0,3,2,0,0
25121,68400121,3,▲動物系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜動物系キラー（６）＞$R対象が動物の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7205,0,0,3,6,0,0
25122,68400122,3,▲動物系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜動物系キラー（１０）＞$R対象が動物の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7205,0,0,3,10,0,0
25140,68400140,3,▲植物系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜植物系キラー（２）＞$R対象が植物の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7206,0,0,0,2,0,0
25141,68400141,3,▲植物系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜植物系キラー（６）＞$R対象が植物の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7206,0,0,0,6,0,0
25142,68400142,3,▲植物系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜植物系キラー（１０）＞$R対象が植物の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7206,0,0,0,10,0,0
25160,68400160,3,▲岩系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜岩系キラー（２）＞$R対象が岩の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7207,0,0,9,2,0,0
25161,68400161,3,▲岩系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜岩系キラー（６）＞$R対象が岩の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7207,0,0,9,6,0,0
25162,68400162,3,▲岩系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜岩系キラー（１０）＞$R対象が岩の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7207,0,0,9,10,0,0
25180,68400180,3,▲昆虫系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜昆虫系キラー（２）＞$R対象が昆虫の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7208,0,0,4,2,0,0
25181,68400181,3,▲昆虫系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜昆虫系キラー（６）＞$R対象が昆虫の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7208,0,0,4,6,0,0
25182,68400182,3,▲昆虫系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜昆虫系キラー（１０）＞$R対象が昆虫の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7208,0,0,4,10,0,0
25200,68400200,3,▲水中生物系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜水中生物系キラー（２）＞$R対象が水中生物の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7209,0,0,7,2,0,0
25201,68400201,3,▲水中生物系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜水中生物系キラー（６）＞$R対象が水中生物の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7209,0,0,7,6,0,0
25202,68400202,3,▲水中生物系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜水中生物系キラー（１０）＞$R対象が水中生物の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7209,0,0,7,10,0,0
25220,68400220,3,▲精霊?マリオネットキラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜精霊?マリオネットキラー（２）＞$R対象が精霊?マリオネットの場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7210,0,0,10,2,0,0
25221,68400221,3,▲精霊?マリオネットキラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜精霊?マリオネットキラー（６）＞$R対象が精霊?マリオネットの場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7210,0,0,10,6,0,0
25222,68400222,3,▲精霊?マリオネットキラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜精霊?マリオネットキラー（１０）＞$R対象が精霊?マリオネットの場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7210,0,0,10,10,0,0
25240,68400240,3,▲魔法生物系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法生物系キラー（２）＞$R対象が魔法生物の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7211,0,0,5,2,0,0
25241,68400241,3,▲魔法生物系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法生物系キラー（６）＞$R対象が魔法生物の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7211,0,0,5,6,0,0
25242,68400242,3,▲魔法生物系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法生物系キラー（１０）＞$R対象が魔法生物の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7211,0,0,5,10,0,0
25260,68400260,3,▲機械系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜機械系キラー（２）＞$R対象が機械の場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7212,0,0,8,2,0,0
25261,68400261,3,▲機械系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜機械系キラー（６）＞$R対象が機械の場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7212,0,0,8,6,0,0
25262,68400262,3,▲機械系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜機械系キラー（１０）＞$R対象が機械の場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7212,0,0,8,10,0,0
25280,68400280,3,▲アンデッド系キラー（２）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アンデッド系キラー（２）＞$R対象がアンデッドの場合$Rダメージを上昇させる$R上昇量は２$R※このスキルは習得しただけで$R　効果を発揮することができる,7213,0,0,11,2,0,0
25281,68400281,3,▲アンデッド系キラー（６）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アンデッド系キラー（６）＞$R対象がアンデッドの場合$Rダメージを上昇させる$R上昇量は６$R※このスキルは習得しただけで$R　効果を発揮することができる,7213,0,0,11,6,0,0
25282,68400282,3,▲アンデッド系キラー（１０）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アンデッド系キラー（１０）＞$R対象がアンデッドの場合$Rダメージを上昇させる$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7213,0,0,11,10,0,0
25300,68400300,3,▲狩猟強化（専）,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜狩猟強化＞$R主人がペイシェントボディ、$Rレイジアバウト、$Rエンミティーロア、$Rグリッターボディ$Rを取得?使用した際に$R一部の効果を上昇させる,7214,1,0,0,0,0,0
25340,68400340,3,▲物理防御（％）上昇,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜物理防御（％）上昇＞$R物理防御力（％）が上昇する$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7222,0,0,10,0,0,0
25341,68400341,3,▲魔法防御（％）上昇,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜魔法防御（％）上昇＞$R魔法防御力（％）が上昇する$R上昇量は１０$R※このスキルは習得しただけで$R　効果を発揮することができる,7223,0,0,10,0,0,0
25342,68400342,3,▲物理防御（％）上昇?改,110,0,0,0,0,0,0,0,0,0,0,0,9,1,＜物理防御（％）上昇?改＞$R物理防御力（％）が上昇する$R上昇量は２０$R※このスキルは習得しただけで$R　効果を発揮することができる,7222,0,0,20,0,0,0
25343,68400343,3,▲魔法防御（％）上昇?改,110,0,0,0,0,0,0,0,0,0,0,0,9,1,＜魔法防御（％）上昇?改＞$R魔法防御力（％）が上昇する$R上昇量は２０$R※このスキルは習得しただけで$R　効果を発揮することができる,7223,0,0,20,0,0,0
#既存ペットスキルスキル,,,,,,,,,,,,,,,,,,,,,,,,,
30000,68310000,2,▲ヒーリング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ヒーリング＞$R対象のＨＰを回復する,6821,1,0,0,0,0,0
30001,68310001,2,▲アタック?バースト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アタック?バースト＞$R一定時間$R物理最大攻撃力を上昇させる,6412,1,0,0,0,0,0
30002,68310002,2,▲コンセントレート,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜コンセントレート＞$R一定時間$R近距離命中率を上昇させる,6413,1,0,0,0,0,0
30003,68310003,2,▲クリティカル,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クリティカル＞$R一定時間$Rクリティカル力を上昇させる,6416,1,0,0,0,0,0
30004,68310004,2,▲応援,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜応援＞$R一定時間$R最小物理攻撃力を上昇させる,6420,1,0,0,0,0,0
30005,68310005,2,▲クリティカルアシスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クリティカルアシスト＞$R対象の次の攻撃が$Rクリティカルになる,6422,1,0,0,0,0,0
30006,68310006,2,▲リヴァイブ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜リヴァイブ＞$R戦闘不能になったとき$R稀に生き返る,6424,1,0,0,0,0,0
30007,68310007,2,▲ディフェンス?バースト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディフェンス?バースト＞$R一定時間$R物理防御と$R魔法防御を上昇させる,6414,1,0,0,0,0,0
30008,68310008,2,▲ディレイキャンセル,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディレイキャンセル＞$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る,6429,1,0,0,0,0,0
30009,68310009,2,▲アサルト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アサルト＞$R守りを考えずに襲い掛かる$R効果時間中の$Rクリティカル率上昇、防御率低下,6430,1,0,0,0,0,0
30010,68310010,2,▲ラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ラッシュ＞$R３回の連続攻撃を行う,6431,1,0,0,0,0,0
30011,68310011,2,▲マジックリベレイション,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックリベレイション＞$R範囲内の対象の魔法命中を$R上昇させる,6433,1,0,0,0,0,0
30012,68310012,2,▲キュアポイズン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜キュアポイズン＞$R対象の毒を回復させる,6440,1,0,0,0,0,0
30013,68310013,2,▲エリアヒール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エリアヒール＞$R自身とその周囲の対象を$R回復させる,6446,1,0,0,0,0,0
30014,68310014,2,▲ラウズボディ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ラウズボディ＞$R対象の体力を上昇させる$RＳＴＲ、ＶＩＴ、ＡＧＩが上昇する,6448,1,0,0,0,0,0
30015,68310015,2,▲マジックバリア,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックバリア＞$R自身とその周囲を対象として$R魔法防御力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6507,1,0,0,0,0,0
30016,68310016,2,▲みね打ち,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜みね打ち＞$R相手を強打して気絶させる攻撃,6609,1,0,0,0,0,0
30017,68310017,2,▲居合い,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜居合い＞$R相手に素早く命中率の高い$R斬撃を行う,6820,1,0,0,0,0,0
30018,68310018,2,▲マジックシールド,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックシールド＞$R一定時間$R対象の魔法防御力を強化する,6316,1,0,0,0,0,0
30019,68310019,2,▲エナジーバリア,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エナジーバリア＞$R自身とその周囲を対象として$R防御力を上昇させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6610,1,0,0,0,0,0
30020,68310020,2,▲ワー?クライ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ワー?クライ＞$R大声を張り上げ周囲の敵に$Rスタン判定を与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6315,1,0,0,0,0,0
30021,68310021,2,▲デッドリーアタック,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜デッドリーアタック＞$R対象の丹田を貫く一撃を与える$R稀に硬直させる,6639,1,0,0,0,0,0
30022,68310022,2,▲ルミナリィノヴァ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ルミナリィノヴァ＞$R対象の周囲に大規模な$Rエナジー爆破を起こす$R一定確率で持続ダメージを与える,6630,1,0,0,0,0,0
30023,68310023,2,▲スタンブロウ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スタンブロウ＞$R相手の腕を殴り$R一定確率でスタンさせる,6314,1,0,0,0,0,0
30024,68310024,2,▲バーストショット,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バーストショット＞$R対象に対して３点射攻撃を行う$R一定確率で対象の攻撃命中率を$R下げることが出来る,6614,1,0,0,0,0,0
30025,68310025,2,▲ラウドソング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ラウドソング＞$R放射状範囲に音波攻撃を行う$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6634,1,0,0,0,0,0
30026,68310026,2,▲クロスクレスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜クロスクレスト＞$R対象に十字をかたどるように$R５発の弾丸を撃ち込む,6618,1,0,0,0,0,0
30027,68310027,2,▲ソリッドオーラ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ソリッドオーラ＞$R指定対象を一定回数$R物理攻撃無効状態にする,6427,1,0,0,0,0,0
30028,68310028,2,▲デッドマーチ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜デッドマーチ＞$R広範囲にダメージと共に$R状態異常になる音波を発生させる$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6633,1,0,0,0,0,0
30029,68310029,2,▲カウンター,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜カウンター＞$R一定時間内に攻撃を受けた場合$R一度だけ即座に反撃を行う,6419,1,0,0,0,0,0
30030,68310030,2,▲パリィ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜パリィ＞$R一定時間内に攻撃を受けた場合$R一度だけ受け流すことが出来る,6418,1,0,0,0,0,0
30031,68310031,2,▲ゼン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ゼン＞$R通常よりＭＰを多く使用$R魔法効果アップ,6432,1,0,0,0,0,0
30032,68310032,2,▲スタミナテイク,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スタミナテイク＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＳＰとして吸収できる$R効果を与える,6441,1,0,0,0,0,0
30033,68310033,2,▲ライフテイク,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ライフテイク＞$R対象の武器に$Rその武器が与えたダメージの一部を$R持ち主がＨＰとして吸収できる$R効果を与える,6426,1,0,0,0,0,0
30034,68310034,2,▲アースクラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アースクラッシュ＞$R自分の周囲に地震を起こし$Rスタン効果のある攻撃を行う$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6620,1,0,0,0,0,0
30035,68310035,2,▲バレットダンス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バレットダンス＞$R自分の周囲の対象に弾を$R８発乱射する,6616,1,0,0,0,0,0
30036,68310036,2,▲アヴォイド?バースト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アヴォイド?バースト＞$R一定時間$R近距離回避率を上昇させる,6417,1,0,0,0,0,0
30037,68310037,2,▲セイクリッドエンブレイス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜セイクリッドエンブレイス＞$R指定範囲内にいる者を対象とし$RＨＰ大回復効果と$RＨＰ、ＭＰ、ＳＰ回復力上昇効果を$R付与させ、さらには行動不能状態$Rから蘇らせることができる$R$Rパートナープロテクト中、$R行動不能状態のパートナーを$R蘇らせることはできません,6635,1,0,0,0,0,0
30038,68310038,2,▲せ～の！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜せ～の！＞$R守りを考えず全力で斬りかかり$R防御力を無効化する一撃を与える,6624,1,0,0,0,0,0
30039,68310039,2,▲ファランクス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファランクス＞$R武器を振り回し$R自分の周囲を攻撃する$R対象は一定確率で硬直する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6642,1,0,0,0,0,0
30040,68310040,2,▲ノクシャスブラスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ノクシャスブラスト＞$R魔力を爆発させ$R自分の周囲を攻撃して弾き飛ばし$Rスタン判定を与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6437,1,0,0,0,0,0
30041,68310041,2,▲一閃,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜一閃＞$R地を這う真空波を発生させ$R間合いの外から対象を攻撃する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6625,1,0,0,0,0,0
30042,68310042,2,▲ディビリテイト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ディビリテイト＞$R対象の体力を減少させ$R物理攻撃力、近距離回避力、$R物理防御力を低下させる,6435,1,0,0,0,0,0
30043,68310043,2,▲光と風のポルカ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜光と風のポルカ＞$R自身とその周囲の対象の$R防御力と魔法防御力を上昇させる,6436,1,0,0,0,0,0
30044,68310044,2,▲ブラックウィドウ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ブラックウィドウ＞$R敵に闇の力を持つ$R魔法攻撃を行う,6506,1,0,0,0,0,0
30045,68310045,2,▲スラギッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スラギッシュ＞$R対象に対して攻撃を行い$R一定確率で対象の攻撃速度を$R下げることが出来る,6442,1,0,0,0,0,0
30046,68310046,2,▲くらえ！必殺！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜くらえ！必殺！＞$R相手を武器で強打する強力な一撃,6619,1,0,0,0,0,0
30047,68310047,2,▲ウィップラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ウィップラッシュ＞$R鞭で連続攻撃をする,6626,1,0,0,0,0,0
30048,68310048,2,▲サイクロンスティング,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サイクロンスティング＞$R直線上に居る敵に対して$R貫通する攻撃をする$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6636,1,0,0,0,0,0
30049,68310049,2,▲粉砕します！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜粉砕します！＞$R自分の周囲の敵を弾き飛ばし$Rスタン判定を与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6621,1,0,0,0,0,0
30050,68310050,2,▲モータルフィアー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜モータルフィアー＞$R対象の周りを恐怖の力で$R包み込みダメージを与える,6632,1,0,0,0,0,0
30051,68310051,2,▲バックラッシュ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バックラッシュ＞$R鞭で相手の動きを止め硬直状態にする$R同時に自分も硬直状態になる$R$R※ボスモンスターには無効,6629,1,0,0,0,0,0
30052,68310052,2,▲グラヴィティフォール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜グラヴィティフォール＞$R対象の周囲に地震を起こし$R一定確率で対象は鈍足状態になる,6434,1,0,0,0,0,0
30053,68310053,2,▲連続突き,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜連続突き＞$R連続した命中率の高い$R突き攻撃を行う,6622,1,0,0,0,0,0
30054,68310054,2,▲切り刻んであげる?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜切り刻んであげる?＞$R対象に無数の斬撃を浴びせる,6637,1,0,0,0,0,0
30055,68310055,2,▲アイシクルテンペスト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アイシクルテンペスト＞$R指定座標に氷柱を含む嵐を発生させる,6631,1,0,0,0,0,0
30056,68310056,2,▲滅,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜滅＞$R対象に一瞬で無数の斬撃を浴びせる,6606,1,0,0,0,0,0
30057,68310057,2,▲チャージアロー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜チャージアロー＞$R相手を吹き飛ばす矢を射る,6640,1,0,0,0,0,0
30058,68310058,2,▲デュアルアロー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜デュアルアロー＞$R２本連続で矢を射る,6641,1,0,0,0,0,0
30059,68310059,2,▲バラージアロー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜バラージアロー＞$R命中力を落とす代わりに複数の矢を$R矢継ぎ早に放つ,6612,1,0,0,0,0,0
30060,68310060,2,▲スキャターポイズン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜スキャターポイズン＞$R自分の周りに毒を撒く$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6611,1,0,0,0,0,0
30061,68310061,2,▲最適化,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜最適化＞$R行動の無駄を省き$R一定時間、攻撃後に素早く$R次の行動に移ることが出来る$R効果時間中はクリティカル率も上昇する,6600,1,0,0,0,0,0
30062,68310062,2,▲デフラグ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜デフラグ＞$R体の状態をチェックし$R対象のＨＰを回復する$R一定確率で対象の状態異常を$R回復することが出来る,6601,1,0,0,0,0,0
30063,68310063,2,▲ダストエクスプロージョン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ダストエクスプロージョン＞$R対象の周辺に粉塵爆発を引き起こし$Rダメージと共に命中低下を与える,6658,1,0,0,0,0,0
30064,68310064,2,▲ララバイ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ララバイ＞$R子守唄を歌い周囲の敵に$R催眠判定を与える$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6312,1,0,0,0,0,0
30065,68310065,2,▲連続投げ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜連続投げ＞$R連続で投擲を行う,6656,1,0,0,0,0,0
30066,68310066,2,▲弾けなさい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜弾けなさい！＞$R対象にミサイル攻撃を行う,6608,1,0,0,0,0,0
30067,68310067,2,▲止まりなさい！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜止まりなさい！＞$R触ると感電する光球を発射する$R一定確率で対象をスタンさせる,6607,1,0,0,0,0,0
30068,68310068,2,▲リザレクション,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜リザレクション＞$R行動不能になった対象を蘇らせる$R$Rパートナープロテクト中、$Rパートナーには使用できません,6817,1,0,0,0,0,0
30069,68310069,2,▲アイスアロー,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜アイスアロー＞$R敵に水の力を持つ魔法攻撃を行う,6818,1,0,0,0,0,0
30070,68310070,2,▲ホーリーライト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ホーリーライト＞$R敵に光の力を持つ魔法攻撃を行う,6313,1,0,0,0,0,0
30071,68310071,2,▲チャージ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜チャージ＞$R敵を弾き飛ばす攻撃をする,6317,1,0,0,0,0,0
30072,68310072,2,▲痛いの痛いの飛んでいけ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜痛いの痛いの飛んでいけ！＞$R簡単な手当てでＨＰを回復する,9175,1,0,0,0,0,0
30073,68310073,2,▲きゃっ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜きゃっ！＞$R周囲の注目をを集めて硬直を起こす$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,9173,1,0,0,0,0,0
30074,68310074,2,▲レモンどうぞ！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜レモンどうぞ！＞$R対象のＨＰを回復する,6443,1,0,0,0,0,0
30075,68310075,2,▲ファイアボール,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜ファイアボール＞$R敵に炎の力を持つ$R魔法攻撃を行う,6824,1,0,0,0,0,0
30076,68310076,2,▲エナジークロウ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜エナジークロウ＞$R対象に無属性魔法攻撃をする,6826,1,0,0,0,0,0
30077,68310077,2,▲サンダーボルト,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜サンダーボルト＞$R敵に風の力を持つ$R魔法攻撃を行う,6825,1,0,0,0,0,0
30078,68310078,2,▲マジックポイズン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜マジックポイズン＞$R魔力を利用し、対象者を$R一定確率で毒状態にする,6445,1,0,0,0,0,0
30079,68310079,2,▲旋風剣,1,0,0,0,0,0,0,0,0,0,0,0,0,0,＜旋風剣＞$R武器を振り回し$R自分の周囲を攻撃する$R$R※スキル対象が＜自分＞の$R条件でしか発動しません,6830,1,0,0,0,0,0
