#?? ID,? ??,???? ?? X,???? ?? Y,???? ?? X,???? ?? Y,??,PointName(savepoint),???? ??(1??? ???? ??),
1419,20154001,15,42,17,44,4,,0,
1420,20154001,44,42,46,44,4,,0,
1421,20155001,15,44,17,46,4,,0,
1422,20155001,44,44,46,46,4,,0,
1423,20157000,15,8,17,10,0,,0,
1424,20157000,44,8,46,10,0,,0,
1425,,,,,,,,0,
1426,,,,,,,,0,
1427,,,,,,,,0,
1428,,,,,,,,0,
1429,10059101,88,158,89,159,7,?? ??? ?,0,
1430,10059001,83,155,84,156,3,?? ?????,0,
1431,10059101,234,35,234,35,0,?? ??,0,
1432,10059100,234,35,234,35,0,?? ??,0,
1433,30200001,2,5,2,5,4,,0,
1434,30200002,2,5,2,5,4,,0,
1435,30200003,2,5,2,5,4,,0,
1436,30200004,2,5,2,5,4,,0,
1437,10059000,103,52,103,52,2,,0,
1438,10059000,101,46,101,46,1,,0,
1439,10059001,103,52,103,52,2,,0,
1440,10059001,101,46,101,46,1,,0,
1441,10059000,81,138,86,143,1,,0,
1442,10059000,92,92,95,95,6,,0,
1443,10059102,234,35,234,35,0,,0,
1444,20164000,125,125,130,130,-1,,0,
1445,10059000,97,93,97,94,2,,0,
1446,
1447,
1448,
1449,
1450,10018102,197,64,200,67,-1,
1451,10018103,197,64,200,67,-1,
1452,10018003,187,64,189,67,2,
1453,10018102,195,65,196,66,6,
1454,10018103,195,65,196,66,6,
1455,30202001,9,14,9,14,4,
1456,30201001,7,9,7,9,0,
1457,30201001,7,12,7,12,4,
1458,30203000,13,13,17,17,0,
1459,30203001,13,13,17,17,0,
1460,30203002,13,13,17,17,0,
1461,30204000,13,13,17,17,0,
1462,30204001,13,13,17,17,0,
1463,30204002,13,13,17,17,0,
1464,30205000,15,12,20,15,0,
1465,30205001,15,12,20,15,0,
1466,30205002,15,12,20,15,0,
1467,10025000,117,131,119,133,0,
1468,10022000,142,121,144,123,4,
1469,10031000,121,130,123,132,2,
1470,10014000,132,136,134,138,6,
1471,20081000,11,21,13,22,4,
1472,20081000,11,4,13,6,0,
1473,30208000,3,5,3,5,4,
1474,30206000,7,16,7,16,4,
1475,30207000,3,5,3,5,4,
1476,10031000,213,213,213,213,0,
1477,10031000,224,215,225,216,2,
1478,10031000,213,218,213,218,4,
1479,
1480,
1481,
1482,
