#,,,,,,,,,,,,,,
#アイテム設定,,家具のクライアント表示設定,家具設定,倉庫容量,靜止MotionID,使用MotionID,,,,,,,,
#ITEMID,NAME,PICTID,ＥＶＥＮＴＩＤ,タンス枠数,DEFAULTMOTION,Motion1,Motion2,Motion3,Motion4,Motion5,Motion6,Motion7,Motion8,REMARK
31132821,ポスター（11thアニバ・男性陣）,41132821,31080000,0,111,,,,,,,,,
31132822,ポスター（11thアニバ・女性陣）,41132822,31080000,0,111,,,,,,,,,
31132823,ポスター（11thアニバ・エコ坊）,41132823,31080000,0,111,,,,,,,,,
31132900,藍と菫の手作り和菓子（桜餅）,41132900,31080000,0,111,,,,,,,,,
31132901,藍と菫の手作り和菓子（柏餅）,41132901,31080000,0,111,,,,,,,,,
31133000,アンティークワゴン,41133000,31080000,0,111,,,,,,,,,
31133100,ネコマタベッド（桃）,41133100,31080000,0,111,,,,,,,,,
31133101,ネコマタベッド（緑）,41133101,31080000,0,111,,,,,,,,,
31133102,ネコマタベッド（藍）,41133102,31080000,0,111,,,,,,,,,
31133103,ネコマタベッド（山吹）,41133103,31080000,0,111,,,,,,,,,
31133104,ネコマタベッド（菫）,41133104,31080000,0,111,,,,,,,,,
31133105,ネコマタベッド（茜）,41133105,31080000,0,111,,,,,,,,,
31133106,ネコマタベッド（杏）,41133106,31080000,0,111,,,,,,,,,
31133107,ネコマタベッド（空）,41133107,31080000,0,111,,,,,,,,,
31133108,ネコマタベッド（胡桃・若菜）,41133108,31080000,0,111,,,,,,,,,
31133109,ネコマタベッド（白）,41133109,31080000,0,111,,,,,,,,,
31133110,ネコマタベッド（黒）,41133110,31080000,0,111,,,,,,,,,
31133200,ネコ脚のバスタブ,41133200,31080000,0,111,,,,,,,,,
31133300,絆のモニュメント（白）,41133300,31080000,0,111,,,,,,,,,
31133301,絆のモニュメント（茶）,41133301,31080000,0,111,,,,,,,,,
31133400,絆のベンチ（白）,41133400,31080000,0,111,,,,,,,,,
31133401,絆のベンチ（茶）,41133401,31080000,0,111,,,,,,,,,
31133500,絆の小道,41133500,31080000,0,111,,,,,,,,,
31133600,手動式カキ氷機,41133600,31133600,0,111,622,,,,,,,,
31133601,手動式カキ氷機☆,41133601,31133600,0,111,622,,,,,,,,
31133700,てんびん座のおおきなはかり,41133700,31080000,0,111,,,,,,,,,
31133701,てんびん座のおおきなはかり☆,41133701,31080000,0,111,,,,,,,,,
31133800,ぶた蚊取り線香,41133800,31070000,0,111,622,,,,,,,,
31133801,ぶた蚊取り線香☆,41133801,31070000,0,111,622,,,,,,,,
31133900,月の石,41133900,31133700,0,111,621,622,623,,,,,,
31134000,巨大トロフィー,41134000,31080000,0,111,,,,,,,,,
31134200,魔女の鍋,41134200,31070000,0,111,622,,,,,,,,
31134300,フクロウ,41134300,31070000,0,111,622,,,,,,,,
31134400,デルタの写真,41134400,31080000,0,111,,,,,,,,,
31134500,ゼブラの敷物,41134500,31080000,0,111,,,,,,,,,
31134600,おばあちゃんのいろり,41134600,31070000,0,111,622,,,,,,,,
31134700,大きな靴下,41134700,31134700,0,111,,,,,,,,,聖誕節活動可使用
31134800,クリスタルタイニー,41134800,31070000,0,111,622,,,,,,,,
31134900,カラーテレビ（カエル）,41134900,31070000,0,111,622,,,,,,,,
31134901,カラーテレビ（りんご）,41134901,31070000,0,111,622,,,,,,,,
31135000,デザートショーケース,41135000,31070000,0,111,622,,,,,,,,
31135100,スイーツクッション,41135100,31080000,0,111,622,,,,,,,,
31135200,おとぎの国のベッド,41135200,31080000,0,111,,,,,,,,,
31135201,おとぎの国のベッド（黒）,41135201,31080000,0,111,,,,,,,,,
31135300,名家のグランドピアノ,41135300,31070000,0,111,622,,,,,,,,
31135350,グランドピアノ（白）,41135350,31070000,0,111,622,,,,,,,,
31135400,ミッドナイトイルミネーション,41135400,31070000,0,111,622,,,,,,,,
31135600,音楽堂の緞帳,41135600,31070000,0,111,622,,,,,,,,
31135700,黒電話,41135700,31070000,0,111,622,,,,,,,,
31135800,美術部のイーゼル,41135800,31070000,0,111,622,,,,,,,,
31135900,サーキュレーター（小）,41135900,31070000,0,111,622,,,,,,,,
31135950,サーキュレーター（大）,41135900,31070000,0,111,622,,,,,,,,
31136000,壁（クラシック）,41136000,31080000,0,111,,,,,,,,,
31136001,壁（カントリー）,41136001,31080000,0,111,,,,,,,,,
31136002,壁（ノルマン）,41136002,31080000,0,111,,,,,,,,,
31136003,壁（マイナー）,41136003,31080000,0,111,,,,,,,,,
31136004,壁（クール）,41136004,31080000,0,111,,,,,,,,,
31136005,壁（ポップ）,41136005,31080000,0,111,,,,,,,,,
31136006,壁（ファンシー）,41136006,31080000,0,111,,,,,,,,,
31136007,壁（ワイルド）,41136007,31080000,0,111,,,,,,,,,
31136008,壁（ウッディー）,41136008,31080000,0,111,,,,,,,,,
31136010,壁（クラシック）×２,41136010,31080000,0,111,,,,,,,,,
31136011,壁（カントリー）×２,41136011,31080000,0,111,,,,,,,,,
31136012,壁（ノルマン）×２,41136012,31080000,0,111,,,,,,,,,
31136013,壁（マイナー）×２,41136013,31080000,0,111,,,,,,,,,
31136014,壁（クール）×２,41136014,31080000,0,111,,,,,,,,,
31136015,壁（ポップ）×２,41136015,31080000,0,111,,,,,,,,,
31136016,壁（ファンシー）×２,41136016,31080000,0,111,,,,,,,,,
31136017,壁（ワイルド）×２,41136017,31080000,0,111,,,,,,,,,
31136018,壁（ウッディー）×２,41136018,31080000,0,111,,,,,,,,,
31136020,壁（クラシック）×４,41136020,31080000,0,111,,,,,,,,,
31136021,壁（カントリー）×４,41136021,31080000,0,111,,,,,,,,,
31136022,壁（ノルマン）×４,41136022,31080000,0,111,,,,,,,,,
31136023,壁（マイナー）×４,41136023,31080000,0,111,,,,,,,,,
31136024,壁（クール）×４,41136024,31080000,0,111,,,,,,,,,
31136025,壁（ポップ）×４,41136025,31080000,0,111,,,,,,,,,
31136026,壁（ファンシー）×４,41136026,31080000,0,111,,,,,,,,,
31136027,壁（ワイルド）×４,41136027,31080000,0,111,,,,,,,,,
31136028,壁（ウッディー）×４,41136028,31080000,0,111,,,,,,,,,
31136100,階段（木）,41136100,31080000,0,111,,,,,,,,,
31136101,階段（金属）,41136101,31080000,0,111,,,,,,,,,
31136102,階段（大理石）,41136102,31080000,0,111,,,,,,,,,
31136200,アジアンつい立て,41136200,31080000,0,111,,,,,,,,,
31136300,お風呂セット,41136300,31080000,0,111,,,,,,,,,
31136400,手桶,41136400,31080000,0,111,,,,,,,,,
31136500,カジノテーブル,41136500,31080000,0,111,,,,,,,,,
31136600,敷布団,41136600,31080000,0,111,,,,,,,,,
31136601,敷布団（赤）,41136601,31080000,0,111,,,,,,,,,
31136602,敷布団（若草）,41136602,31080000,0,111,,,,,,,,,
31136603,敷布団（ピンク）,41136603,31080000,0,111,,,,,,,,,
31136604,敷布団（迷彩）,41136604,31080000,0,111,,,,,,,,,
31136605,敷布団（ゼブラ）,41136605,31080000,0,111,,,,,,,,,
31136700,ミラーボール（ホワイト）,41136700,31070000,0,111,622,,,,,,,,
31136701,ミラーボール（ピンク）,41136701,31070000,0,111,622,,,,,,,,
31136800,小さな扇風機,41136800,31070000,0,111,622,,,,,,,,
31136850,大きな扇風機,41136800,31070000,0,111,622,,,,,,,,
31136900,名探偵のチェスボード,41136900,31133700,0,111,621,622,623,,,,,,
31137000,不思議な鏡台,41137000,31070000,0,111,622,,,,,,,,
31137100,ヴァンパイアの玉座,41137100,31080000,0,111,,,,,,,,,
31137150,謁見の間の玉座,41137150,31080000,0,111,,,,,,,,,
31137200,にくきゅうクッション,41137200,31070000,0,111,622,,,,,,,,
31137300,ねこねこコンビニレジ,41137300,31080000,0,111,622,,,,,,,,
31137400,石油ストーブ,41137400,31137400,0,111,622,,,,,,,,
31137600,Ｌ字型キッチン,41137600,31070000,0,111,622,,,,,,,,
31137700,さっぱりシャワー,41137700,31070000,0,111,622,,,,,,,,
31137800,ドラムセット,41137800,31070000,0,111,622,,,,,,,,
31137900,春のオルゴール（マーシャ）,41137900,31137900,0,111,622,,,,,,,,音樂box
31137901,春のオルゴール（ティタ）,41137901,31137901,0,111,622,,,,,,,,音樂box
31137902,春のオルゴール（ルルイエ）,41137902,31137902,0,111,622,,,,,,,,音樂box
31137903,夏のオルゴール（マーシャ）,41137900,31137903,0,111,622,,,,,,,,音樂box
31137904,夏のオルゴール（ティタ）,41137901,31137904,0,111,622,,,,,,,,音樂box
31137905,夏のオルゴール（ルルイエ）,41137902,31137905,0,111,622,,,,,,,,音樂box
31137906,秋のオルゴール（マーシャ）,41137900,31137906,0,111,622,,,,,,,,音樂box
31137907,秋のオルゴール（ティタ）,41137901,31137907,0,111,622,,,,,,,,音樂box
31137908,秋のオルゴール（ルルイエ）,41137902,31137908,0,111,622,,,,,,,,音樂box
31137909,冬のオルゴール（マーシャ）,41137900,31137909,0,111,622,,,,,,,,音樂box
31137910,冬のオルゴール（ティタ）,41137901,31137910,0,111,622,,,,,,,,音樂box
31137911,冬のオルゴール（ルルイエ）,41137902,31137911,0,111,622,,,,,,,,音樂box
31137912,７ｔｈアニバーサリーのオルゴール,41137903,31137912,0,111,622,,,,,,,,音樂box
31137913,８ｔｈアニバーサリーのオルゴール,41137904,31137913,0,111,622,,,,,,,,音樂box
31137914,９ｔｈアニバーサリーのオルゴール,41137905,31137914,0,111,622,,,,,,,,音樂box
31137915,１０ｔｈアニバーサリーのオルゴール,41137906,31137915,0,111,622,,,,,,,,音樂box
31138100,パンの詰まった箱,41138100,31070000,0,111,622,,,,,,,,
31138200,タイニーゴールドトロフィー,41138200,31070000,0,111,622,,,,,,,,
31138201,タイニーシルバートロフィー,41138201,31080000,0,111,622,,,,,,,,
31138202,タイニーカップ,41138202,31080000,0,111,,,,,,,,,
31138300,ベストショットタイニー,41138300,31070000,0,111,622,,,,,,,,
31138400,シャワールーム,41138400,31138400,0,111,622,623,,,,,,,
31138500,あみあみ椅子,41138500,31080000,0,111,,,,,,,,,
31138600,たっぷりきのこシチュー,41138600,31080000,0,111,,,,,,,,,
31138700,ヴァンパイアソファー,41138700,31080000,0,111,,,,,,,,,
31138701,ヴァンパイアソファー（緑）,41138701,31080000,0,111,,,,,,,,,
31138702,ヴァンパイアソファー（紫）,41138702,31080000,0,111,,,,,,,,,
31138800,Ｃ＆Ｐマグカップ,41138800,31080000,0,111,,,,,,,,,
31138801,Ｈ＆Ａマグカップ,41138801,31080000,0,111,,,,,,,,,
31138900,プリンセスベッド,41138900,31080000,0,111,,,,,,,,,
31138901,プリンセスベッド（ティタ）,41138901,31080000,0,111,,,,,,,,,
31139000,おおきな姿見鏡,41139000,31080000,0,111,,,,,,,,,
31139100,羽毛掛け布団,41139100,31080000,0,111,,,,,,,,,
31139200,火鉢,41139200,31070000,0,111,621,622,,,,,,,
31139300,スピーカー,41139300,31070000,0,111,622,,,,,,,,
31139400,ユニットバス,41139400,31070000,0,111,622,,,,,,,,
31139500,夏夜の蚊帳,41139500,31080000,0,111,,,,,,,,,
31139600,クリスタルキティヘッド,41139600,31080000,0,111,,,,,,,,,
31139700,月明かりのステンドグラス,41139700,31080000,0,111,622,,,,,,,,燈
31139701,天上のステンドグラス,41139701,31070000,0,111,622,,,,,,,,
31139711,天上のステンドグラス（ベル）,41139711,31070000,0,111,622,,,,,,,,
31139712,天上のステンドグラス（モダン）,41139712,31070000,0,111,622,,,,,,,,
31139713,天上のステンドグラス（ツリー）,41139713,31070000,0,111,622,,,,,,,,
31139900,ダイヤの台座,41139900,31070000,0,111,622,,,,,,,,
31140000,クリームソーダ,41140000,31080000,0,111,,,,,,,,,
31140001,いちごソーダ,41140001,31080000,0,111,,,,,,,,,
31140002,クリームソーダ（青）,41140002,31080000,0,111,,,,,,,,,
31140100,手作りパイ（クリーム）,41140100,31080000,0,111,,,,,,,,,
31140101,手作りパイ（りんご）,41140101,31080000,0,111,,,,,,,,,
31140150,MEGA手作りパイ（りんご）,41140150,31080000,0,111,,,,,,,,,
31140200,まんぷくごちそうセット,41140200,31080000,0,111,,,,,,,,,
31140300,おせち,41140300,31080000,0,111,,,,,,,,,
31140400,ブッシュドノエル,41140400,31080000,0,111,,,,,,,,,
31140500,ハートのティーセット,41140500,31080000,0,111,,,,,,,,,
31140600,やしの木ハンモック,41140600,31080000,0,111,,,,,,,,,
31140700,いちごのショートケーキ,41140700,31140700,0,111,622,,,,,,,,
31140800,点心セット,41140800,31080000,0,111,,,,,,,,,
31140900,南国カレー,41140900,31080000,0,111,,,,,,,,,
31141000,朝食セット（洋）,41141000,31080000,0,111,,,,,,,,,
31141100,朝食セット（和）,41141100,31080000,0,111,,,,,,,,,
31141200,ラーメン,41141200,31080000,0,111,,,,,,,,,
31141300,うれしい給食,41141300,31080000,0,111,,,,,,,,,
31141400,ハロウィンのごちそう,41141400,31080000,0,111,,,,,,,,,
31141401,カボチャスープ,41141401,31070000,0,111,622,,,,,,,,
31141500,ウェディングケーキ,41141500,31080000,0,111,,,,,,,,,
31141600,アフタヌーンティーセット,41141600,31080000,0,111,,,,,,,,,
31141700,高級なお鍋,41141700,31141700,0,111,,,,,,,,,
31141800,高級あま酒のとっくり,41141800,31141800,0,111,,,,,,,,,
31141900,サンドイッチ,41141900,31080000,0,111,,,,,,,,,
31142000,デザートプレート,41142000,31080000,0,111,,,,,,,,,
31142100,いちごパフェ,41142100,31080000,0,111,,,,,,,,,
31142101,チョコパフェ,41142101,31080000,0,111,,,,,,,,,
31142102,抹茶パフェ,41142102,31080000,0,111,,,,,,,,,
31142401,親子丼,41142401,31070000,0,111,622,,,,,,,,
31142500,うな重,41142500,31070000,0,111,622,,,,,,,,
31142501,天重,41142501,31070000,0,111,622,,,,,,,,
31142600,米俵,41142600,31080000,0,111,,,,,,,,,
31142700,カキ氷（いちご）,41142700,31080000,0,111,,,,,,,,,
31142701,カキ氷（ブルーハワイ）,41142701,31080000,0,111,,,,,,,,,
31142702,カキ氷（宇治金時）,41142702,31080000,0,111,,,,,,,,,
31142800,秋の日の七輪（秋刀魚）,41142800,31070000,0,111,622,,,,,,,,
31142801,秋の日の七輪（茄子）,41142801,31070000,0,111,622,,,,,,,,
31142802,秋の日の七輪（まつたけ）,41142802,31070000,0,111,622,,,,,,,,
31142900,野菜籠,41142900,31080000,0,111,,,,,,,,,
31143000,魚干し,41143000,31080000,0,111,,,,,,,,,
31143100,海苔干し台,41143100,31080000,0,111,,,,,,,,,
31143200,瓶牛乳冷蔵庫,41143200,31080000,0,111,,,,,,,,,
31143300,まきばの木棚（瓶）,41143300,31080000,0,111,,,,,,,,,
31143301,まきばの木棚（チーズ）,41143301,31080000,0,111,,,,,,,,,
31143302,まきばの木棚（食器）,41143302,31080000,0,111,,,,,,,,,
31143303,まきばの木棚（無し）,41143303,31080000,0,111,,,,,,,,,
31143700,ハロウィン・ディスプレー,41143700,31080000,0,111,,,,,,,,,
31143800,子コウモリ（紫）,41143800,31080000,0,111,,,,,,,,,
31143801,子コウモリ（白）,41143801,31080000,0,111,,,,,,,,,
31143802,子コウモリ（黒）,41143802,31080000,0,111,,,,,,,,,
31143803,子コウモリ（青）,41143803,31080000,0,111,,,,,,,,,
31143804,子コウモリ（ピンク）,41143804,31080000,0,111,,,,,,,,,
31143900,サモンスタンド,41143900,31080000,0,111,,,,,,,,,
31144100,三色団子,41144100,31080000,0,111,,,,,,,,,
31144200,かぼちゃポット,41144200,31080000,0,111,,,,,,,,,
31144300,大きなチョコレートケーキ,41144300,31080000,0,111,,,,,,,,,
31144400,クリスマス・ターキー（丸焼き）,41144400,31080000,0,111,,,,,,,,,
31144410,クリスマス・ターキー（一人分）,41144410,31080000,0,111,,,,,,,,,
31150000,農作業用猫車,41150000,31080000,0,111,,,,,,,,,
31150100,そぼくな風車,41150100,31070000,0,111,622,,,,,,,,
31150200,木の柵,41150200,31080000,0,111,,,,,,,,,
31150210,木の柵（×２）,41150210,31080000,0,111,,,,,,,,,
31150220,木の柵（×３）,41150220,31080000,0,111,,,,,,,,,
31150300,おしゃれなサーフボード,41150300,31080000,0,111,,,,,,,,,
31150600,衝立「四獣対面の図」,41150600,31080000,0,111,,,,,,,,,
31150601,衝立「四獣対面の図」（セピア）,41150601,31080000,0,111,,,,,,,,,
31150602,衝立（無地）,41150602,31080000,0,111,,,,,,,,,
31150700,梅の木,41150700,31080000,0,111,,,,,,,,,
31150800,畳の飾り台（小）,41150800,31080000,0,111,,,,,,,,,
31150801,畳の飾り台（中）,41150801,31080000,0,111,,,,,,,,,
31150802,畳の飾り台（大）,41150802,31080000,0,111,,,,,,,,,
31150803,畳の飾り台（金・小）,41150803,31080000,0,111,,,,,,,,,
31150813,畳の飾り台（金・中）,41150813,31080000,0,111,,,,,,,,,
31150823,畳の飾り台（金・大）,41150823,31080000,0,111,,,,,,,,,
31150900,桜花片,41150900,31080000,0,111,,,,,,,,,
31151000,紋章発生装置,41151000,31070000,0,111,622,,,,,,,,
31151100,遊び場（砂場）,41151100,31080000,0,111,,,,,,,,,
31151200,庭池,41151200,31080000,0,111,,,,,,,,,
31151300,逢魔ヶ刻,41151300,31151300,0,111,622,,,,,,,,
31151400,カエルの置物,41151400,31080000,0,111,,,,,,,,,
31151500,水たまりシート,41151500,31070000,0,111,622,,,,,,,,
31151600,アイドルのステージ（キラキラ）,41151600,31070000,0,111,622,,,,,,,,
31151601,アイドルのステージ（クール）,41151601,31070000,0,111,622,,,,,,,,
31151700,星の海,41151700,31151700,0,111,622,,,,,,,,
31151800,ウッドルーフ,41151800,31080000,0,111,,,,,,,,,
31151900,七夕笹,41151900,31070000,0,111,622,,,,,,,,
31152000,御伽のヴィネット（水色）,41152000,31080000,0,111,,,,,,,,,
31152001,御伽のヴィネット（ピンク）,41152001,31080000,0,111,,,,,,,,,
31152100,紋太鼓,41152100,31080000,0,111,,,,,,,,,
31152200,庭滝,41152200,31080000,0,111,,,,,,,,,
31152300,洋風東屋（大・白）,41152300,31080000,0,111,,,,,,,,,
31152301,洋風東屋（大・黒）,41152301,31080000,0,111,,,,,,,,,
31152350,洋風東屋（小・白）,41152350,31080000,0,111,,,,,,,,,
31152351,洋風東屋（小・黒）,41152351,31080000,0,111,,,,,,,,,
31152400,ハロウィンナイト,41152400,31152400,0,111,622,,,,,,,,
31152500,サインボード（黒）,41152500,31080000,0,111,,,,,,,,,
31152501,サインボード（白）,41152501,31080000,0,111,,,,,,,,,
31152600,紅葉の木,41152600,31080000,0,111,,,,,,,,,
31152700,紅葉円,41152700,31080000,0,111,,,,,,,,,
31152800,マジックツリー（橙）,41152800,31070000,0,111,622,,,,,,,,
31152900,マジックツリー（青）,41152900,31070000,0,111,622,,,,,,,,
31153000,マジックツリー（緑）,41153000,31070000,0,111,622,,,,,,,,
31153100,雪化粧の木,41153100,31080000,0,111,,,,,,,,,
31153200,氷畳,41153200,31080000,0,111,,,,,,,,,
31153300,手水岩,41153300,31070000,0,111,622,,,,,,,,
31153400,ハニーポット,41153400,31153400,0,111,622,,,,,,,,
31153500,バルーンセット（赤・青）,41153500,31070000,0,111,622,,,,,,,,
31153501,バルーンセット（白・黒）,41153501,31070000,0,111,622,,,,,,,,
31153502,バルーンセット（赤・金）,41153502,31070000,0,111,622,,,,,,,,
31153600,タチバナの木,41153600,31070000,0,111,622,,,,,,,,
31153700,あやかしの桜（ライトブルー）,41153700,31070000,0,111,622,,,,,,,,
31153701,あやかしの桜（ライトピンク）,41153701,31070000,0,111,622,,,,,,,,
31154600,約束の桜の木,41154600,31080000,0,111,,,,,,,,,
31154900,ジャングルジム,41154900,31080000,0,111,,,,,,,,,
31155000,木のブランコ,41155000,31070000,0,111,622,,,,,,,,
31155100,ミラージュレインボー,41155100,31080000,0,111,,,,,,,,,
31155200,幸せの鐘,41155200,31070000,0,111,622,,,,,,,,
31155300,すべり台付きビニールプール（黄緑）,41155300,31080000,0,111,,,,,,,,,
31155301,すべり台付きビニールプール（水色）,41155301,31080000,0,111,,,,,,,,,
31155400,インスマウスのプール監視台（水色）,41155400,31080000,0,111,,,,,,,,,
31155401,インスマウスのプール監視台（黄緑）,41155401,31080000,0,111,,,,,,,,,
31155410,プール監視台（水色）,41155410,31080000,0,111,,,,,,,,,
31155411,プール監視台（黄緑）,41155411,31080000,0,111,,,,,,,,,
31155500,大樽（茶）,41155500,31070000,0,111,622,,,,,,,,
31155501,大樽（こげ茶）,41155501,31070000,0,111,622,,,,,,,,
31155600,中樽（茶）,41155600,31070000,0,111,622,,,,,,,,
31155601,中樽（こげ茶）,41155601,31070000,0,111,622,,,,,,,,
31155700,小樽（茶）,41155700,31070000,0,111,622,,,,,,,,
31155701,小樽（こげ茶）,41155701,31070000,0,111,622,,,,,,,,
31155800,バレーネット,41155800,31080000,0,111,,,,,,,,,
31155900,旗（氷）,41155900,31070000,0,111,622,,,,,,,,
31156000,竹レール,41156000,31070000,0,111,622,,,,,,,,
31156100,小さい小屋,41156100,31080000,0,111,,,,,,,,,
31156200,水のカーテン,41156200,31070000,0,111,622,,,,,,,,
31156300,芝生（扇形）,41156300,31080000,0,111,,,,,,,,,
31156400,飛空城ブロック直方体１×０．５,41156400,31080000,0,111,,,,,,,,,
31156401,飛空城ブロック直方体１×１,41156401,31080000,0,111,,,,,,,,,
31156402,飛空城ブロック直方体４×０．５,41156402,31080000,0,111,,,,,,,,,
31156403,飛空城ブロック直方体４×１,41156403,31080000,0,111,,,,,,,,,
31156404,飛空城ブロック三角柱（縦）１×０．５,41156404,31080000,0,111,,,,,,,,,
31156405,飛空城ブロック三角柱（縦）１×１,41156405,31080000,0,111,,,,,,,,,
31156406,飛空城ブロック三角柱（横）１×０．５,41156406,31080000,0,111,,,,,,,,,
31156407,飛空城ブロック三角柱（横）１×１,41156407,31080000,0,111,,,,,,,,,
31156408,飛空城ブロック円柱１×０．５,41156408,31080000,0,111,,,,,,,,,
31156409,飛空城ブロック円柱１×１,41156409,31080000,0,111,,,,,,,,,
31156410,飛空城ブロック円柱４×０．５,41156410,31080000,0,111,,,,,,,,,
31156411,飛空城ブロック円柱４×１,41156411,31080000,0,111,,,,,,,,,
31156412,飛空城ブロック扇形（縦）１×０．５,41156412,31080000,0,111,,,,,,,,,
31156413,飛空城ブロック扇形（縦）１×１,41156413,31080000,0,111,,,,,,,,,
31156414,飛空城ブロック扇形（横）１×０．５,41156414,31080000,0,111,,,,,,,,,
31156415,飛空城ブロック扇形（横）１×１,41156415,31080000,0,111,,,,,,,,,
31156600,土管１×４（灰）,41156600,31080000,0,111,,,,,,,,,
31156601,土管１×４（黒）,41156601,31080000,0,111,,,,,,,,,
31156602,土管１×４（茶）,41156602,31080000,0,111,,,,,,,,,
31156610,土管１×３（灰）,41156610,31080000,0,111,,,,,,,,,
31156611,土管１×３（黒）,41156611,31080000,0,111,,,,,,,,,
31156612,土管１×３（茶）,41156612,31080000,0,111,,,,,,,,,
31156620,土管１×２（灰）,41156620,31080000,0,111,,,,,,,,,
31156621,土管１×２（黒）,41156621,31080000,0,111,,,,,,,,,
31156622,土管１×２（茶）,41156622,31080000,0,111,,,,,,,,,
31156630,土管１×１（灰）,41156630,31080000,0,111,,,,,,,,,
31156631,土管１×１（黒）,41156631,31080000,0,111,,,,,,,,,
31156632,土管１×１（茶）,41156632,31080000,0,111,,,,,,,,,
31156640,土管２×６（灰）,41156640,31080000,0,111,,,,,,,,,
31156641,土管２×６（黒）,41156641,31080000,0,111,,,,,,,,,
31156642,土管２×６（茶）,41156642,31080000,0,111,,,,,,,,,
31156650,土管２×４．５（灰）,41156650,31080000,0,111,,,,,,,,,
31156651,土管２×４．５（黒）,41156651,31080000,0,111,,,,,,,,,
31156652,土管２×４．５（茶）,41156652,31080000,0,111,,,,,,,,,
31156660,土管２×３（灰）,41156660,31080000,0,111,,,,,,,,,
31156661,土管２×３（黒）,41156661,31080000,0,111,,,,,,,,,
31156662,土管２×３（茶）,41156662,31080000,0,111,,,,,,,,,
31156670,土管２×１（灰）,41156670,31080000,0,111,,,,,,,,,
31156671,土管２×１（黒）,41156671,31080000,0,111,,,,,,,,,
31156672,土管２×１（茶）,41156672,31080000,0,111,,,,,,,,,
31156700,やぐら,41156700,31080000,0,111,,,,,,,,,
31156900,瓶ケース（黄）,41156900,31080000,0,111,,,,,,,,,
31156901,瓶ケース（赤）,41156901,31080000,0,111,,,,,,,,,
31156902,瓶ケース（青）,41156902,31080000,0,111,,,,,,,,,
31156903,瓶ケース（緑）,41156903,31080000,0,111,,,,,,,,,
31157000,黒板,41157000,31080000,0,111,,,,,,,,,
31157100,ウッドラック２段（ブラウン）,41157100,31080000,0,111,,,,,,,,,
31157101,ウッドラック２段（ベージュ）,41157101,31080000,0,111,,,,,,,,,
31157102,ウッドラック２段（マホガニー）,41157102,31080000,0,111,,,,,,,,,
31157103,ウッドラック２段（ブラック）,41157103,31080000,0,111,,,,,,,,,
31157110,ウッドラック３段（ブラウン）,41157110,31080000,0,111,,,,,,,,,
31157111,ウッドラック３段（ベージュ）,41157111,31080000,0,111,,,,,,,,,
31157112,ウッドラック３段（マホガニー）,41157112,31080000,0,111,,,,,,,,,
31157113,ウッドラック３段（ブラック）,41157113,31080000,0,111,,,,,,,,,
31157120,ウッドラック１段（ブラウン）,41157120,31080000,0,111,,,,,,,,,
31157121,ウッドラック１段（ベージュ）,41157121,31080000,0,111,,,,,,,,,
31157122,ウッドラック１段（マホガニー）,41157122,31080000,0,111,,,,,,,,,
31157123,ウッドラック１段（ブラック）,41157123,31080000,0,111,,,,,,,,,
31157200,タイヤ（大・黒）,41157200,31080000,0,111,,,,,,,,,
31157201,タイヤ（大・赤）,41157201,31080000,0,111,,,,,,,,,
31157202,タイヤ（大・青）,41157202,31080000,0,111,,,,,,,,,
31157203,タイヤ（大・緑）,41157203,31080000,0,111,,,,,,,,,
31157204,タイヤ（大・黄）,41157204,31080000,0,111,,,,,,,,,
31157210,タイヤ（中・黒）,41157210,31080000,0,111,,,,,,,,,
31157211,タイヤ（中・赤）,41157211,31080000,0,111,,,,,,,,,
31157212,タイヤ（中・青）,41157212,31080000,0,111,,,,,,,,,
31157213,タイヤ（中・緑）,41157213,31080000,0,111,,,,,,,,,
31157214,タイヤ（中・黄）,41157214,31080000,0,111,,,,,,,,,
31157220,タイヤ（小・黒）,41157220,31080000,0,111,,,,,,,,,
31157221,タイヤ（小・赤）,41157221,31080000,0,111,,,,,,,,,
31157222,タイヤ（小・青）,41157222,31080000,0,111,,,,,,,,,
31157223,タイヤ（小・緑）,41157223,31080000,0,111,,,,,,,,,
31157224,タイヤ（小・黄）,41157224,31080000,0,111,,,,,,,,,
31157300,コーン（赤）,41157300,31080000,0,111,,,,,,,,,
31157301,コーン（赤・模様付き）,41157301,31080000,0,111,,,,,,,,,
31157302,コーン（青）,41157302,31080000,0,111,,,,,,,,,
31157303,コーン（青・模様付き）,41157303,31080000,0,111,,,,,,,,,
31157304,コーン（緑）,41157304,31080000,0,111,,,,,,,,,
31157305,コーン（緑・模様付き）,41157305,31080000,0,111,,,,,,,,,
31157306,コーン（黄）,41157306,31080000,0,111,,,,,,,,,
31157307,コーン（黄・模様付き）,41157307,31080000,0,111,,,,,,,,,
31157308,コーン（橙）,41157308,31080000,0,111,,,,,,,,,
31157309,コーン（橙・模様付き）,41157309,31080000,0,111,,,,,,,,,
31157500,ウィッチ・シルエットスタンド,41157500,31070000,0,111,622,,,,,,,,
31157600,ブランコベンチ（茶）,41157600,31070000,0,111,622,,,,,,,,
31157601,ブランコベンチ（こげ茶）,41157601,31070000,0,111,622,,,,,,,,
31157700,ハンモック（紅葉）,41157700,31070000,0,111,622,,,,,,,,
31157701,ハンモック（青葉）,41157701,31070000,0,111,622,,,,,,,,
31157800,グルメな焚き火,41157800,31080000,0,111,,,,,,,,,
