#アイテム合成レシピ設定シート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本設定枠,取得経験値の適正設定枠,,,,合成に必要なスキルや素材アイテム設定枠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,取得経験値の適正LV情報,,,,,,,合成に必要な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,適正BaseLV,,適正JobLV,,,,,料金情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#通し番号,MIN,MAX,MIN,MAX,スキルID,Lv,スキルID,料金,アイテムID,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率
#アイテム精製LV1(1～20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,10,15,8,13,2054,2,0,1000,10019700,10019804,1,10020300,2,10024008,2,0,0,50001100,1,100,0,0,0,0,0,0,0,0,0,50001101,1,5,50001102,1,3,50001103,1,1,0,0,0
1241,11,16,10,15,2054,2,0,1000,10019700,10019804,1,10045901,2,10024008,1,0,0,50000400,1,100,0,0,0,0,0,0,0,0,0,50000401,1,5,50000402,1,3,50000403,1,1,0,0,0
1242,1,5,1,5,2054,2,0,1000,10019700,10019804,1,10045901,2,10043700,1,0,0,50001900,1,100,0,0,0,0,0,0,0,0,0,50001901,1,5,50001902,1,3,50001903,1,1,0,0,0
1243,10,15,8,13,2054,2,0,1000,10019700,10019804,1,10045901,1,10039300,1,0,0,50010200,1,100,0,0,0,0,0,0,0,0,0,50010201,1,5,50010202,1,3,50010203,1,1,0,0,0
1244,4,9,2,6,2054,2,0,1000,0,10007900,2,10043700,1,0,0,0,0,50020400,1,100,0,0,0,0,0,0,0,0,0,50020401,1,5,50020402,1,3,50020403,1,1,0,0,0
1245,16,21,11,16,2054,2,0,1000,10038100,10019807,1,10020309,1,10043709,1,0,0,50020500,1,100,0,0,0,0,0,0,0,0,0,50020501,1,5,50020502,1,3,50020503,1,1,0,0,0
1246,8,13,8,13,2054,2,0,1000,10019700,10019804,1,10020308,1,50031400,1,0,0,50020700,1,100,0,0,0,0,0,0,0,0,0,50020701,1,5,50020702,1,3,50020703,1,1,0,0,0
1247,24,29,11,16,2054,2,0,1000,0,10021300,1,10011304,1,10024300,1,0,0,50020800,1,100,0,0,0,0,0,0,0,0,0,50020801,1,5,50020802,1,3,50020803,1,1,0,0,0
1248,1,5,1,5,2054,2,0,1000,10031500,10045901,1,0,0,0,0,0,0,50021000,1,100,0,0,0,0,0,0,0,0,0,50021010,1,5,50021011,1,3,50021012,1,1,0,0,0
1249,24,29,12,17,2054,2,0,1000,10038100,10019807,1,10020309,1,10024008,2,0,0,50070000,1,100,0,0,0,0,0,0,0,0,0,50070001,1,5,50070002,1,3,50070003,1,1,0,0,0
1250,4,9,3,7,2054,2,0,1000,10019700,10019804,1,10045901,1,10024008,1,0,0,50070500,1,100,0,0,0,0,0,0,0,0,0,50070501,1,5,50070502,1,3,50070503,1,1,0,0,0
1251,4,9,3,7,2054,2,0,1000,10019700,10019804,1,10045901,1,10016200,2,0,0,50070600,1,100,0,0,0,0,0,0,0,0,0,50070601,1,5,50070602,1,3,50070603,1,1,0,0,0
1252,1,5,1,5,2054,2,0,1000,0,10045901,1,0,0,0,0,0,0,50070700,1,100,0,0,0,0,0,0,0,0,0,50070701,1,5,50070702,1,3,50070703,1,1,0,0,0
1253,15,20,10,15,2054,2,0,1000,0,10021303,2,10024002,2,10043800,2,0,0,50037400,1,100,0,0,0,0,0,0,0,0,0,50037414,1,5,50037415,1,3,50037416,1,1,0,0,0
1254,1,5,1,5,2054,2,0,1000,0,10019800,2,0,0,0,0,0,0,10024000,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,42,47,20,25,2054,2,0,1000,10043500,10020403,1,10019800,4,50051200,1,10001104,1,50071951,1,100,0,0,0,0,0,0,0,0,0,50071958,1,5,50071959,1,3,50071960,1,1,0,0,0
1256,42,47,20,25,2054,2,0,1000,10043500,10020403,1,10019800,4,50051200,1,10001101,1,50071952,1,100,0,0,0,0,0,0,0,0,0,50071961,1,5,50071962,1,3,50071963,1,1,0,0,0
1257,42,47,20,25,2054,2,0,1000,10043500,10020403,1,10019800,4,50051200,1,10001102,1,50071953,1,100,0,0,0,0,0,0,0,0,0,50071964,1,5,50071965,1,3,50071966,1,1,0,0,0
1258,60,65,25,30,2054,2,0,1000,10043500,10019808,50,10002202,25,0,0,0,0,31130001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,60,65,28,33,2054,2,0,1000,10043500,10062000,50,10039300,2,10019800,10,0,0,50073300,1,100,0,0,0,0,0,0,0,0,0,50073301,1,5,50073302,1,3,50073303,1,1,0,0,0
#裁縫LV3（1261～1280）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1,5,1,5,2054,3,0,2000,10019700,10019804,1,10045901,2,0,0,0,0,10045902,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,16,21,10,15,2054,3,0,2000,10043500,10019804,1,10020201,2,10038007,1,0,0,10020202,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,16,21,11,16,2054,3,0,2000,0,10019808,3,0,0,0,0,0,0,10045900,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,15,20,8,13,2054,3,0,2000,10031500,10020409,1,0,0,0,0,0,0,10043709,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,18,23,10,15,2054,3,0,2000,0,10043800,1,10001907,1,10001101,1,0,0,10043701,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,16,21,10,15,2054,3,0,2000,10043500,10019807,1,10021303,2,10043800,1,0,0,50000500,1,100,0,0,0,0,0,0,0,0,0,50000501,1,5,50000502,1,3,50000503,1,1,0,0,0
1267,25,30,11,16,2054,3,0,2000,10043500,10024002,1,10020309,2,10043600,1,0,0,50000600,1,100,0,0,0,0,0,0,0,0,0,50000601,1,5,50000602,1,3,50000603,1,1,0,0,0
1268,5,10,3,7,2054,3,0,2000,0,50005600,1,10005300,10,0,0,0,0,50005650,1,100,0,0,0,0,0,0,0,0,0,50005652,1,5,50005653,1,3,50005654,1,1,0,0,0
1269,5,10,3,7,2054,3,0,2000,0,50005600,1,10005200,1,0,0,0,0,50005651,1,100,0,0,0,0,0,0,0,0,0,50005655,1,5,50005656,1,3,50005657,1,1,0,0,0
1270,20,25,19,24,2054,3,0,2000,0,50005600,1,10011201,10,0,0,0,0,50003300,1,100,0,0,0,0,0,0,0,0,0,50003301,1,5,50003302,1,3,50003303,1,1,0,0,0
1271,20,25,19,24,2054,3,0,2000,0,50005650,1,10011201,10,0,0,0,0,50003350,1,100,0,0,0,0,0,0,0,0,0,50003304,1,5,50003305,1,3,50003306,1,1,0,0,0
1272,20,25,19,24,2054,3,0,2000,0,50005651,1,10011201,10,0,0,0,0,50003351,1,100,0,0,0,0,0,0,0,0,0,50003307,1,5,50003308,1,3,50003309,1,1,0,0,0
1273,10,15,8,13,2054,3,0,2000,10043500,10020551,1,10019602,1,0,0,0,0,50001000,1,100,0,0,0,0,0,0,0,0,0,50001002,1,5,50001003,1,3,50001004,1,1,0,0,0
1274,5,10,3,7,2054,3,0,2000,0,10045900,1,10000407,1,0,0,0,0,50022900,1,100,0,0,0,0,0,0,0,0,0,50022901,1,5,50022902,1,3,50022903,1,1,0,0,0
1275,7,12,6,11,2054,3,0,2000,10019700,10019804,1,10045901,4,10024008,4,10018001,1,50070100,1,100,0,0,0,0,0,0,0,0,0,50070101,1,5,50070102,1,3,50070103,1,1,0,0,0
1276,27,32,13,18,2054,3,0,2000,10019700,10019804,1,10020300,4,10024008,1,10018000,1,50070800,1,100,0,0,0,0,0,0,0,0,0,50070801,1,5,50070802,1,3,50070803,1,1,0,0,0
1277,34,39,14,19,2054,3,0,2000,10043500,10021400,1,10044000,1,10019807,1,10001111,1,50025200,1,100,0,0,0,0,0,0,0,0,0,50025201,1,5,50025202,1,3,50025203,1,1,0,0,0
1278,2,7,2,6,2054,3,0,2000,10043500,10032809,2,10032100,1,10020551,1,0,0,50025800,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,30,35,12,17,2054,3,0,2000,10043500,10007900,2,10021400,2,10043800,2,10001103,1,50070650,1,100,0,0,0,0,0,0,0,0,0,50070652,1,5,50070653,1,3,50070654,1,1,0,0,0
1280,30,35,12,17,2054,3,0,2000,10043500,10007900,2,10021400,2,10043800,2,10001105,1,50070651,1,100,0,0,0,0,0,0,0,0,0,50070655,1,5,50070656,1,3,50070657,1,1,0,0,0
#裁縫LV4（1281～1290）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,7,12,8,13,2054,4,0,4000,0,10045902,1,10034507,4,0,0,0,0,10021301,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,15,20,9,14,2054,4,0,4000,10038100,10019807,1,10021303,1,0,0,0,0,10043900,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,24,29,11,16,2054,4,0,4000,0,10021303,1,10000406,1,10005400,1,0,0,10046000,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,24,29,11,16,2054,4,0,4000,0,10043800,1,10000406,1,10005400,1,0,0,10044000,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,27,32,10,15,2054,4,0,4000,0,10020202,1,10014501,1,10038007,1,0,0,10020205,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,25,30,11,16,2054,4,0,4000,10043500,10024002,1,10020350,1,50000051,1,0,0,50004900,1,100,0,0,0,0,0,0,0,0,0,50004901,1,5,50004902,1,2,50004903,1,2,0,0,0
1287,10,15,8,13,2054,4,0,4000,10043500,10024001,1,10020403,1,0,0,0,0,50013700,1,100,0,0,0,0,0,0,0,0,0,50013701,1,3,50013702,1,3,50013703,1,3,0,0,0
1288,57,62,31,36,2054,4,0,4000,0,10021301,2,10024008,2,10045902,2,10018003,2,50070200,1,100,0,0,0,0,0,0,0,0,0,50070201,1,5,50070202,1,3,50070203,1,1,0,0,0
1289,30,35,14,19,2054,4,0,4000,0,10046700,1,10020201,2,10024008,2,10018002,1,50070900,1,100,0,0,0,0,0,0,0,0,0,50070901,1,5,50070902,1,3,50070903,1,1,0,0,0
1290,10,15,8,13,2054,4,0,4000,0,10007900,30,10024003,1,10045902,1,10019804,1,50072100,1,100,0,0,0,0,0,0,0,0,0,50072101,1,5,50072102,1,3,50072103,1,1,0,0,0
#裁縫LV5（1291～1300）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,30,35,11,16,2054,5,0,5000,0,10021302,1,10024150,1,10040000,1,0,0,10037900,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,29,34,11,16,2054,5,0,5000,0,10021301,4,10024008,4,0,0,0,0,10021302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,22,27,15,20,2054,5,0,5000,0,10032100,1,10034900,1,10020310,1,0,0,10020350,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,51,56,20,25,2054,5,0,5000,10043500,10009107,1,10021303,4,10002202,1,10043600,1,50025500,1,100,0,0,0,0,0,0,0,0,0,50025501,1,3,50025502,1,3,50025503,1,3,0,0,0
1295,50,55,20,25,2054,5,0,5000,10043500,10043900,1,10019801,1,10043701,1,10043709,1,50025600,1,100,0,0,0,0,0,0,0,0,0,50025601,1,3,50025602,1,3,50025603,1,3,0,0,0
1296,29,34,13,18,2054,5,0,5000,10043500,10001105,1,10021400,4,10019801,1,0,0,50014501,1,100,0,0,0,0,0,0,0,0,0,50014502,1,3,50014503,1,3,50014504,1,3,0,0,0
1297,34,39,12,17,2054,5,0,5000,10043500,10001108,1,10045902,1,10024002,1,10000507,1,50025700,1,100,0,0,0,0,0,0,0,0,0,50025701,1,3,50025702,1,3,50025703,1,3,0,0,0
1298,59,64,30,35,2054,5,0,5000,10043500,10034506,3,10025207,2,10020308,4,10019804,4,50035551,1,100,0,0,0,0,0,0,0,0,0,50035552,1,5,50035553,1,2,50035554,1,2,0,0,0
1299,42,47,20,25,2054,5,0,5000,10043500,10034506,3,10020205,2,10019801,4,10037601,1,50002753,1,100,0,0,0,0,0,0,0,0,0,50002765,1,5,50002766,1,2,50002767,1,2,0,0,0
1300,55,61,29,34,2054,5,0,5000,10043500,10034506,3,10019801,4,10020308,6,10039300,1,50001151,1,100,0,0,0,0,0,0,0,0,0,50001152,1,5,50001153,1,2,50001154,1,2,0,0,0
#マリオネット合成（1301～1400）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,30,35,11,16,2038,1,0,1000,0,10029900,1,10016900,1,10039000,1,0,0,10030100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,53,58,20,25,2038,1,0,1000,0,10015500,1,10018000,1,10023400,1,0,0,10030002,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,53,58,29,34,2038,1,0,1000,0,10023100,1,10023200,1,10030201,1,0,0,10030200,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,44,49,13,18,2038,1,0,1000,0,10030100,1,10030002,1,10030200,1,0,0,10030003,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,30,35,11,16,2038,1,0,1000,0,10030003,1,10047200,1,0,0,0,0,10030001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,30,35,11,16,2038,1,0,1000,0,10012100,1,10043600,1,10035600,1,0,0,10013800,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,30,35,11,16,2038,1,0,1000,0,10002100,1,10011500,1,0,0,0,0,10011502,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,30,35,11,16,2038,1,0,1000,0,10002100,1,10013000,1,0,0,0,0,10013001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,30,35,11,16,2038,1,0,1000,0,10002100,1,10013850,1,0,0,0,0,10013851,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,30,35,11,16,2038,1,0,1000,0,10002100,1,10019200,1,0,0,0,0,10019201,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,30,35,11,16,2038,1,0,1000,0,10002100,1,10019300,1,0,0,0,0,10019301,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,30,35,11,16,2038,1,0,1000,0,10002100,1,10019400,1,0,0,0,0,10019401,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1313,30,35,11,16,#2038,1,0,1000,0,10002100,1,10019500,1,0,0,0,0,10019501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,30,35,11,16,2038,1,0,1000,0,10002100,1,10021700,1,0,0,0,0,10021701,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,30,35,11,16,2038,1,0,1000,0,10002100,1,10021800,1,0,0,0,0,10021801,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,30,35,11,16,2038,1,0,1000,0,10002100,1,10022000,1,0,0,0,0,10022001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,30,35,11,16,2038,1,0,1000,0,10002100,1,10027000,1,0,0,0,0,10027001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,30,35,11,16,2038,1,0,1000,0,10002100,1,10030001,1,0,0,0,0,10030004,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,30,35,11,16,2038,1,0,1000,0,10002100,1,10022052,1,0,0,0,0,10022051,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,30,35,11,16,2038,1,0,1000,0,10002100,1,10050602,1,0,0,0,0,10050603,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,30,35,11,16,2038,1,0,1000,0,10002100,1,10050604,1,0,0,0,0,10050605,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,30,35,11,16,2038,1,0,1000,0,10002100,1,10019402,1,0,0,0,0,10019403,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,30,35,11,16,2038,1,0,1000,0,10002100,1,10019404,1,0,0,0,0,10019405,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,30,35,11,16,2038,1,0,1000,0,10002100,1,10050600,1,0,0,0,0,10050601,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,30,35,11,16,2038,1,0,1000,0,10002100,1,10019406,1,0,0,0,0,10019407,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,30,35,11,16,2038,1,0,1000,0,10002100,1,10058500,1,0,0,0,0,10058501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,30,35,11,16,2038,1,0,1000,0,10002100,1,10019408,1,0,0,0,0,10019409,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,30,35,11,16,2038,1,0,1000,0,10002100,1,10030011,1,0,0,0,0,10030012,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,30,35,11,16,2038,1,0,1000,0,10002100,1,10061400,1,0,0,0,0,10061450,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,30,35,11,16,2038,1,0,1000,0,10002100,1,10019410,1,0,0,0,0,10019411,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,30,35,11,16,2038,1,0,1000,0,10002100,1,10050606,1,0,0,0,0,10050607,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,30,35,11,16,2038,1,0,1000,0,10002100,1,20050055,1,0,0,0,0,20050058,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,30,35,11,16,2038,1,0,1000,0,10002100,1,10063300,1,0,0,0,0,10063350,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,30,35,11,16,2038,1,0,1000,0,10002100,1,10064200,1,0,0,0,0,10064201,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,30,35,11,16,2038,1,0,1000,0,10002100,1,10030013,1,0,0,0,0,10030014,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1336,30,35,11,16,2038,1,0,1000,0,10002100,1,29009100,1,0,0,0,0,29009101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1337,30,35,11,16,2038,1,0,1000,0,10002100,1,29009200,1,0,0,0,0,29009201,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1338,30,35,11,16,2038,1,0,1000,0,10002100,1,29009300,1,0,0,0,0,29009301,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1339,30,35,11,16,2038,1,0,1000,0,10002100,1,29009400,1,0,0,0,0,29009401,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1340,30,35,11,16,2038,1,0,1000,0,10002100,1,29009500,1,0,0,0,0,29009501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,30,35,11,16,2038,1,0,1000,0,10002100,1,10050700,1,0,0,0,0,10050701,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,30,35,1,5,2038,1,0,1000,0,10002100,1,10050400,1,0,0,0,0,10050401,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,30,35,11,16,2038,1,0,1000,0,10002100,1,10050500,1,0,0,0,0,10050501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,30,35,11,16,2038,1,0,1000,0,10002100,1,10080200,1,0,0,0,0,10080250,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,30,35,11,16,2038,1,0,1000,0,10002100,1,10019412,1,0,0,0,0,10019413,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,30,35,11,16,2038,1,0,1000,0,10002100,1,10120000,1,0,0,0,0,10120001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,30,35,11,16,2038,1,0,1000,0,10002100,1,10120100,1,0,0,0,0,10120101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,30,35,11,16,2038,1,0,1000,0,10002100,1,10143300,1,0,0,0,0,10143350,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,30,35,11,16,2038,1,0,1000,0,10002100,1,10143400,1,0,0,0,0,10143450,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#廃止?スクロール製作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#1401,30,35,11,16,812,1,0,0,0,10018208,1,10034900,1,0,0,0,0,10031900,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1402,1,5,1,5,812,1,0,0,0,10024900,10,10031900,1,10043600,1,10020210,1,60080000,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1403,1,5,1,5,812,1,0,0,0,10024900,4,10024000,1,0,0,0,0,10029300,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1404,1,5,1,5,812,1,0,0,0,10020000,4,10024000,1,0,0,0,0,10029400,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1405,1,5,1,5,812,1,0,0,0,10029300,1,10031900,1,10043600,1,10020210,1,60080000,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1406,1,5,1,5,812,1,0,0,0,10020000,10,10031900,1,10043600,1,10020400,1,60080100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1407,1,5,1,5,812,1,0,0,0,10029400,1,10031900,1,10043600,1,10020400,1,60080100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#炎属性スクロール作成（1401～1410）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1,5,1,5,2030,1,0,0,0,10020700,1,10011201,1,0,0,0,0,10020701:3006,1,80,10020701:9100,1,5,10020701:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1402,1,5,1,5,2030,2,0,0,0,10020700,1,10011201,1,0,0,0,0,10020701:3007,1,80,10020701:9100,1,5,10020701:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1403,1,5,1,5,2030,3,0,0,0,10020700,1,10011201,1,0,0,0,0,10020701:3009,1,80,10020701:9100,1,5,10020701:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1404,1,5,1,5,2030,4,0,0,0,10020700,1,10011201,1,0,0,0,0,10020701:3016,1,80,10020701:9100,1,5,10020701:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1405,1,5,1,5,2030,5,0,0,0,10020700,1,10011201,1,0,0,0,0,10020701:3013,1,80,10020701:9100,1,5,10020701:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1406,1,5,1,5,2030,1,0,0,0,10020407,1,10031900,1,0,0,0,0,10020700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#水属性スクロール作成（1411～1420）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,1,5,1,5,2031,1,0,0,0,10020700,1,10011203,1,0,0,0,0,10020703:3029,1,80,10020703:9100,1,5,10020703:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1412,1,5,1,5,2031,2,0,0,0,10020700,1,10011203,1,0,0,0,0,10020703:3030,1,80,10020703:9100,1,5,10020703:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1413,1,5,1,5,2031,3,0,0,0,10020700,1,10011203,1,0,0,0,0,10020703:3032,1,80,10020703:9100,1,5,10020703:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1414,1,5,1,5,2031,4,0,0,0,10020700,1,10011203,1,0,0,0,0,10020703:3040,1,80,10020703:9100,1,5,10020703:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,5,1,5,2031,5,0,0,0,10020700,1,10011203,1,0,0,0,0,10020703:3036,1,80,10020703:9100,1,5,10020703:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1416,1,5,1,5,2031,1,0,0,0,10020407,1,10031900,1,0,0,0,0,10020700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#風属性スクロール作成（1421～1430）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,1,5,1,5,2032,1,0,0,0,10020700,1,10011207,1,0,0,0,0,10020707:3017,1,80,10020707:9100,1,5,10020707:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1422,1,5,1,5,2032,2,0,0,0,10020700,1,10011207,1,0,0,0,0,10020707:3018,1,80,10020707:9100,1,5,10020707:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1423,1,5,1,5,2032,3,0,0,0,10020700,1,10011207,1,0,0,0,0,10020707:3020,1,80,10020707:9100,1,5,10020707:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1424,1,5,1,5,2032,4,0,0,0,10020700,1,10011207,1,0,0,0,0,10020707:3028,1,80,10020707:9100,1,5,10020707:9101,1,5,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0
