#ItemID,ItemName,HP,,MP,,SP,,负重,,体积,,STR,,DEX,,INT,,VIT,,AGI,,MAG,,ATK1（打）,,ATK2（斩）,,ATK3（射）,,MATK,,DEF(+),,MDEF(+),,SHIT,,LHIT,,MagicHit,,SAVOID,,LAVOID,,MAVOID（魔法抵抗）,,Cri,,Criavoid,,无,,光,,暗,,地,,水,,火,,凤,
#细项,N/A,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max
#N/A,短剣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129401,【真】神衣?カーディナル♂,111,148,104,135,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,0,3,4,0,0,0,0,0,0,0,0,105,122,87,104,0,0,0,0,12,19,8,14,3,7,19,24,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215901,【真】神衣?ホロスコープ♂,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,27,34,17,29,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50092001,【真】ロードブローチ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,5,9,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114601,【真】フェザーベレー,20,30,10,15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129501,【真】神衣?カーディナル♀,100,157,100,159,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,3,4,0,0,0,0,0,0,0,0,100,120,85,120,0,0,0,0,12,17,8,15,3,7,18,24,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50011316,【真】聖職者のオーバーニー♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50216001,【真】神衣?ミーティア♀,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,30,40,10,30,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ソウルテイカー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114701,【真】スピリットハット,15,19,17,20,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129601,【真】魂装?ソウルテイカー♂,120,180,120,177,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,3,4,0,0,0,0,0,0,0,0,107,125,95,115,0,0,0,0,10,15,8,12,8,12,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216101,【真】魂装?プルート♂,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,31,44,16,33,0,0,0,0,0,0,2,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50092101,【真】スピリットスカーフ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50048001,【真】魂魄のイヤリング,0,0,10,15,10,15,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047301,【真】プレッジティアラ,10,14,10,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,10,14,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129701,【真】魂装?ソウルテイカー♀,120,175,124,176,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,3,4,0,0,0,0,0,0,0,0,110,129,100,119,0,0,0,0,0,0,8,12,8,11,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50011317,【真】ソウルタイツ♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50216201,【真】魂装?レクイエム♀,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,26,40,10,29,0,0,0,0,0,0,2,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　マエストロ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047401,【真】フィグメントバンダナ,15,20,0,0,15,20,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129801,【真】創衣?マエストロ♂,111,160,50,90,60,80,10,11,10,11,2,3,2,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,105,125,85,105,10,12,5,7,0,0,9,14,8,12,0,0,7,10,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216301,【真】創衣?アルカディア♂,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,35,55,21,30,8,9,2,4,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047501,【真】フィグメントリボン,15,20,0,0,15,20,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129901,【真】創衣?マエストロ♀,121,154,53,89,60,78,0,0,0,0,3,4,2,3,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,115,126,86,100,10,12,8,11,0,0,10,12,8,11,0,0,8,10,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216401,【真】創衣?ユートピア♀,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,60,25,35,7,9,2,4,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ハーヴェスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114801,【真】収穫のベレー,0,0,16,20,16,20,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130001,【真】刈衣?ハーヴェスト♂,90,117,81,115,51,64,0,0,0,0,0,0,1,3,0,2,2,3,0,1,2,3,0,0,0,0,0,0,0,0,100,119,83,86,5,9,6,10,4,5,10,14,11,15,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216501,【真】刈衣?アース♂,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,38,45,38,52,2,4,2,4,4,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50092301,【真】クローバーリボン,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50092201,【真】クローバーチョーカー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5,7,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047601,【真】実りのカチューシャ,27,32,0,0,20,31,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130101,【真】刈衣?ハーヴェスト♀,95,107,84,103,54,66,9,10,10,11,0,0,1,2,0,2,0,3,0,1,2,3,0,0,0,0,0,0,0,0,105,125,81,92,7,9,3,7,3,5,10,15,10,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216601,【真】刈衣?アコード♀,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,34,35,31,33,0,4,4,5,2,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011318,【真】収穫のニーソックス♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ストライダー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114901,【真】ゲイルゴーグルキャップ,15,19,0,0,16,20,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,11,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130201,【真】疾装?ストライダー♂,98,123,65,94,78,105,0,11,9,10,2,4,4,5,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,127,159,112,128,5,8,5,7,0,0,15,19,0,7,0,0,3,5,7,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50047701,【真】疾風のヘアバンド,0,20,0,0,0,19,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130301,【真】疾装?ストライダー♀,95,123,50,80,75,103,0,0,0,0,2,3,2,3,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,90,110,86,99,8,10,5,8,0,0,10,15,3,5,0,0,3,4,6,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50011319,【真】ゲイルオーバーニー♀,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50216701,【真】疾装?ブラスター♀,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,35,50,20,35,1,3,1,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ロイヤルディーラー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50115001,【真】ロイヤルハット,5,6,9,10,8,10,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130401,【真】王衣?ロイヤルディーラー♂,0,82,0,73,0,80,0,0,0,0,0,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,112,0,12,0,12,0,0,0,7,0,5,0,12,0,6,0,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50216801,【真】王衣?モナーク♂,16,20,11,15,10,15,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,20,16,20,3,4,2,3,0,0,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50216901,【真】王衣?レガリア♂,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047801,【真】ロイヤルクラウン,0,9,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60130501,【真】王衣?ロイヤルディーラー♀,91,118,73,105,81,101,0,0,0,0,1,2,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,149,105,128,10,14,15,16,0,0,6,8,5,7,12,14,6,7,5,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50217001,【真】王衣?レガリア♀,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,2,3,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ジョーカー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046801,【真】プルーフホーン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128801,【真】還装?ジョーカー♂,80,108,81,110,81,110,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,136,160,105,125,10,15,10,15,0,0,10,12,10,12,5,7,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215301,【真】還装?フロンティア♂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046901,【真】プルーフリトルホーン,5,9,6,10,6,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128901,【真】還装?ジョーカー♀,81,110,84,110,81,106,0,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,131,154,101,120,10,15,10,15,0,0,10,12,10,12,5,7,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215401,【真】還装?エデン♀,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,16,30,22,33,1,3,1,4,0,0,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
